Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Gorai.001G000400,Gorai.009G069100,unM,unM,wgd,Same,unM-unM,0.135553,0.415247,0.326439,8.62808e-08
Gorai.001G001500,Gorai.009G068400,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0824805,0.594927,0.13864,1.0616e-26
Gorai.001G001600,Gorai.009G068300,gbM,unM,wgd,Different,gbM-unM,0.235374,0.537331,0.438044,1.10663e-09
Gorai.001G002000,Gorai.009G067800,gbM,gbM,wgd,Same,gbM-gbM,0.165979,0.395336,0.419843,3.36437e-10
Gorai.001G002100,Gorai.009G067700,unM,unM,wgd,Same,unM-unM,0.693497,0.836969,0.828582,0.251581
Gorai.001G002200,Gorai.009G066900,unM,unM,wgd,Same,unM-unM,0.132054,0.707234,0.18672,1.6652e-22
Gorai.001G002300,Gorai.009G066800,gbM,gbM,wgd,Same,gbM-gbM,0.161439,0.330135,0.489007,2.7979e-26
Gorai.001G002400,Gorai.013G233100,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.146649,0.852927,0.171936,9.08464e-16
Gorai.001G002500,Gorai.010G065600,unM,unM,wgd,Same,unM-unM,0.103313,0.978026,0.105634,5.09485e-48
Gorai.001G002800,Gorai.009G022100,unM,unM,wgd,Same,unM-unM,0.124361,0.634844,0.195892,1.45801e-26
Gorai.001G003200,Gorai.009G022300,unM,unM,wgd,Same,unM-unM,0.120186,0.919655,0.130686,3.40625e-57
Gorai.001G003300,Gorai.004G279300,gbM,gbM,wgd,Same,gbM-gbM,0.0725536,0.485683,0.149385,1.39099e-29
Gorai.001G003300,Gorai.010G068500,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0562255,0.414402,0.135679,4.74744e-29
Gorai.001G003300,Gorai.013G231200,gbM,gbM,wgd,Same,gbM-gbM,0.080933,0.444304,0.182157,4.95197e-24
Gorai.001G003600,Gorai.009G022800,unM,unM,wgd,Same,unM-unM,0.110692,0.490586,0.225633,6.74707e-34
Gorai.001G003700,Gorai.013G231000,gbM,gbM,wgd,Same,gbM-gbM,0.0666586,0.490892,0.135791,9.72662e-24
Gorai.001G003900,Gorai.009G023600,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0628787,1.00625,0.062488,6.06048e-53
Gorai.001G004000,Gorai.009G023700,unM,unM,wgd,Same,unM-unM,0.0925499,0.685037,0.135102,1.03786e-71
Gorai.001G004200,Gorai.009G133300,gbM,unM,wgd,Different,gbM-unM,0.466781,1.48903,0.31348,2.8349e-15
Gorai.001G004300,Gorai.010G069600,unM,unM,wgd,Same,unM-unM,0.0718966,0.68475,0.104997,1.24924e-49
Gorai.001G004600,Gorai.009G133500,unM,unM,wgd,Same,unM-unM,0.531551,1.1767,0.451729,0.00382565
Gorai.001G004700,Gorai.010G069800,unM,unM,wgd,Same,unM-unM,0.321768,0.750939,0.428488,0.00839336
