Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Phvul.001G001500,Phvul.009G021000,unM,unM,wgd,Same,unM-unM,0.0698562,1.28871,0.0542062,2.16531e-87
Phvul.001G001700,Phvul.009G020800,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0886369,0.964066,0.0919407,7.48614e-78
Phvul.001G002200,Phvul.009G019900,unM,unM,wgd,Same,unM-unM,0.255175,1.5143,0.16851,1.08083e-23
Phvul.001G003400,Phvul.009G019300,unM,unM,wgd,Same,unM-unM,0.155624,2.02649,0.0767947,6.19402e-21
Phvul.001G003700,Phvul.009G019000,unM,unM,wgd,Same,unM-unM,0.0921775,1.06853,0.0862655,2.80884e-26
Phvul.001G004033,Phvul.009G018800,unM,unM,wgd,Same,unM-unM,0.244483,1.57686,0.155045,6.08373e-26
Phvul.001G004200,Phvul.009G018100,unM,unM,wgd,Same,unM-unM,0.505374,4.0816,0.123817,9.6844e-34
Phvul.001G004800,Phvul.009G017300,unM,unM,wgd,Same,unM-unM,0.0274642,1.9989,0.0137397,4.14494e-125
Phvul.001G004900,Phvul.009G017500,unM,unM,wgd,Same,unM-unM,0.208077,0.72273,0.287904,5.40493e-23
Phvul.001G005000,Phvul.009G017700,unM,unM,wgd,Same,unM-unM,0.179688,1.55657,0.115439,2.97572e-37
Phvul.001G005300,Phvul.009G017800,unM,unM,wgd,Same,unM-unM,0.250071,3.17194,0.0788385,1.7327e-24
Phvul.001G005300,Phvul.009G017800,unM,unM,wgd,Same,unM-unM,0.250071,3.17194,0.0788385,1.7327e-24
Phvul.001G005400,Phvul.009G009400,gbM,gbM,wgd,Same,gbM-gbM,0.240836,0.841334,0.286255,3.61301e-33
Phvul.001G005800,Phvul.009G009600,unM,unM,wgd,Same,unM-unM,0.500759,1.49577,0.334784,2.51873e-08
Phvul.001G006800,Phvul.009G016700,unM,unM,wgd,Same,unM-unM,0.324568,0.801815,0.404792,1.64405e-14
Phvul.001G007300,Phvul.009G016200,unM,unM,wgd,Same,unM-unM,0.123562,1.04866,0.117828,5.22006e-26
Phvul.001G007800,Phvul.009G016000,unM,unM,wgd,Same,unM-unM,0.0749127,0.624423,0.119971,2.67389e-20
Phvul.001G008000,Phvul.009G015700,unM,unM,wgd,Same,unM-unM,0.155755,0.64153,0.242787,2.05449e-49
Phvul.001G008100,Phvul.009G015600,unM,unM,wgd,Same,unM-unM,0.133897,3.17575,0.0421622,4.73782e-27
Phvul.001G008400,Phvul.009G015500,unM,unM,wgd,Same,unM-unM,0.0920339,1.84304,0.049936,1.95336e-65
Phvul.001G009000,Phvul.011G038200,unM,unM,wgd,Same,unM-unM,0.355551,4.43199,0.0802239,2.83043e-69
Phvul.001G009200,Phvul.009G014800,unM,unM,wgd,Same,unM-unM,0.196072,2.17946,0.0899639,1.74022e-83
Phvul.001G009400,Phvul.009G014600,unM,unM,wgd,Same,unM-unM,0.110518,1.07394,0.102908,1.41232e-41
Phvul.001G009700,Phvul.009G014100,unM,unM,wgd,Same,unM-unM,0.324132,1.0897,0.297451,3.04345e-12
Phvul.001G009800,Phvul.009G013700,unM,unM,wgd,Same,unM-unM,0.216167,1.48593,0.145476,2.82116e-27
Phvul.001G009900,Phvul.009G013600,unM,unM,wgd,Same,unM-unM,0.13512,1.46567,0.0921895,7.95623e-37
Phvul.001G010100,Phvul.009G013400,unM,unM,wgd,Same,unM-unM,0.0843992,0.532927,0.158369,2.88733e-30
Phvul.001G010400,Phvul.009G013200,unM,unM,wgd,Same,unM-unM,0.324653,1.09469,0.29657,1.55473e-11
Phvul.001G010600,Phvul.009G013100,unM,unM,wgd,Same,unM-unM,0.321507,0.440056,0.730605,0.124374
Phvul.001G010700,Phvul.009G012900,unM,unM,wgd,Same,unM-unM,0.148819,3.07739,0.0483589,2.31688e-48
Phvul.001G010800,Phvul.009G012800,unM,unM,wgd,Same,unM-unM,0.219787,0.659455,0.333286,0.000168146
Phvul.001G010900,Phvul.009G012700,unM,unM,wgd,Same,unM-unM,0.102321,0.828881,0.123445,9.32833e-59
Phvul.001G011000,Phvul.009G004801,unM,unM,wgd,Same,unM-unM,0.38958,2.32845,0.167313,7.27712e-30
Phvul.001G011800,Phvul.011G042600,unM,unM,wgd,Same,unM-unM,0.370601,3.32689,0.111396,3.56883e-24
Phvul.001G012200,Phvul.009G060100,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.179152,0.699259,0.256203,1.02322e-20
Phvul.001G012300,Phvul.003G255801,unM,unM,wgd,Same,unM-unM,0.482824,4.12399,0.117077,1.2078e-29
Phvul.001G012500,Phvul.009G059800,unM,unM,wgd,Same,unM-unM,0.183095,0.627125,0.291959,7.08616e-20
Phvul.001G012600,Phvul.009G059700,unM,unM,wgd,Same,unM-unM,0.16907,1.17802,0.14352,1.82752e-32
Phvul.001G012900,Phvul.003G255200,unM,unM,wgd,Same,unM-unM,0.712109,1.59159,0.447421,7.47736e-27
Phvul.001G013100,Phvul.009G059500,unM,unM,wgd,Same,unM-unM,0.122714,1.62197,0.0756573,1.14955e-53
Phvul.001G013200,Phvul.009G058800,unM,unM,wgd,Same,unM-unM,0.519305,1.95387,0.265783,4.51108e-05
Phvul.001G013500,Phvul.003G254900,unM,unM,wgd,Same,unM-unM,0.241848,3.88883,0.0621904,4.78612e-65
Phvul.001G013600,Phvul.009G058700,unM,unM,wgd,Same,unM-unM,0.453169,1.49873,0.302368,2.74598e-18
Phvul.001G013800,Phvul.003G254600,unM,unM,wgd,Same,unM-unM,0.478899,2.4966,0.19182,2.46284e-17
Phvul.001G014000,Phvul.003G254100,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.154545,2.03084,0.0760992,1.88628e-87
Phvul.001G014200,Phvul.003G253800,unM,unM,wgd,Same,unM-unM,0.243628,2.24426,0.108556,5.92645e-30
Phvul.001G014300,Phvul.009G058100,unM,unM,wgd,Same,unM-unM,0.105163,1.07033,0.0982529,5.50509e-12
Phvul.001G014600,Phvul.009G057600,unM,unM,wgd,Same,unM-unM,0.34235,3.26213,0.104947,5.09806e-15
Phvul.001G014700,Phvul.011G045400,unM,unM,wgd,Same,unM-unM,0.339748,2.3123,0.146931,2.41101e-31
Phvul.001G014800,Phvul.003G253300,unM,unM,wgd,Same,unM-unM,0.234592,3.94533,0.0594607,1.98967e-49
Phvul.001G014900,Phvul.011G045800,unM,unM,wgd,Same,unM-unM,0.261025,1.59802,0.163343,5.67689e-45
Phvul.001G015100,Phvul.009G057400,gbM,gbM,wgd,Same,gbM-gbM,0.224162,0.970913,0.230877,1.52047e-83
Phvul.001G015600,Phvul.009G056600,unM,unM,wgd,Same,unM-unM,0.168032,0.771182,0.217889,1.60661e-20
Phvul.001G015900,Phvul.002G028000,unM,unM,wgd,Same,unM-unM,0.331232,4.27487,0.0774834,1.26036e-61
Phvul.001G016050,Phvul.002G026700,unM,unM,wgd,Same,unM-unM,0.28218,4.0574,0.0695472,7.33186e-48
Phvul.001G016050,Phvul.009G056400,unM,unM,wgd,Same,unM-unM,0.135158,1.12027,0.120648,1.06231e-37
Phvul.001G016500,Phvul.009G055900,gbM,gbM,wgd,Same,gbM-gbM,0.0646174,0.560001,0.115388,1.38117e-69
Phvul.001G016800,Phvul.011G047600,unM,unM,wgd,Same,unM-unM,0.245348,4.18759,0.0585893,4.73485e-67
Phvul.001G016900,Phvul.002G026000,unM,unM,wgd,Same,unM-unM,0.152181,3.97459,0.0382885,1.66288e-98
Phvul.001G016900,Phvul.009G055600,unM,unM,wgd,Same,unM-unM,0.102775,1.88859,0.0544191,2.88327e-67
Phvul.001G017000,Phvul.002G025700,unM,unM,wgd,Same,unM-unM,0.582036,4.4961,0.129454,8.0972e-37
Phvul.001G017100,Phvul.003G250800,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.211633,4.25774,0.0497054,4.66856e-86
Phvul.001G017700,Phvul.009G055500,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.127768,0.604072,0.211511,1.37582e-45
Phvul.001G017800,Phvul.009G061325,unM,unM,wgd,Same,unM-unM,0.191123,1.9525,0.0978864,5.80101e-72
Phvul.001G017900,Phvul.002G023100,unM,unM,wgd,Same,unM-unM,0.360221,4.29569,0.0838566,5.21105e-77
Phvul.001G018300,Phvul.009G061700,unM,unM,wgd,Same,unM-unM,0.329892,0.842828,0.391411,1.26694e-06
Phvul.001G018400,Phvul.011G050500,unM,unM,wgd,Same,unM-unM,1.08281,3.99077,0.271328,2.59162e-13
Phvul.001G019100,Phvul.009G062400,unM,unM,wgd,Same,unM-unM,0.289543,0.909715,0.318278,3.37756e-22
Phvul.001G019200,Phvul.009G062700,unM,unM,wgd,Same,unM-unM,0.306475,3.4911,0.0877875,2.03565e-28
