Feature	Duplication
AL1006U10010	dispersed
AL474U10010	dispersed
AL8G19270	dispersed
AL100U10010	dispersed
AL4G22030	dispersed
AL4G36520	dispersed
AL1014U10010	dispersed
AL4G25650	dispersed
AL1017U10010	dispersed
AL3G36510	dispersed
AL1033U10010	dispersed
AL1G28760	dispersed
AL103U10020	dispersed
AL4G27490	dispersed
AL103U10040	dispersed
AL4G27470	dispersed
AL103U10050	dispersed
AL4G27460	dispersed
AL103U10060	dispersed
AL1G28080	dispersed
AL4G27450	dispersed
AL6G21550	dispersed
AL1058U10010	dispersed
AL3G27680	dispersed
AL106U10020	dispersed
AL2G31510	dispersed
AL106U10030	dispersed
AL2G31520	dispersed
AL108U10020	dispersed
AL4G37920	dispersed
AL108U10030	dispersed
AL1G42110	dispersed
AL2G22820	dispersed
AL108U10040	dispersed
AL1G15160	dispersed
AL1G55004	dispersed
AL1G56980	dispersed
AL380U10020	dispersed
AL3G31320	dispersed
AL3G41860	dispersed
AL4G15410	dispersed
AL4G21500	dispersed
AL4G36770	dispersed
AL6G12050	dispersed
AL6G44930	dispersed
AL109U10010	dispersed
AL3G43860	dispersed
AL4G23460	dispersed
AL4G27530	dispersed
AL1105U10010	dispersed
AL1G27400	dispersed
AL8G44410	dispersed
AL112U10020	dispersed
AL8G43200	dispersed
AL113U10030	dispersed
AL5G31320	dispersed
AL117U10020	dispersed
AL178U10030	dispersed
AL8G17020	dispersed
AL120U10012	dispersed
AL4G28550	dispersed
AL120U10020	dispersed
AL4G28510	dispersed
AL7G46610	dispersed
AL122U10010	dispersed
AL2G38890	dispersed
AL8G20160	dispersed
AL123U10040	dispersed
AL2G30690	dispersed
AL3G40900	dispersed
AL125U10020	dispersed
AL4G27740	dispersed
AL125U10032	dispersed
AL4G27734	dispersed
AL126U10020	dispersed
AL3G34330	dispersed
AL126U10050	dispersed
AL58U10030	dispersed
AL8G12740	dispersed
AL128U10020	dispersed
AL4G19240	dispersed
AL128U10030	dispersed
AL4G21290	dispersed
AL133U10010	dispersed
AL3G39640	dispersed
AL133U10020	dispersed
AL3G39660	dispersed
AL135U10010	dispersed
AL3G37660	dispersed
AL136U10020	dispersed
AL4G25280	dispersed
AL139U10010	dispersed
AL8G35260	dispersed
AL8G42380	dispersed
AL139U10030	dispersed
AL3G40430	dispersed
AL6G53160	dispersed
AL8G35320	dispersed
AL142U10030	dispersed
AL2G37830	dispersed
AL143U10010	dispersed
AL3G31160	dispersed
AL158U10010	dispersed
AL2G31070	dispersed
AL159U10030	dispersed
AL3G18130	dispersed
AL163U10010	dispersed
AL4G26370	dispersed
AL5G37630	dispersed
AL7G51610	dispersed
AL164U10010	dispersed
AL247U10040	dispersed
AL2G11100	dispersed
AL5G16820	dispersed
AL5G37880	dispersed
AL6G42950	dispersed
AL8G25650	dispersed
AL8G26030	dispersed
AL164U10020	dispersed
AL5G16810	dispersed
AL167U10010	dispersed
AL8G22630	dispersed
AL176U10010	dispersed
AL2G23970	dispersed
AL3G31990	dispersed
AL7G34090	dispersed
AL7G41730	dispersed
AL177U10020	dispersed
AL7G31860	dispersed
AL181U10030	dispersed
AL4G46340	dispersed
AL185U10020	dispersed
AL1G63460	dispersed
AL199U10010	dispersed
AL3G41940	dispersed
AL4G12910	dispersed
AL4G16860	dispersed
AL4G28950	dispersed
AL7G37050	dispersed
AL7G42590	dispersed
AL7G42710	dispersed
AL7G49800	dispersed
AL1G10030	dispersed
AL1G13210	dispersed
AL4G27190	dispersed
AL1G10050	dispersed
AL7G28040	dispersed
AL1G10102	dispersed
AL4G38750	dispersed
AL8G37990	dispersed
AL1G10170	dispersed
AL8G26560	dispersed
AL1G10180	dispersed
AL5G42820	dispersed
AL1G10240	dispersed
AL6G53470	dispersed
AL7G16360	dispersed
AL1G10300	dispersed
AL1G10660	dispersed
AL4G13470	dispersed
AL7G41400	dispersed
AL1G10870	dispersed
AL4G41150	dispersed
AL1G10880	dispersed
AL8G37040	dispersed
AL1G10920	dispersed
AL6G35040	dispersed
AL1G11210	dispersed
AL4G32630	dispersed
AL1G11230	dispersed
AL7G47180	dispersed
AL1G11240	dispersed
AL1G11350	dispersed
AL6G13330	dispersed
AL9U12160	dispersed
AL1G11380	dispersed
AL4G37910	dispersed
AL1G11390	dispersed
AL8G10920	dispersed
AL1G11600	dispersed
AL8G29250	dispersed
AL1G11610	dispersed
AL6G14710	dispersed
AL1G11960	dispersed
AL1G14200	dispersed
AL1G11980	dispersed
AL8G23010	dispersed
AL1G12030	dispersed
AL6G51000	dispersed
AL1G12120	dispersed
AL7G13564	dispersed
AL1G12230	dispersed
AL1G13500	dispersed
AL6G13550	dispersed
AL1G12300	dispersed
AL4G43830	dispersed
AL1G12420	dispersed
AL4G20260	dispersed
AL1G12610	dispersed
AL1G45340	dispersed
AL1G12720	dispersed
AL4G18350	dispersed
AL6G39040	dispersed
AL6G45700	dispersed
AL7G50430	dispersed
AL1G12750	dispersed
AL6G30450	dispersed
AL1G12770	dispersed
AL2G30920	dispersed
AL1G12780	dispersed
AL7G33340	dispersed
AL7G33550	dispersed
AL1G12790	dispersed
AL6G41230	dispersed
AL845U10020	dispersed
AL1G12870	dispersed
AL9U10970	dispersed
AL1G12880	dispersed
AL1G67150	dispersed
AL1G12900	dispersed
AL8G24180	dispersed
AL1G12910	dispersed
AL1G65130	dispersed
AL1G12990	dispersed
AL1G13550	dispersed
AL1G13260	dispersed
AL304U10020	dispersed
AL3G16050	dispersed
AL1G13510	dispersed
AL4G33010	dispersed
AL1G13560	dispersed
AL66U10020	dispersed
AL8G15260	dispersed
AL1G13680	dispersed
AL8G12010	dispersed
AL1G13770	dispersed
AL2G15630	dispersed
AL2G16760	dispersed
AL3G52110	dispersed
AL7G36070	dispersed
AL1G13870	dispersed
AL390U10020	dispersed
AL1G14320	dispersed
AL4G30600	dispersed
AL1G14330	dispersed
AL2G20100	dispersed
AL1G14420	dispersed
AL1G21030	dispersed
AL1G14500	dispersed
AL3G39010	dispersed
AL1G14550	dispersed
AL7G42770	dispersed
AL1G14570	dispersed
AL8G21770	dispersed
AL1G14600	dispersed
AL2G36150	dispersed
AL1G14610	dispersed
AL7G42940	dispersed
AL9U10880	dispersed
AL1G14660	dispersed
AL6G49600	dispersed
AL1G14680	dispersed
AL1G64580	dispersed
AL1G14700	dispersed
AL3G33980	dispersed
AL880U10020	dispersed
AL1G14880	dispersed
AL1G20620	dispersed
AL7G33590	dispersed
AL1G15100	dispersed
AL3G24430	dispersed
AL6G12380	dispersed
AL1G15180	dispersed
AL7G40880	dispersed
AL1G15190	dispersed
AL3G36680	dispersed
AL1G15240	dispersed
AL1G17090	dispersed
AL1G45330	dispersed
AL1G15310	dispersed
AL1G16270	dispersed
AL3G48630	dispersed
AL1G15340	dispersed
AL6G21730	dispersed
AL1G15370	dispersed
AL1G43520	dispersed
AL1G15420	dispersed
AL8G25590	dispersed
AL1G15510	dispersed
AL3G41820	dispersed
AL8G21020	dispersed
AL1G15730	dispersed
AL4G41800	dispersed
AL1G15780	dispersed
AL2G20240	dispersed
AL3G12150	dispersed
AL7G45190	dispersed
AL1G15790	dispersed
AL3G29890	dispersed
AL1G15950	dispersed
AL1G59010	dispersed
AL2G33710	dispersed
AL4G29720	dispersed
AL6G12870	dispersed
AL1G16160	dispersed
AL2G19110	dispersed
AL1G16340	dispersed
AL1G42820	dispersed
AL5G38290	dispersed
AL1G16380	dispersed
AL6G25620	dispersed
AL1G16460	dispersed
AL1G41370	dispersed
AL1G16890	dispersed
AL4G25320	dispersed
AL1G16930	dispersed
AL1G27830	dispersed
AL1G16970	dispersed
AL1G17100	dispersed
AL1G16990	dispersed
AL1G17110	dispersed
AL1G17190	dispersed
AL2G34150	dispersed
AL1G17310	dispersed
AL1G64890	dispersed
AL2G34080	dispersed
AL3G12670	dispersed
AL4G16880	dispersed
AL5G34150	dispersed
AL1G17380	dispersed
AL4G20090	dispersed
AL5G28060	dispersed
AL1G17440	dispersed
AL3G45510	dispersed
AL1G17870	dispersed
AL1G18090	dispersed
AL6G52490	dispersed
AL1G17880	dispersed
AL6G35220	dispersed
AL1G17890	dispersed
AL1G65440	dispersed
AL1G18010	dispersed
AL8G33770	dispersed
AL1G18170	dispersed
AL3G20850	dispersed
AL1G18200	dispersed
AL6G53580	dispersed
AL1G18280	dispersed
AL1G28560	dispersed
AL1G18430	dispersed
AL3G19820	dispersed
AL3G24450	dispersed
AL4G24550	dispersed
AL1G18510	dispersed
AL1G56130	dispersed
AL1G18540	dispersed
AL3G41440	dispersed
AL5G18360	dispersed
AL5G22930	dispersed
AL7G51780	dispersed
AL1G18610	dispersed
AL4G22370	dispersed
AL1G18660	dispersed
AL4G20650	dispersed
AL4G20810	dispersed
AL1G18670	dispersed
AL4G22800	dispersed
AL1G18700	dispersed
AL7G42760	dispersed
AL1G18710	dispersed
AL1G18770	dispersed
AL4G22860	dispersed
AL6G33460	dispersed
AL1G18820	dispersed
AL4G21100	dispersed
AL1G18870	dispersed
AL2G10760	dispersed
AL9U12070	dispersed
