Feature	Duplication
AT1G01020	dispersed
AT4G01510	dispersed
AT1G01040	dispersed
AT3G03300	dispersed
AT3G20420	dispersed
AT3G43920	dispersed
AT5G20320	dispersed
AT1G01130	dispersed
AT5G47170	dispersed
AT1G01140	dispersed
AT1G30270	dispersed
AT2G26980	dispersed
AT5G35410	dispersed
AT1G01150	dispersed
AT4G12670	dispersed
AT5G03780	dispersed
AT1G01200	dispersed
AT3G12160	dispersed
AT4G39990	dispersed
AT5G47960	dispersed
AT5G65270	dispersed
AT1G01210	dispersed
AT4G07950	dispersed
AT1G01230	dispersed
AT5G42000	dispersed
AT1G01280	dispersed
AT4G36220	dispersed
AT5G04330	dispersed
AT1G01355	dispersed
AT1G06810	dispersed
AT4G20480	dispersed
AT1G01370	dispersed
AT1G19890	dispersed
AT5G10980	dispersed
AT1G01410	dispersed
AT1G21620	dispersed
AT5G64490	dispersed
AT1G01490	dispersed
AT5G23760	dispersed
AT1G01530	dispersed
AT1G65360	dispersed
AT2G24840	dispersed
AT4G36590	dispersed
AT5G60440	dispersed
AT1G01860	dispersed
AT2G47420	dispersed
AT5G66360	dispersed
AT1G01880	dispersed
AT3G28030	dispersed
AT3G48900	dispersed
AT5G26680	dispersed
AT1G01910	dispersed
AT3G10350	dispersed
AT5G60730	dispersed
AT1G01980	dispersed
AT1G11770	dispersed
AT1G30740	dispersed
AT1G02050	dispersed
AT4G00040	dispersed
AT4G34850	dispersed
AT5G13930	dispersed
AT1G02070	dispersed
AT3G60520	dispersed
AT1G02170	dispersed
AT4G25110	dispersed
AT1G02270	dispersed
AT5G54130	dispersed
AT1G02290	dispersed
AT3G45830	dispersed
AT5G13950	dispersed
AT1G02420	dispersed
AT1G71060	dispersed
AT3G61360	dispersed
AT1G02630	dispersed
AT1G61630	dispersed
AT1G70330	dispersed
AT1G02740	dispersed
AT4G37280	dispersed
AT1G02770	dispersed
AT1G19060	dispersed
AT1G28500	dispersed
AT3G19520	dispersed
AT1G02850	dispersed
AT1G60090	dispersed
AT4G22100	dispersed
AT1G02860	dispersed
AT2G38920	dispersed
AT1G02880	dispersed
AT2G44750	dispersed
AT1G02910	dispersed
AT4G28740	dispersed
AT1G03055	dispersed
AT1G64680	dispersed
AT4G01995	dispersed
AT1G03100	dispersed
AT1G68980	dispersed
AT1G69290	dispersed
AT3G09650	dispersed
AT4G17616	dispersed
AT1G03140	dispersed
AT1G54590	dispersed
AT1G03150	dispersed
AT5G13780	dispersed
AT1G03280	dispersed
AT4G20340	dispersed
AT4G20810	dispersed
AT1G03310	dispersed
AT2G39930	dispersed
AT4G09020	dispersed
AT1G03350	dispersed
AT4G13110	dispersed
AT1G03380	dispersed
AT1G54710	dispersed
AT5G54730	dispersed
AT1G03510	dispersed
AT1G20230	dispersed
AT2G20540	dispersed
AT2G29760	dispersed
AT2G37310	dispersed
AT1G03540	dispersed
AT2G13600	dispersed
AT3G02010	dispersed
AT4G18750	dispersed
AT1G03560	dispersed
AT1G09900	dispersed
AT3G06920	dispersed
AT1G03900	dispersed
AT3G58600	dispersed
AT1G03910	dispersed
AT2G36815	dispersed
AT1G03950	dispersed
AT2G06530	dispersed
AT5G44560	dispersed
AT1G04080	dispersed
