Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
LOC103926520,LOC103935712,unM,unM,wgd,Same,unM-unM,0.100498,0.204847,0.490602,0.000970274
LOC103926521,LOC103935694,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.149153,0.233834,0.637861,0.0167879
LOC103926535,LOC103930878,unM,unM,wgd,Same,unM-unM,0.00955127,0.0214911,0.444429,0.150981
LOC103926540,LOC103930884,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0500989,0.0931189,0.53801,0.0168346
LOC103926541,LOC103926547,unM,unM,wgd,Same,unM-unM,0.0487595,0.101633,0.479759,0.0294716
LOC103926552,LOC103930905,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.00706003,0.0375916,0.187808,9.60642e-06
LOC103926592,LOC103962736,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,NA,0.00444486,7.49331e-13,NA
LOC103926650,LOC103966652,gbM,unM,wgd,Different,gbM-unM,0.0748896,0.142788,0.524482,0.1047
LOC103926706,LOC103933526,gbM,unM,wgd,Different,gbM-unM,0.00442446,0.0159176,0.27796,0.00765175
LOC103926730,LOC103950063,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.0344406,0.208427,0.165241,3.39406e-20
LOC103926732,LOC103950066,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0361075,0.189602,0.190439,1.53708e-07
LOC103926786,LOC103952947,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0825855,0.168997,0.488681,0.00785899
LOC103926830,LOC103931738,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0451384,0.198919,0.226918,5.48131e-18
LOC103926861,LOC103949958,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0358475,0.162536,0.220551,1.18496e-08
LOC103926871,LOC103934871,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0547844,0.150212,0.364715,4.87913e-07
LOC103926873,LOC103934870,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0135593,0.215105,0.0630356,1.73639e-14
LOC103926885,LOC103932136,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0563862,0.189473,0.297595,0.000314344
LOC103926900,LOC103949977,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.382735,0.907089,0.421938,9.21212e-05
LOC103926938,LOC103963964,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0299175,0.155392,0.19253,8.02839e-13
LOC103926951,LOC103965822,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.043057,0.272834,0.157813,5.16289e-20
