Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Pxbretschneideri,gbM-gbM,gbM,gbM,0,0,1,0.00162337662337662,0-0
Pxbretschneideri,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Pxbretschneideri,gbM-gbM,gbM,gbM,0,1,20,0.0324675324675325,0-1
Pxbretschneideri,gbM-gbM,gbM,gbM,1,1,595,0.965909090909091,1-1
Pxbretschneideri,unM-unM,unM,unM,0,0,3,0.00177200236266982,0-0
Pxbretschneideri,unM-unM,unM,unM,1,0,0,0,1-0
Pxbretschneideri,unM-unM,unM,unM,0,1,39,0.0230360307147076,0-1
Pxbretschneideri,unM-unM,unM,unM,1,1,1651,0.975191966922623,1-1
Pxbretschneideri,gbM-teM,gbM,teM,1,1,39,1,1-1
Pxbretschneideri,gbM-teM,gbM,teM,0,0,0,0,0-0
Pxbretschneideri,gbM-teM,gbM,teM,1,0,0,0,1-0
Pxbretschneideri,gbM-teM,gbM,teM,0,1,0,0,0-1
Pxbretschneideri,unM-teM,unM,teM,0,0,1,0.0072992700729927,0-0
Pxbretschneideri,unM-teM,unM,teM,1,0,1,0.0072992700729927,1-0
Pxbretschneideri,unM-teM,unM,teM,0,1,2,0.0145985401459854,0-1
Pxbretschneideri,unM-teM,unM,teM,1,1,133,0.970802919708029,1-1
Pxbretschneideri,gbM-unM,gbM,unM,0,0,0,0,0-0
Pxbretschneideri,gbM-unM,gbM,unM,1,0,3,0.0132743362831858,1-0
Pxbretschneideri,gbM-unM,gbM,unM,0,1,4,0.0176991150442478,0-1
Pxbretschneideri,gbM-unM,gbM,unM,1,1,219,0.969026548672566,1-1
Pxbretschneideri,teM-teM,teM,teM,0,0,0,0,0-0
Pxbretschneideri,teM-teM,teM,teM,1,0,0,0,1-0
Pxbretschneideri,teM-teM,teM,teM,0,1,5,0.0301204819277108,0-1
Pxbretschneideri,teM-teM,teM,teM,1,1,161,0.969879518072289,1-1
