Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
LOC103934049,gbM,LOC103926536,gbM,wgd,Same,gbM-gbM
LOC103934014,Unclassified,LOC103926540,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103926541,unM,LOC103926547,unM,wgd,Same,unM-unM
LOC103962737,unM,LOC103926579,unM,wgd,Same,unM-unM
LOC103962743,unM,LOC103926586,unM,wgd,Same,unM-unM
LOC103966655,Unclassified,LOC103926646,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103966653,gbM,LOC103926648,gbM,wgd,Same,gbM-gbM
LOC103966651,unM,LOC103926651,unM,wgd,Same,unM-unM
LOC103966656,Unclassified,LOC103926652,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103966657,gbM,LOC103926653,gbM,wgd,Same,gbM-gbM
LOC103949000,Unclassified,LOC103926663,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103948287,teM,LOC103926714,teM,wgd,Same,teM-teM
LOC103950064,unM,LOC103926734,unM,wgd,Same,unM-unM
LOC103950065,Unclassified,LOC103926735,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103949870,Unclassified,LOC103926735,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103950073,gbM,LOC103926736,gbM,wgd,Same,gbM-gbM
LOC103950111,unM,LOC103926777,unM,wgd,Same,unM-unM
LOC103952941,unM,LOC103926779,unM,wgd,Same,unM-unM
LOC103952944,Unclassified,LOC103926781,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103952948,Unclassified,LOC103926785,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103952946,Unclassified,LOC103926787,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103952945,gbM,LOC103926788,gbM,wgd,Same,gbM-gbM
LOC103966860,unM,LOC103926804,unM,wgd,Same,unM-unM
LOC103941176,gbM,LOC103926819,gbM,wgd,Same,gbM-gbM
LOC103941173,Unclassified,LOC103926823,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103941174,gbM,LOC103926824,gbM,wgd,Same,gbM-gbM
LOC103931734,unM,LOC103926828,unM,wgd,Same,unM-unM
LOC103931735,gbM,LOC103926829,gbM,wgd,Same,gbM-gbM
LOC103931737,Unclassified,LOC103926831,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103931741,unM,LOC103926833,unM,wgd,Same,unM-unM
LOC103931740,unM,LOC103926835,unM,wgd,Same,unM-unM
LOC103952597,unM,LOC103926836,unM,wgd,Same,unM-unM
LOC103949954,Unclassified,LOC103926857,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103949957,Unclassified,LOC103926859,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103934879,gbM,LOC103926866,gbM,wgd,Same,gbM-gbM
LOC103934874,Unclassified,LOC103926867,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103934873,gbM,LOC103926868,gbM,wgd,Same,gbM-gbM
LOC103934872,Unclassified,LOC103926870,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103932108,Unclassified,LOC103926881,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103932119,Unclassified,LOC103926883,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103963947,gbM,LOC103926914,gbM,wgd,Same,gbM-gbM
LOC103963948,Unclassified,LOC103926915,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103953037,unM,LOC103926917,unM,wgd,Same,unM-unM
LOC103964007,unM,LOC103926917,unM,wgd,Same,unM-unM
LOC103963952,Unclassified,LOC103926926,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC103963951,unM,LOC103926929,unM,wgd,Same,unM-unM
