Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
evm.TU.supercontig_0.168,evm.TU.supercontig_24.53,teM,teM,wgd,Same,teM-teM,0.489926,2.86568,0.170963,1.5085e-09
evm.TU.supercontig_0.176,evm.TU.supercontig_24.68,teM,teM,wgd,Same,teM-teM,0.454636,3.10714,0.14632,1.08699e-10
evm.TU.supercontig_0.188,evm.TU.supercontig_24.72,teM,teM,wgd,Same,teM-teM,0.540828,3.47083,0.155821,2.38091e-17
evm.TU.supercontig_0.191,evm.TU.supercontig_24.81,teM,teM,wgd,Same,teM-teM,0.419175,1.70146,0.246362,9.59187e-11
evm.TU.supercontig_1.101,evm.TU.supercontig_94.5,gbM,unM,wgd,Different,gbM-unM,0.122779,1.85398,0.0662245,8.66151e-53
evm.TU.supercontig_1.105,evm.TU.supercontig_14.159,unM,unM,wgd,Same,unM-unM,0.663927,3.80436,0.174517,1.30561e-21
evm.TU.supercontig_1.106,evm.TU.supercontig_14.160,gbM,gbM,wgd,Same,gbM-gbM,0.638788,2.33903,0.273099,1.01213e-14
evm.TU.supercontig_1.106,evm.TU.supercontig_94.11,gbM,gbM,wgd,Same,gbM-gbM,0.621141,3.8099,0.163033,1.19686e-26
evm.TU.supercontig_1.107,evm.TU.supercontig_94.20,gbM,gbM,wgd,Same,gbM-gbM,0.168743,2.92933,0.0576046,1.29309e-76
evm.TU.supercontig_1.118,evm.TU.supercontig_94.45,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.381056,2.75022,0.138555,1.86451e-19
evm.TU.supercontig_1.120,evm.TU.supercontig_14.170,gbM,gbM,wgd,Same,gbM-gbM,0.261472,1.73624,0.150597,1.17555e-30
evm.TU.supercontig_1.138,evm.TU.supercontig_14.195,gbM,unM,wgd,Different,gbM-unM,0.344735,1.81871,0.18955,9.43303e-12
