,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Bradi1g00219,wgd,gbM,Bradi4g09232,0.174225,0.716538,0.243148,1.4886e-11
2,Bradi1g00222,wgd,Unclassified,Bradi4g09240,0.0539283,0.0952337,0.566273,0.216252
3,Bradi1g00234,wgd,Unmethylated,Bradi4g09247,0.219664,0.660039,0.332805,3.54329e-29
4,Bradi1g00247,wgd,Unclassified,Bradi4g09320,0.0319914,0.203255,0.157396,3.13195e-07
5,Bradi1g00266,wgd,gbM,Bradi4g09457,0.0265171,0.131183,0.202138,3.182e-07
6,Bradi1g00278,wgd,Unmethylated,Bradi4g09622,0.493102,1.48594,0.331845,0.00033693
7,Bradi1g00284,wgd,Unclassified,Bradi4g09637,0.184489,0.198173,0.93095,0.85356
8,Bradi1g00413,wgd,gbM,NA,NA,NA,NA,NA
9,Bradi1g02130,wgd,gbM,Bradi1g53040,0.280056,1.16952,0.239461,1.2094e-15
10,Bradi1g02170,wgd,Unclassified,Bradi1g53070,0.0688634,0.945459,0.072836,4.30343e-39
11,Bradi1g02260,wgd,Unclassified,Bradi1g53120,0.21187,1.50782,0.140514,6.60977e-37
12,Bradi1g02460,wgd,Unclassified,Bradi1g53182,0.300156,0.849981,0.353132,6.92953e-07
13,Bradi1g02510,wgd,gbM,Bradi1g53207,0.0613768,0.849805,0.0722246,5.84561e-136
14,Bradi1g02590,wgd,gbM,Bradi1g53230,0.16327,1.05686,0.154486,8.27896e-16
15,Bradi1g02720,wgd,gbM,Bradi1g53430,0.119636,1.51238,0.0791042,2.54073e-61
16,Bradi1g03590,wgd,gbM,Bradi1g66800,0.283425,1.6625,0.170481,8.56508e-36
17,Bradi1g03595,wgd,Unmethylated,Bradi2g54731,0.357153,1.71075,0.20877,2.46507e-05
18,Bradi1g03620,wgd,Unclassified,Bradi2g54670,0.438727,4.53858,0.0966661,2.14938e-61
19,Bradi1g03650,wgd,gbM,Bradi1g66660,0.229357,4.12669,0.0555788,4.23637e-84
20,Bradi1g03690,wgd,Unclassified,Bradi1g66650,0.362855,4.20164,0.0863603,2.36485e-107
21,Bradi1g03700,wgd,Unclassified,Bradi2g54600,0.0289275,1.92858,0.0149994,5.96496e-29
22,Bradi1g03710,wgd,Unmethylated,Bradi1g66597,0.512698,3.81851,0.134266,1.78999e-24
23,Bradi1g03720,wgd,gbM,Bradi2g54570,0.040617,4.40492,0.00922082,4.4794e-228
24,Bradi1g03810,wgd,Unmethylated,Bradi2g54500,0.387778,3.1999,0.121184,5.01213e-17
25,Bradi1g03820,wgd,gbM,Bradi2g54460,0.0525975,2.07443,0.0253551,1.23273e-57
26,Bradi1g03827,wgd,Unclassified,Bradi1g66240,0.962896,1.9639,0.490298,1.11223e-08
27,Bradi1g03880,wgd,Unmethylated,Bradi1g53650,0.304159,2.23385,0.136159,4.50111e-36
28,Bradi1g03900,wgd,Unmethylated,Bradi1g53660,0.165179,2.58074,0.0640044,7.12781e-29
29,Bradi1g03980,wgd,Unmethylated,Bradi1g53700,0.276673,4.31272,0.0641529,8.68268e-82
30,Bradi1g04010,wgd,Unmethylated,Bradi1g53710,0.334656,3.34685,0.0999913,0
31,Bradi1g04040,wgd,Unmethylated,Bradi1g53720,0.428086,3.05559,0.140099,1.81773e-12
32,Bradi1g04120,wgd,gbM,Bradi1g53760,0.113616,1.38037,0.0823086,5.62508e-33
33,Bradi1g04150,wgd,Unmethylated,Bradi1g53770,0.233351,3.42645,0.0681029,6.66216e-42
34,Bradi1g04170,wgd,Unmethylated,Bradi1g53830,0.567721,3.59895,0.157746,2.23708e-15
35,Bradi1g04220,wgd,gbM,Bradi1g53862,0.00901155,1.18654,0.0075948,3.71274e-46
36,Bradi1g04510,wgd,Unmethylated,Bradi1g54180,0.462518,1.07257,0.431223,2.62545e-08
37,Bradi1g04597,wgd,gbM,Bradi1g54250,0.051566,1.06008,0.0486435,9.87728e-160
38,Bradi1g04660,wgd,Unmethylated,Bradi1g54270,0.0486194,1.38861,0.035013,5.63953e-49
39,Bradi1g04720,wgd,Unclassified,Bradi1g54360,0.0836239,3.92274,0.0213178,4.12204e-98
40,Bradi1g04740,wgd,Unmethylated,Bradi1g54370,0.0750516,0.872384,0.0860304,2.76902e-14
41,Bradi1g04750,wgd,Unclassified,Bradi1g54420,0.093646,1.6303,0.057441,3.40819e-13
42,Bradi1g04760,wgd,gbM,Bradi1g54430,0.120916,2.25723,0.0535681,1.38056e-40
