Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Bdistachyon,unM-teM,unM,teM,0,0,2,0.00341880341880342,0-0
Bdistachyon,unM-teM,unM,teM,1,0,13,0.0222222222222222,1-0
Bdistachyon,unM-teM,unM,teM,0,1,14,0.0239316239316239,0-1
Bdistachyon,unM-teM,unM,teM,1,1,556,0.95042735042735,1-1
Bdistachyon,gbM-unM,gbM,unM,0,0,6,0.00597609561752988,0-0
Bdistachyon,gbM-unM,gbM,unM,1,0,35,0.0348605577689243,1-0
Bdistachyon,gbM-unM,gbM,unM,0,1,54,0.0537848605577689,0-1
Bdistachyon,gbM-unM,gbM,unM,1,1,909,0.905378486055777,1-1
Bdistachyon,unM-unM,unM,unM,0,0,12,0.00334541399498188,0-0
Bdistachyon,unM-unM,unM,unM,1,0,0,0,1-0
Bdistachyon,unM-unM,unM,unM,0,1,190,0.0529690549205464,0-1
Bdistachyon,unM-unM,unM,unM,1,1,3385,0.943685531084472,1-1
Bdistachyon,gbM-teM,gbM,teM,0,0,7,0.0232558139534884,0-0
Bdistachyon,gbM-teM,gbM,teM,1,0,7,0.0232558139534884,1-0
Bdistachyon,gbM-teM,gbM,teM,0,1,15,0.0498338870431894,0-1
Bdistachyon,gbM-teM,gbM,teM,1,1,272,0.903654485049834,1-1
Bdistachyon,gbM-gbM,gbM,gbM,0,0,11,0.00734312416555407,0-0
Bdistachyon,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Bdistachyon,gbM-gbM,gbM,gbM,0,1,85,0.0567423230974633,0-1
Bdistachyon,gbM-gbM,gbM,gbM,1,1,1402,0.935914552736983,1-1
Bdistachyon,teM-teM,teM,teM,0,0,6,0.00546448087431694,0-0
Bdistachyon,teM-teM,teM,teM,1,0,0,0,1-0
Bdistachyon,teM-teM,teM,teM,0,1,73,0.0664845173041894,0-1
Bdistachyon,teM-teM,teM,teM,1,1,1019,0.928051001821494,1-1
