Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Mtruncatula,gbM-teM,gbM,teM,0,0,0,0,0-0
Mtruncatula,gbM-teM,gbM,teM,1,0,4,0.0048661800486618,1-0
Mtruncatula,gbM-teM,gbM,teM,0,1,5,0.00608272506082725,0-1
Mtruncatula,gbM-teM,gbM,teM,1,1,813,0.989051094890511,1-1
Mtruncatula,unM-teM,unM,teM,0,0,1,0.00105485232067511,0-0
Mtruncatula,unM-teM,unM,teM,1,0,3,0.00316455696202532,1-0
Mtruncatula,unM-teM,unM,teM,0,1,12,0.0126582278481013,0-1
Mtruncatula,unM-teM,unM,teM,1,1,932,0.983122362869198,1-1
Mtruncatula,unM-unM,unM,unM,0,0,4,0.00203873598369011,0-0
Mtruncatula,unM-unM,unM,unM,1,0,0,0,1-0
Mtruncatula,unM-unM,unM,unM,0,1,36,0.018348623853211,0-1
Mtruncatula,unM-unM,unM,unM,1,1,1922,0.979612640163099,1-1
Mtruncatula,teM-teM,teM,teM,0,0,0,0,0-0
Mtruncatula,teM-teM,teM,teM,1,0,0,0,1-0
Mtruncatula,teM-teM,teM,teM,0,1,16,0.0111809923130678,0-1
Mtruncatula,teM-teM,teM,teM,1,1,1415,0.988819007686932,1-1
Mtruncatula,gbM-unM,gbM,unM,0,0,0,0,0-0
Mtruncatula,gbM-unM,gbM,unM,1,0,5,0.00445632798573975,1-0
Mtruncatula,gbM-unM,gbM,unM,0,1,10,0.0089126559714795,0-1
Mtruncatula,gbM-unM,gbM,unM,1,1,1107,0.986631016042781,1-1
Mtruncatula,gbM-gbM,gbM,gbM,0,0,2,0.000666000666000666,0-0
Mtruncatula,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Mtruncatula,gbM-gbM,gbM,gbM,0,1,32,0.0106560106560107,0-1
Mtruncatula,gbM-gbM,gbM,gbM,1,1,2969,0.988677988677989,1-1
