Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Sobic.001G020700,Sobic.002G095200,unM,unM,wgd,Same,unM-unM,0.390464,0.865501,0.451142,0.000132663
Sobic.001G021500,Sobic.002G094600,gbM,gbM,wgd,Same,gbM-gbM,0.0644673,1.53033,0.0421264,2.66136e-182
Sobic.001G022100,Sobic.002G093000,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.19095,3.24818,0.0587867,3.59981e-23
Sobic.001G022200,Sobic.002G092600,unM,unM,wgd,Same,unM-unM,0.349955,3.06077,0.114335,0
Sobic.001G023800,Sobic.002G090800,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.263626,0.938411,0.280928,3.42999e-20
Sobic.001G026800,Sobic.002G090400,gbM,gbM,wgd,Same,gbM-gbM,0.127072,1.32956,0.0955748,1.45291e-54
Sobic.001G026900,Sobic.002G090200,gbM,gbM,wgd,Same,gbM-gbM,0.0292672,1.02846,0.0284574,7.47522e-38
Sobic.001G028400,Sobic.002G088700,gbM,gbM,wgd,Same,gbM-gbM,0.129821,0.769595,0.168688,4.42027e-29
Sobic.001G030500,Sobic.002G088000,unM,unM,wgd,Same,unM-unM,0.362811,4.02205,0.0902054,1.57656e-61
Sobic.001G032800,Sobic.001G423100,gbM,unM,wgd,Different,gbM-unM,0.288805,2.29667,0.125749,3.34211e-48
Sobic.001G033100,Sobic.009G010900,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.12891,3.89172,0.0331241,6.72439e-62
Sobic.001G033200,Sobic.001G421900,gbM,gbM,wgd,Same,gbM-gbM,0.399213,4.55669,0.0876102,4.45494e-87
Sobic.001G033400,Sobic.009G011700,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.190052,4.26655,0.0445446,2.61216e-84
Sobic.001G034100,Sobic.001G421000,gbM,unM,wgd,Different,gbM-unM,0.372263,4.36986,0.0851889,1.29418e-99
Sobic.001G034300,Sobic.001G420300,unM,unM,wgd,Same,unM-unM,0.421626,2.55245,0.165185,7.53453e-31
Sobic.001G034300,Sobic.009G014400,unM,unM,wgd,Same,unM-unM,0.438928,2.25747,0.194434,9.80784e-20
Sobic.001G034400,Sobic.001G418600,unM,unM,wgd,Same,unM-unM,0.186062,3.08373,0.0603366,5.35217e-27
Sobic.001G035400,Sobic.002G084300,gbM,gbM,wgd,Same,gbM-gbM,0.0332261,2.47281,0.0134366,5.21295e-53
Sobic.001G035500,Sobic.001G414900,gbM,gbM,wgd,Same,gbM-gbM,0.889036,4.43692,0.200372,2.22256e-28
Sobic.001G038900,Sobic.002G082350,unM,teM,wgd,Different,unM-teM,0.405889,3.09672,0.131071,0
Sobic.001G040800,Sobic.002G078400,gbM,gbM,wgd,Same,gbM-gbM,0.00875752,1.59033,0.00550672,1.37026e-48
Sobic.001G042800,Sobic.002G077100,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.121194,1.04927,0.115503,4.75482e-21
Sobic.001G044500,Sobic.002G076000,gbM,gbM,wgd,Same,gbM-gbM,0.116661,0.983907,0.118569,3.89129e-49
Sobic.001G044800,Sobic.002G075800,unM,unM,wgd,Same,unM-unM,0.09396,2.05987,0.0456146,5.55739e-100
Sobic.001G045700,Sobic.002G075500,gbM,gbM,wgd,Same,gbM-gbM,0.0492363,1.14837,0.0428751,3.82789e-181
Sobic.001G047200,Sobic.002G072700,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0721579,4.19807,0.0171883,7.00422e-90
Sobic.001G047800,Sobic.002G072600,unM,teM,wgd,Different,unM-teM,0.120693,1.38344,0.0872412,4.08196e-17
Sobic.001G048000,Sobic.002G072100,unM,unM,wgd,Same,unM-unM,0.44192,1.32274,0.334095,2.19467e-09
Sobic.001G049500,Sobic.002G071000,gbM,gbM,wgd,Same,gbM-gbM,0.113614,0.850339,0.133611,5.28477e-64
Sobic.001G049700,Sobic.002G070800,unM,unM,wgd,Same,unM-unM,0.256727,1.9284,0.13313,4.66818e-45
Sobic.001G050200,Sobic.002G070300,gbM,gbM,wgd,Same,gbM-gbM,0.093127,1.70551,0.0546035,1.12844e-83
Sobic.001G050300,Sobic.002G070200,unM,unM,wgd,Same,unM-unM,0.331454,2.25009,0.147307,3.64323e-16
Sobic.001G050500,Sobic.002G069000,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.183982,0.954441,0.192765,2.65997e-48
Sobic.001G050900,Sobic.002G068600,unM,unM,wgd,Same,unM-unM,0.316023,3.91477,0.0807259,1.80958e-58
Sobic.001G051200,Sobic.002G068300,gbM,gbM,wgd,Same,gbM-gbM,0.0189758,1.63424,0.0116114,1.07967e-60
Sobic.001G051400,Sobic.002G068100,gbM,gbM,wgd,Same,gbM-gbM,0.300884,1.64495,0.182914,1.57825e-41
Sobic.001G051600,Sobic.002G067000,unM,unM,wgd,Same,unM-unM,0.19512,3.56934,0.0546657,0
Sobic.001G052300,Sobic.002G066300,unM,unM,wgd,Same,unM-unM,0.249336,3.73572,0.066744,3.14567e-47
Sobic.001G052800,Sobic.002G064900,gbM,gbM,wgd,Same,gbM-gbM,0.438053,1.17669,0.372276,1.6452e-14
Sobic.001G054300,Sobic.002G057600,unM,unM,wgd,Same,unM-unM,0.396469,2.70372,0.146638,5.08588e-09
Sobic.001G054700,Sobic.002G056900,gbM,gbM,wgd,Same,gbM-gbM,0.304524,0.733716,0.415044,1.85298e-08
Sobic.001G054800,Sobic.002G056300,unM,unM,wgd,Same,unM-unM,0.371032,1.30964,0.28331,4.34873e-13
Sobic.001G056100,Sobic.002G055900,unM,unM,wgd,Same,unM-unM,0.214671,3.23832,0.0662906,7.17973e-45
Sobic.001G056800,Sobic.002G055200,gbM,unM,wgd,Different,gbM-unM,0.0988877,0.839051,0.117857,5.88103e-64
Sobic.001G057200,Sobic.002G054400,gbM,gbM,wgd,Same,gbM-gbM,0.0930599,0.737007,0.126267,1.958e-53
Sobic.001G057300,Sobic.002G054000,unM,unM,wgd,Same,unM-unM,0.0609952,2.16472,0.028177,7.38561e-82
Sobic.001G057700,Sobic.002G051900,gbM,gbM,wgd,Same,gbM-gbM,0.181505,2.04419,0.0887907,2.03561e-51
Sobic.001G058300,Sobic.002G050900,unM,unM,wgd,Same,unM-unM,0.211216,3.62834,0.0582128,2.99598e-67
Sobic.001G058500,Sobic.002G048300,unM,teM,wgd,Different,unM-teM,0.378239,3.18877,0.118616,1.91511e-13
Sobic.001G058600,Sobic.002G048700,gbM,gbM,wgd,Same,gbM-gbM,0.147099,0.814538,0.180592,7.30543e-39
Sobic.001G059500,Sobic.002G049400,unM,unM,wgd,Same,unM-unM,0.480964,1.10245,0.436268,0.00224622
Sobic.001G059500,Sobic.002G050400,unM,unM,wgd,Same,unM-unM,0.536585,1.39991,0.383299,7.56519e-07
Sobic.001G059600,Sobic.002G050100,unM,unM,wgd,Same,unM-unM,0.365699,1.10498,0.330955,3.25829e-09
Sobic.001G059600,Sobic.002G050100,unM,unM,wgd,Same,unM-unM,0.365699,1.10498,0.330955,3.25829e-09
Sobic.001G059900,Sobic.002G050500,gbM,gbM,wgd,Same,gbM-gbM,0.108379,1.47766,0.0733451,1.25948e-68
Sobic.001G060500,Sobic.002G047000,gbM,gbM,wgd,Same,gbM-gbM,0.305341,1.58318,0.192865,5.33591e-46
Sobic.001G061700,Sobic.002G045400,gbM,gbM,wgd,Same,gbM-gbM,0.100179,0.928032,0.107948,3.1966e-48
Sobic.001G063400,Sobic.002G040600,unM,unM,wgd,Same,unM-unM,0.236819,1.59695,0.148294,4.53759e-31
Sobic.001G063500,Sobic.002G039700,unM,teM,wgd,Different,unM-teM,0.124483,3.90865,0.031848,1.74219e-85
Sobic.001G063800,Sobic.002G039000,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.212517,1.88033,0.113022,4.85267e-19
Sobic.001G063900,Sobic.002G038733,unM,unM,wgd,Same,unM-unM,0.209181,2.99501,0.0698431,3.12351e-24
Sobic.001G064600,Sobic.001G154200,gbM,gbM,wgd,Same,gbM-gbM,0.513868,2.19377,0.23424,8.65837e-26
Sobic.001G064800,Sobic.001G154400,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.22147,3.56988,0.0620385,2.69421e-45
Sobic.001G065500,Sobic.002G036500,unM,unM,wgd,Same,unM-unM,0.439277,6.04058,0.0727209,2.19126e-15
Sobic.001G065600,Sobic.002G036000,unM,unM,wgd,Same,unM-unM,0.0363867,1.65964,0.0219245,5.41321e-79
Sobic.001G065700,Sobic.002G035900,gbM,gbM,wgd,Same,gbM-gbM,0.152305,1.43763,0.105942,4.1845e-30
Sobic.001G066100,Sobic.002G035500,unM,unM,wgd,Same,unM-unM,0.250266,4.38277,0.0571023,5.8854e-39
Sobic.001G066500,Sobic.002G034600,gbM,gbM,wgd,Same,gbM-gbM,0.201943,1.37626,0.146733,7.45774e-77
Sobic.001G067000,Sobic.002G033500,gbM,gbM,wgd,Same,gbM-gbM,0.378282,1.07434,0.352108,3.73339e-08
Sobic.001G067100,Sobic.002G033400,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0972382,1.50516,0.0646033,1.97179e-58
Sobic.001G067500,Sobic.002G031800,unM,unM,wgd,Same,unM-unM,0.235878,1.6685,0.141371,3.79994e-37
Sobic.001G068700,Sobic.002G030500,gbM,unM,wgd,Different,gbM-unM,0.205241,3.85705,0.0532119,8.3877e-53
Sobic.001G071000,Sobic.002G029400,unM,unM,wgd,Same,unM-unM,0.272832,2.61781,0.104222,5.83391e-33
Sobic.001G071600,Sobic.002G029100,gbM,gbM,wgd,Same,gbM-gbM,0.434305,1.27355,0.34102,7.27169e-29
Sobic.001G071700,Sobic.002G029000,unM,unM,wgd,Same,unM-unM,0.238754,2.08813,0.114339,1.73733e-52
Sobic.001G072000,Sobic.002G028700,gbM,gbM,wgd,Same,gbM-gbM,0.0209338,1.02131,0.0204971,9.10156e-128
Sobic.001G074800,Sobic.002G025700,unM,unM,wgd,Same,unM-unM,0.355973,4.60337,0.0773288,9.99224e-86
Sobic.001G075101,Sobic.002G023900,unM,unM,wgd,Same,unM-unM,0.184747,3.73638,0.0494455,1.93097e-51
Sobic.001G075700,Sobic.002G022600,unM,unM,wgd,Same,unM-unM,0.222374,4.17132,0.0533103,2.19518e-75
Sobic.001G076700,Sobic.002G020500,unM,unM,wgd,Same,unM-unM,0.231256,2.01544,0.114742,7.07746e-84
Sobic.001G118900,Sobic.001G431900,unM,unM,wgd,Same,unM-unM,0.422021,3.42856,0.12309,5.11268e-40
Sobic.001G119800,Sobic.001G430700,gbM,unM,wgd,Different,gbM-unM,0.576094,3.02861,0.190217,1.40737e-49
Sobic.001G121700,Sobic.001G429700,unM,unM,wgd,Same,unM-unM,0.358146,3.6713,0.097553,2.3459e-36
Sobic.001G121900,Sobic.001G429500,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.328926,2.83534,0.11601,1.42043e-60
Sobic.001G122832,Sobic.001G429300,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.193737,2.00613,0.0965722,9.94886e-59
Sobic.001G131100,Sobic.008G191400,unM,unM,wgd,Same,unM-unM,0.182059,1.20969,0.150501,1.45025e-65
Sobic.001G131400,Sobic.008G190900,unM,unM,wgd,Same,unM-unM,0.169472,2.55352,0.0663681,7.03278e-25
Sobic.001G132400,Sobic.008G190500,gbM,gbM,wgd,Same,gbM-gbM,0.0253546,1.03534,0.0244892,8.86624e-194
Sobic.001G133900,Sobic.008G190200,unM,unM,wgd,Same,unM-unM,0.248401,3.81724,0.0650733,0
Sobic.001G134400,Sobic.008G189800,gbM,unM,wgd,Different,gbM-unM,0.495635,2.17302,0.228086,5.44109e-09
Sobic.001G136300,Sobic.008G189600,unM,unM,wgd,Same,unM-unM,0.247438,4.13752,0.0598035,8.55374e-81
Sobic.001G136900,Sobic.008G189300,unM,unM,wgd,Same,unM-unM,0.0436206,1.04581,0.0417099,1.41084e-30
Sobic.001G137100,Sobic.008G188900,gbM,unM,wgd,Different,gbM-unM,0.157327,1.43228,0.109843,9.15932e-66
Sobic.001G138800,Sobic.008G187800,unM,unM,wgd,Same,unM-unM,0.334096,1.57545,0.212064,2.53834e-12
Sobic.001G139300,Sobic.008G187400,unM,unM,wgd,Same,unM-unM,0.446612,3.57421,0.124954,8.74279e-49
Sobic.001G139700,Sobic.008G187300,unM,unM,wgd,Same,unM-unM,0.425814,3.4518,0.12336,2.85375e-15
Sobic.001G140000,Sobic.008G187100,gbM,gbM,wgd,Same,gbM-gbM,0.143461,1.1771,0.121877,1.0586e-82
Sobic.001G140400,Sobic.008G186800,unM,unM,wgd,Same,unM-unM,0.344712,2.06331,0.167068,1.28662e-11
Sobic.001G148400,Sobic.008G179200,unM,unM,wgd,Same,unM-unM,0.235166,4.22408,0.0556728,5.50558e-78
Sobic.001G148600,Sobic.008G178901,unM,unM,wgd,Same,unM-unM,0.463765,2.95737,0.156817,6.66207e-22
Sobic.001G148900,Sobic.008G178800,gbM,gbM,wgd,Same,gbM-gbM,0.0323622,1.09273,0.029616,3.57099e-139
Sobic.001G152100,Sobic.008G176900,gbM,unM,wgd,Different,gbM-unM,0.469609,2.77915,0.168976,6.76869e-44
Sobic.001G153200,Sobic.008G175900,gbM,gbM,wgd,Same,gbM-gbM,0.174047,0.97322,0.178836,5.18536e-62
Sobic.001G153400,Sobic.008G175800,gbM,gbM,wgd,Same,gbM-gbM,0.536554,0.848896,0.632061,0.000906619
Sobic.001G154100,Sobic.001G064500,gbM,unM,wgd,Different,gbM-unM,0.0861069,1.93094,0.0445933,7.64313e-75
Sobic.001G154200,Sobic.008G174900,gbM,gbM,wgd,Same,gbM-gbM,0.276875,2.05096,0.134998,6.27546e-30
Sobic.001G154300,Sobic.008G174800,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.143541,3.84372,0.0373444,6.001e-97
Sobic.001G154500,Sobic.008G174650,gbM,gbM,wgd,Same,gbM-gbM,0.334679,1.10452,0.30301,7.11623e-14
Sobic.001G154900,Sobic.008G173900,gbM,gbM,wgd,Same,gbM-gbM,0.0404543,0.702441,0.057591,2.06757e-145
Sobic.001G155100,Sobic.008G173700,unM,unM,wgd,Same,unM-unM,0.166709,3.92704,0.0424515,0
Sobic.001G155400,Sobic.008G173400,gbM,gbM,wgd,Same,gbM-gbM,0.167489,0.711638,0.235357,6.16429e-34
Sobic.001G155500,Sobic.008G173000,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0491631,1.41678,0.0347005,1.10656e-83
Sobic.001G155900,Sobic.008G172800,unM,unM,wgd,Same,unM-unM,0.505794,3.76214,0.134443,2.76053e-23
Sobic.001G156200,Sobic.008G172000,unM,unM,wgd,Same,unM-unM,0.235989,3.0501,0.0773709,6.96429e-35
Sobic.001G157200,Sobic.008G168500,unM,unM,wgd,Same,unM-unM,0.130294,3.91928,0.0332442,2.29713e-105
Sobic.001G158500,Sobic.008G165000,gbM,gbM,wgd,Same,gbM-gbM,0.147348,1.13244,0.130115,5.01422e-18
Sobic.001G158900,Sobic.008G163700,unM,unM,wgd,Same,unM-unM,0.321882,3.27956,0.0981479,7.03743e-40
Sobic.001G159400,Sobic.008G161000,gbM,gbM,wgd,Same,gbM-gbM,0.0922581,1.28571,0.0717567,1.298e-57
Sobic.001G159500,Sobic.008G160500,gbM,gbM,wgd,Same,gbM-gbM,0.840103,2.15999,0.388938,8.8997e-10
Sobic.001G159800,Sobic.008G160400,gbM,gbM,wgd,Same,gbM-gbM,0.24049,0.980179,0.245354,2.61924e-82
Sobic.001G160000,Sobic.008G159901,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.137389,0.80085,0.171554,2.00868e-52
Sobic.001G160100,Sobic.008G159601,unM,unM,wgd,Same,unM-unM,0.3089,2.07538,0.14884,5.81381e-32
Sobic.001G160200,Sobic.008G159400,unM,unM,wgd,Same,unM-unM,0.104515,3.46326,0.0301782,5.67279e-67
Sobic.001G161200,Sobic.008G158100,unM,unM,wgd,Same,unM-unM,0.114685,2.18989,0.0523703,1.59772e-68
Sobic.001G161601,Sobic.008G156900,unM,unM,wgd,Same,unM-unM,0.18077,2.11001,0.0856726,6.77438e-29
Sobic.001G161900,Sobic.008G156200,gbM,gbM,wgd,Same,gbM-gbM,0.31876,0.703839,0.452888,5.05654e-11
Sobic.001G162100,Sobic.008G153600,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.190352,1.39247,0.136701,2.00574e-38
