Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Sobic.001G064600,gbM,Sobic.001G154200,gbM,wgd,Same,gbM-gbM
Sobic.001G035500,gbM,Sobic.001G414900,gbM,wgd,Same,gbM-gbM
Sobic.001G034400,unM,Sobic.001G418600,unM,wgd,Same,unM-unM
Sobic.001G034300,unM,Sobic.001G420300,unM,wgd,Same,unM-unM
Sobic.001G033200,gbM,Sobic.001G421900,gbM,wgd,Same,gbM-gbM
Sobic.001G121900,Unclassified,Sobic.001G429500,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Sobic.001G121700,unM,Sobic.001G429700,unM,wgd,Same,unM-unM
Sobic.001G118900,unM,Sobic.001G431900,unM,wgd,Same,unM-unM
Sobic.001G264500,unM,Sobic.001G438100,unM,wgd,Same,unM-unM
Sobic.001G267100,unM,Sobic.001G439000,unM,wgd,Same,unM-unM
Sobic.001G267600,unM,Sobic.001G439100,unM,wgd,Same,unM-unM
Sobic.001G267800,unM,Sobic.001G439200,unM,wgd,Same,unM-unM
Sobic.001G272900,unM,Sobic.001G441100,unM,wgd,Same,unM-unM
Sobic.001G274600,unM,Sobic.001G443100,unM,wgd,Same,unM-unM
Sobic.001G277000,unM,Sobic.001G444500,unM,wgd,Same,unM-unM
Sobic.001G277900,gbM,Sobic.001G445100,gbM,wgd,Same,gbM-gbM
Sobic.001G278100,unM,Sobic.001G445400,unM,wgd,Same,unM-unM
Sobic.001G278700,gbM,Sobic.001G447200,gbM,wgd,Same,gbM-gbM
Sobic.001G278800,unM,Sobic.001G447400,unM,wgd,Same,unM-unM
Sobic.001G254000,unM,Sobic.001G488700,unM,wgd,Same,unM-unM
Sobic.001G253700,gbM,Sobic.001G489300,gbM,wgd,Same,gbM-gbM
Sobic.001G252800,unM,Sobic.001G489900,unM,wgd,Same,unM-unM
Sobic.001G251700,gbM,Sobic.001G492300,gbM,wgd,Same,gbM-gbM
Sobic.001G251500,unM,Sobic.001G492900,unM,wgd,Same,unM-unM
Sobic.001G251100,gbM,Sobic.001G493200,gbM,wgd,Same,gbM-gbM
Sobic.001G249100,unM,Sobic.001G494400,unM,wgd,Same,unM-unM
Sobic.001G248500,gbM,Sobic.001G495200,gbM,wgd,Same,gbM-gbM
Sobic.001G247700,unM,Sobic.001G495500,unM,wgd,Same,unM-unM
Sobic.001G247400,unM,Sobic.001G495600,unM,wgd,Same,unM-unM
Sobic.001G244400,unM,Sobic.001G496700,unM,wgd,Same,unM-unM
Sobic.001G244500,unM,Sobic.001G496800,unM,wgd,Same,unM-unM
Sobic.001G241200,gbM,Sobic.001G497300,gbM,wgd,Same,gbM-gbM
Sobic.001G240800,unM,Sobic.001G498000,unM,wgd,Same,unM-unM
Sobic.001G237800,unM,Sobic.001G499701,unM,wgd,Same,unM-unM
Sobic.001G237700,gbM,Sobic.001G500300,gbM,wgd,Same,gbM-gbM
Sobic.001G237300,unM,Sobic.001G501100,unM,wgd,Same,unM-unM
Sobic.001G236300,gbM,Sobic.001G501300,gbM,wgd,Same,gbM-gbM
Sobic.001G235000,gbM,Sobic.001G501900,gbM,wgd,Same,gbM-gbM
Sobic.001G234900,unM,Sobic.001G502000,unM,wgd,Same,unM-unM
Sobic.001G234800,unM,Sobic.001G502100,unM,wgd,Same,unM-unM
Sobic.001G233400,unM,Sobic.001G504000,unM,wgd,Same,unM-unM
Sobic.001G230700,unM,Sobic.001G505300,unM,wgd,Same,unM-unM
Sobic.001G229200,unM,Sobic.001G506066,unM,wgd,Same,unM-unM
Sobic.001G226800,unM,Sobic.001G508466,unM,wgd,Same,unM-unM
Sobic.001G226600,unM,Sobic.001G508800,unM,wgd,Same,unM-unM
Sobic.001G225700,unM,Sobic.001G510800,unM,wgd,Same,unM-unM
Sobic.001G223200,unM,Sobic.001G511000,unM,wgd,Same,unM-unM
Sobic.001G222800,unM,Sobic.001G511100,unM,wgd,Same,unM-unM
Sobic.001G222300,unM,Sobic.001G512000,unM,wgd,Same,unM-unM
Sobic.001G309500,gbM,Sobic.001G512600,gbM,wgd,Same,gbM-gbM
Sobic.001G311000,unM,Sobic.001G516500,unM,wgd,Same,unM-unM
Sobic.001G311100,gbM,Sobic.001G517500,gbM,wgd,Same,gbM-gbM
Sobic.001G316900,unM,Sobic.001G522500,unM,wgd,Same,unM-unM
Sobic.001G316800,unM,Sobic.001G522700,unM,wgd,Same,unM-unM
Sobic.001G316400,unM,Sobic.001G523300,unM,wgd,Same,unM-unM
Sobic.001G316000,unM,Sobic.001G524200,unM,wgd,Same,unM-unM
Sobic.001G314900,unM,Sobic.001G525900,unM,wgd,Same,unM-unM
Sobic.001G314700,unM,Sobic.001G526100,unM,wgd,Same,unM-unM
Sobic.001G314400,unM,Sobic.001G526800,unM,wgd,Same,unM-unM
Sobic.001G314300,unM,Sobic.001G526900,unM,wgd,Same,unM-unM
Sobic.001G314000,unM,Sobic.001G528100,unM,wgd,Same,unM-unM
Sobic.001G313800,unM,Sobic.001G528200,unM,wgd,Same,unM-unM
Sobic.001G313600,unM,Sobic.001G528300,unM,wgd,Same,unM-unM
Sobic.001G313500,gbM,Sobic.001G528400,gbM,wgd,Same,gbM-gbM
Sobic.001G320300,unM,Sobic.001G530300,unM,wgd,Same,unM-unM
Sobic.001G320500,unM,Sobic.001G531000,unM,wgd,Same,unM-unM
Sobic.001G321200,unM,Sobic.001G531700,unM,wgd,Same,unM-unM
Sobic.001G321800,unM,Sobic.001G532200,unM,wgd,Same,unM-unM
Sobic.001G322100,unM,Sobic.001G532300,unM,wgd,Same,unM-unM
Sobic.001G322300,Unclassified,Sobic.001G532400,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Sobic.001G192700,gbM,Sobic.001G533400,gbM,wgd,Same,gbM-gbM
Sobic.001G192800,unM,Sobic.001G533600,unM,wgd,Same,unM-unM
Sobic.001G193000,gbM,Sobic.001G533700,gbM,wgd,Same,gbM-gbM
Sobic.001G194600,unM,Sobic.001G534300,unM,wgd,Same,unM-unM
Sobic.001G196500,gbM,Sobic.001G534700,gbM,wgd,Same,gbM-gbM
Sobic.001G309000,unM,Sobic.001G538000,unM,wgd,Same,unM-unM
Sobic.001G308800,unM,Sobic.001G538600,unM,wgd,Same,unM-unM
Sobic.001G308300,unM,Sobic.001G538866,unM,wgd,Same,unM-unM
Sobic.001G308000,gbM,Sobic.001G539016,gbM,wgd,Same,gbM-gbM
Sobic.001G307700,unM,Sobic.001G539200,unM,wgd,Same,unM-unM
Sobic.001G305600,gbM,Sobic.001G540100,gbM,wgd,Same,gbM-gbM
Sobic.001G305500,gbM,Sobic.001G540300,gbM,wgd,Same,gbM-gbM
Sobic.001G304800,gbM,Sobic.001G540700,gbM,wgd,Same,gbM-gbM
Sobic.001G303300,unM,Sobic.001G541601,unM,wgd,Same,unM-unM
Sobic.001G302800,unM,Sobic.001G541900,unM,wgd,Same,unM-unM
Sobic.001G300400,unM,Sobic.001G542100,unM,wgd,Same,unM-unM
Sobic.001G299700,gbM,Sobic.001G542400,gbM,wgd,Same,gbM-gbM
Sobic.001G299100,unM,Sobic.001G542600,unM,wgd,Same,unM-unM
Sobic.001G076700,unM,Sobic.002G020500,unM,wgd,Same,unM-unM
Sobic.001G075700,unM,Sobic.002G022600,unM,wgd,Same,unM-unM
Sobic.001G075101,unM,Sobic.002G023900,unM,wgd,Same,unM-unM
Sobic.001G074800,unM,Sobic.002G025700,unM,wgd,Same,unM-unM
Sobic.001G072000,gbM,Sobic.002G028700,gbM,wgd,Same,gbM-gbM
Sobic.001G071700,unM,Sobic.002G029000,unM,wgd,Same,unM-unM
Sobic.001G071600,gbM,Sobic.002G029100,gbM,wgd,Same,gbM-gbM
Sobic.001G071000,unM,Sobic.002G029400,unM,wgd,Same,unM-unM
Sobic.001G067500,unM,Sobic.002G031800,unM,wgd,Same,unM-unM
Sobic.001G067000,gbM,Sobic.002G033500,gbM,wgd,Same,gbM-gbM
Sobic.001G066500,gbM,Sobic.002G034600,gbM,wgd,Same,gbM-gbM
Sobic.001G066100,unM,Sobic.002G035500,unM,wgd,Same,unM-unM
Sobic.001G065700,gbM,Sobic.002G035900,gbM,wgd,Same,gbM-gbM
Sobic.001G065600,unM,Sobic.002G036000,unM,wgd,Same,unM-unM
Sobic.001G065500,unM,Sobic.002G036500,unM,wgd,Same,unM-unM
Sobic.001G063900,unM,Sobic.002G038733,unM,wgd,Same,unM-unM
Sobic.001G063400,unM,Sobic.002G040600,unM,wgd,Same,unM-unM
Sobic.001G061700,gbM,Sobic.002G045400,gbM,wgd,Same,gbM-gbM
Sobic.001G060500,gbM,Sobic.002G047000,gbM,wgd,Same,gbM-gbM
Sobic.001G058600,gbM,Sobic.002G048700,gbM,wgd,Same,gbM-gbM
Sobic.001G059500,unM,Sobic.002G049400,unM,wgd,Same,unM-unM
Sobic.001G059600,unM,Sobic.002G050100,unM,wgd,Same,unM-unM
Sobic.001G059500,unM,Sobic.002G050400,unM,wgd,Same,unM-unM
Sobic.001G059900,gbM,Sobic.002G050500,gbM,wgd,Same,gbM-gbM
Sobic.001G058300,unM,Sobic.002G050900,unM,wgd,Same,unM-unM
Sobic.001G057700,gbM,Sobic.002G051900,gbM,wgd,Same,gbM-gbM
Sobic.001G057300,unM,Sobic.002G054000,unM,wgd,Same,unM-unM
Sobic.001G057200,gbM,Sobic.002G054400,gbM,wgd,Same,gbM-gbM
Sobic.001G056100,unM,Sobic.002G055900,unM,wgd,Same,unM-unM
Sobic.001G054800,unM,Sobic.002G056300,unM,wgd,Same,unM-unM
Sobic.001G054700,gbM,Sobic.002G056900,gbM,wgd,Same,gbM-gbM
Sobic.001G054300,unM,Sobic.002G057600,unM,wgd,Same,unM-unM
Sobic.001G052800,gbM,Sobic.002G064900,gbM,wgd,Same,gbM-gbM
Sobic.001G052300,unM,Sobic.002G066300,unM,wgd,Same,unM-unM
Sobic.001G051600,unM,Sobic.002G067000,unM,wgd,Same,unM-unM
Sobic.001G051400,gbM,Sobic.002G068100,gbM,wgd,Same,gbM-gbM
Sobic.001G051200,gbM,Sobic.002G068300,gbM,wgd,Same,gbM-gbM
Sobic.001G050900,unM,Sobic.002G068600,unM,wgd,Same,unM-unM
Sobic.001G050500,Unclassified,Sobic.002G069000,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Sobic.001G050300,unM,Sobic.002G070200,unM,wgd,Same,unM-unM
Sobic.001G050200,gbM,Sobic.002G070300,gbM,wgd,Same,gbM-gbM
Sobic.001G049700,unM,Sobic.002G070800,unM,wgd,Same,unM-unM
Sobic.001G049500,gbM,Sobic.002G071000,gbM,wgd,Same,gbM-gbM
Sobic.001G048000,unM,Sobic.002G072100,unM,wgd,Same,unM-unM
Sobic.001G045700,gbM,Sobic.002G075500,gbM,wgd,Same,gbM-gbM
Sobic.001G044800,unM,Sobic.002G075800,unM,wgd,Same,unM-unM
Sobic.001G044500,gbM,Sobic.002G076000,gbM,wgd,Same,gbM-gbM
Sobic.001G040800,gbM,Sobic.002G078400,gbM,wgd,Same,gbM-gbM
Sobic.001G035400,gbM,Sobic.002G084300,gbM,wgd,Same,gbM-gbM
Sobic.001G030500,unM,Sobic.002G088000,unM,wgd,Same,unM-unM
Sobic.001G028400,gbM,Sobic.002G088700,gbM,wgd,Same,gbM-gbM
Sobic.001G026900,gbM,Sobic.002G090200,gbM,wgd,Same,gbM-gbM
Sobic.001G026800,gbM,Sobic.002G090400,gbM,wgd,Same,gbM-gbM
Sobic.001G022200,unM,Sobic.002G092600,unM,wgd,Same,unM-unM
Sobic.001G021500,gbM,Sobic.002G094600,gbM,wgd,Same,gbM-gbM
Sobic.001G020700,unM,Sobic.002G095200,unM,wgd,Same,unM-unM
Sobic.001G323600,unM,Sobic.002G353900,unM,wgd,Same,unM-unM
Sobic.001G325700,gbM,Sobic.002G356200,gbM,wgd,Same,gbM-gbM
Sobic.001G326200,unM,Sobic.002G356500,unM,wgd,Same,unM-unM
Sobic.001G327700,gbM,Sobic.002G357900,gbM,wgd,Same,gbM-gbM
Sobic.001G329600,unM,Sobic.002G360000,unM,wgd,Same,unM-unM
Sobic.001G331100,unM,Sobic.002G360500,unM,wgd,Same,unM-unM
Sobic.001G331200,unM,Sobic.002G361500,unM,wgd,Same,unM-unM
Sobic.001G333300,gbM,Sobic.002G363600,gbM,wgd,Same,gbM-gbM
Sobic.001G334900,unM,Sobic.002G366000,unM,wgd,Same,unM-unM
Sobic.001G335500,gbM,Sobic.002G367200,gbM,wgd,Same,gbM-gbM
Sobic.001G335800,gbM,Sobic.002G367300,gbM,wgd,Same,gbM-gbM
Sobic.001G336200,unM,Sobic.002G367600,unM,wgd,Same,unM-unM
Sobic.001G336700,unM,Sobic.002G368300,unM,wgd,Same,unM-unM
Sobic.001G337100,unM,Sobic.002G368400,unM,wgd,Same,unM-unM
Sobic.001G339400,unM,Sobic.002G370100,unM,wgd,Same,unM-unM
Sobic.001G484000,unM,Sobic.002G372200,unM,wgd,Same,unM-unM
Sobic.001G483600,unM,Sobic.002G372800,unM,wgd,Same,unM-unM
Sobic.001G341600,unM,Sobic.002G372800,unM,wgd,Same,unM-unM
Sobic.001G483100,Unclassified,Sobic.002G373300,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Sobic.001G341800,gbM,Sobic.002G373600,gbM,wgd,Same,gbM-gbM
Sobic.001G342000,unM,Sobic.002G373700,unM,wgd,Same,unM-unM
Sobic.001G482200,gbM,Sobic.002G374300,gbM,wgd,Same,gbM-gbM
Sobic.001G344300,unM,Sobic.002G374500,unM,wgd,Same,unM-unM
Sobic.001G344400,gbM,Sobic.002G374600,gbM,wgd,Same,gbM-gbM
Sobic.001G344450,Unclassified,Sobic.002G374900,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Sobic.001G480800,gbM,Sobic.002G376100,gbM,wgd,Same,gbM-gbM
Sobic.001G347400,gbM,Sobic.002G376400,gbM,wgd,Same,gbM-gbM
Sobic.001G347600,unM,Sobic.002G376600,unM,wgd,Same,unM-unM
Sobic.001G348600,unM,Sobic.002G377600,unM,wgd,Same,unM-unM
Sobic.001G351600,unM,Sobic.002G379800,unM,wgd,Same,unM-unM
Sobic.001G351700,gbM,Sobic.002G380200,gbM,wgd,Same,gbM-gbM
Sobic.001G353300,unM,Sobic.002G381400,unM,wgd,Same,unM-unM
Sobic.001G353501,unM,Sobic.002G382100,unM,wgd,Same,unM-unM
Sobic.001G356000,unM,Sobic.002G385450,unM,wgd,Same,unM-unM
Sobic.001G357200,Unclassified,Sobic.002G386400,Unclassified,wgd,Undetermined,Unclassified-Unclassified
