"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Brapa"
"2","TEs","Genes",0.469463041132565,0,"Brapa"
"3","TE.nucleotidess","Genes",0.40473445431112,0,"Brapa"
"4","gbM","Genes",0.141501667988357,0,"Brapa"
"5","TE.like","Genes",NA,NA,"Brapa"
"6","Unmethylated","Genes",0.983877409567246,0,"Brapa"
"7","Unclassified","Genes",0.639158624661817,0,"Brapa"
"8","Genes","TEs",0.469463041132565,0,"Brapa"
"9","TEs","TEs",1,NA,"Brapa"
"10","TE.nucleotidess","TEs",0.943791932379353,0,"Brapa"
"11","gbM","TEs",0.117747678007359,0,"Brapa"
"12","TE.like","TEs",NA,NA,"Brapa"
"13","Unmethylated","TEs",0.446358483382961,0,"Brapa"
"14","Unclassified","TEs",0.325173940197812,0,"Brapa"
"15","Genes","TE.nucleotidess",0.40473445431112,0,"Brapa"
"16","TEs","TE.nucleotidess",0.943791932379353,0,"Brapa"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Brapa"
"18","gbM","TE.nucleotidess",0.103817476553729,0,"Brapa"
"19","TE.like","TE.nucleotidess",NA,NA,"Brapa"
"20","Unmethylated","TE.nucleotidess",0.38002430058959,0,"Brapa"
"21","Unclassified","TE.nucleotidess",0.286331399660613,0,"Brapa"
"22","Genes","gbM",0.141501667988357,0,"Brapa"
"23","TEs","gbM",0.117747678007359,0,"Brapa"
"24","TE.nucleotidess","gbM",0.103817476553729,0,"Brapa"
"25","gbM","gbM",1,NA,"Brapa"
"26","TE.like","gbM",NA,NA,"Brapa"
"27","Unmethylated","gbM",0.105762398723793,0,"Brapa"
"28","Unclassified","gbM",0.102915462734774,0,"Brapa"
"29","Genes","TE.like",NA,NA,"Brapa"
"30","TEs","TE.like",NA,NA,"Brapa"
"31","TE.nucleotidess","TE.like",NA,NA,"Brapa"
"32","gbM","TE.like",NA,NA,"Brapa"
"33","TE.like","TE.like",1,NA,"Brapa"
"34","Unmethylated","TE.like",NA,NA,"Brapa"
"35","Unclassified","TE.like",NA,NA,"Brapa"
"36","Genes","Unmethylated",0.983877409567246,0,"Brapa"
"37","TEs","Unmethylated",0.446358483382961,0,"Brapa"
"38","TE.nucleotidess","Unmethylated",0.38002430058959,0,"Brapa"
"39","gbM","Unmethylated",0.105762398723793,0,"Brapa"
"40","TE.like","Unmethylated",NA,NA,"Brapa"
"41","Unmethylated","Unmethylated",1,NA,"Brapa"
"42","Unclassified","Unmethylated",0.537276948937355,0,"Brapa"
"43","Genes","Unclassified",0.639158624661817,0,"Brapa"
"44","TEs","Unclassified",0.325173940197812,0,"Brapa"
"45","TE.nucleotidess","Unclassified",0.286331399660613,0,"Brapa"
"46","gbM","Unclassified",0.102915462734774,0,"Brapa"
"47","TE.like","Unclassified",NA,NA,"Brapa"
"48","Unmethylated","Unclassified",0.537276948937355,0,"Brapa"
"49","Unclassified","Unclassified",1,NA,"Brapa"
