Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Brara.A00006,Brara.F03915,unM,unM,wgd,Same,unM-unM,0.0473875,0.434082,0.109167,8.36242e-19
Brara.A00008,Brara.H01862,unM,unM,wgd,Same,unM-unM,0.0700688,0.371817,0.188449,3.61363e-27
Brara.A00012,Brara.I04666,unM,unM,wgd,Same,unM-unM,0.37896,3.66905,0.103286,3.10545e-23
Brara.A00013,Brara.H01843,unM,unM,wgd,Same,unM-unM,0.100361,0.283487,0.354023,1.23273e-08
Brara.A00015,Brara.F03899,unM,unM,wgd,Same,unM-unM,0.365368,1.78961,0.20416,6.71633e-07
Brara.A00016,Brara.F03898,unM,unM,wgd,Same,unM-unM,0.0178416,0.19073,0.0935435,5.8501e-06
Brara.A00016,Brara.I04658,unM,unM,wgd,Same,unM-unM,0.0951333,0.925433,0.102799,2.29812e-13
Brara.A00019,Brara.H01836,unM,unM,wgd,Same,unM-unM,0.118446,0.636371,0.186128,9.45173e-19
Brara.A00020,Brara.D01259,unM,unM,wgd,Same,unM-unM,0.174788,1.1384,0.153538,4.71892e-59
Brara.A00020,Brara.F03892,unM,unM,wgd,Same,unM-unM,0.142441,0.423526,0.336322,2.41017e-21
Brara.A00021,Brara.F03889,unM,unM,wgd,Same,unM-unM,0.00446839,0.236051,0.0189297,6.36313e-35
Brara.A00021,Brara.H01833,unM,unM,wgd,Same,unM-unM,0.00560411,0.260545,0.0215092,2.24778e-35
Brara.A00022,Brara.F03886,unM,unM,wgd,Same,unM-unM,0.0957786,0.414023,0.231337,5.40517e-20
Brara.A00024,Brara.I04649,unM,unM,wgd,Same,unM-unM,0.267572,1.99314,0.134246,9.08833e-58
Brara.A00025,Brara.H01827,unM,unM,wgd,Same,unM-unM,0.0624059,0.515505,0.121058,1.49283e-19
Brara.A00026,Brara.D01263,unM,unM,wgd,Same,unM-unM,0.059088,0.73158,0.0807677,2.80636e-65
Brara.A00027,Brara.D01264,unM,unM,wgd,Same,unM-unM,0.0999531,2.31836,0.0431137,4.63946e-62
Brara.A00027,Brara.H01824,unM,unM,wgd,Same,unM-unM,0.0435105,0.61373,0.0708952,6.31428e-41
Brara.A00028,Brara.H01822,unM,unM,wgd,Same,unM-unM,0.0717672,0.254697,0.281775,0.000179831
Brara.A00029,Brara.D01267,unM,unM,wgd,Same,unM-unM,0.0965242,2.16685,0.044546,5.35804e-147
