Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
ChrSy.fgenesh.gene.22,teM,ChrSy.fgenesh.gene.77,teM,wgd,Same,teM-teM
ChrSy.fgenesh.gene.2,teM,ChrSy.fgenesh.gene.79,teM,wgd,Same,teM-teM
ChrSy.fgenesh.gene.12,teM,ChrUn.fgenesh.gene.5,teM,wgd,Same,teM-teM
ChrSy.fgenesh.gene.48,teM,ChrUn.fgenesh.gene.51,teM,wgd,Same,teM-teM
LOC_Os01g26960,teM,ChrUn.fgenesh.gene.78,teM,wgd,Same,teM-teM
LOC_Os01g43870,gbM,LOC_Os01g47540,gbM,wgd,Same,gbM-gbM
LOC_Os01g43650,unM,LOC_Os01g47560,unM,wgd,Same,unM-unM
LOC_Os01g41050,unM,LOC_Os01g52130,unM,wgd,Same,unM-unM
LOC_Os01g41200,unM,LOC_Os01g52160,unM,wgd,Same,unM-unM
LOC_Os01g41550,unM,LOC_Os01g52190,unM,wgd,Same,unM-unM
LOC_Os01g41660,unM,LOC_Os01g52230,unM,wgd,Same,unM-unM
LOC_Os01g41710,unM,LOC_Os01g52240,unM,wgd,Same,unM-unM
LOC_Os01g48220,Unclassified,LOC_Os01g55050,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC_Os01g48290,unM,LOC_Os01g55340,unM,wgd,Same,unM-unM
LOC_Os01g48410,unM,LOC_Os01g55520,unM,wgd,Same,unM-unM
LOC_Os01g10370,unM,LOC_Os02g13710,unM,wgd,Same,unM-unM
LOC_Os01g11120,Unclassified,LOC_Os02g14760,Unclassified,wgd,Undetermined,Unclassified-Unclassified
LOC_Os01g11250,gbM,LOC_Os02g14840,gbM,wgd,Same,gbM-gbM
LOC_Os01g11460,unM,LOC_Os02g14990,unM,wgd,Same,unM-unM
LOC_Os01g11520,unM,LOC_Os02g15120,unM,wgd,Same,unM-unM
LOC_Os01g11580,gbM,LOC_Os02g15220,gbM,wgd,Same,gbM-gbM
LOC_Os12g24210,teM,LOC_Os02g16990,teM,wgd,Same,teM-teM
LOC_Os12g23350,teM,LOC_Os02g17440,teM,wgd,Same,teM-teM
LOC_Os12g22690,teM,LOC_Os02g17810,teM,wgd,Same,teM-teM
