,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,ChrSy.fgenesh.gene.10,wgd,teM,ChrSy.fgenesh.gene.77,0.752379,4.43931,0.169481,1.70688e-40
2,ChrSy.fgenesh.gene.12,wgd,teM,ChrUn.fgenesh.gene.5,0.375382,4.36377,0.0860225,6.71993e-88
3,ChrSy.fgenesh.gene.13,wgd,NA,ChrSy.fgenesh.gene.73,0.205039,1.24938,0.164113,1.06112e-27
4,ChrSy.fgenesh.gene.17,wgd,NA,ChrUn.fgenesh.gene.7,0.361195,4.88363,0.0739604,1.67091e-126
5,ChrSy.fgenesh.gene.2,wgd,teM,ChrSy.fgenesh.gene.79,0.750842,3.78295,0.198481,1.63329e-07
6,ChrSy.fgenesh.gene.22,wgd,teM,ChrSy.fgenesh.gene.77,0.719748,5.20577,0.13826,3.37702e-73
7,ChrSy.fgenesh.gene.31,wgd,teM,ChrSy.fgenesh.gene.55,0.645744,4.07733,0.158374,7.30015e-23
8,ChrSy.fgenesh.gene.34,wgd,NA,ChrSy.fgenesh.gene.87,0.24069,4.99051,0.0482296,2.86148e-251
9,ChrSy.fgenesh.gene.36,wgd,NA,ChrUn.fgenesh.gene.14,0.611236,3.38152,0.180758,1.4135e-17
10,ChrSy.fgenesh.gene.42,wgd,gbM,ChrUn.fgenesh.gene.26,0.0416834,0.126868,0.328557,1.37515e-11
11,ChrSy.fgenesh.gene.48,wgd,teM,ChrSy.fgenesh.gene.34,0.123854,1.23565,0.100234,8.26813e-146
12,ChrSy.fgenesh.gene.55,wgd,NA,ChrSy.fgenesh.gene.31,0.645744,4.07733,0.158374,7.30015e-23
13,ChrSy.fgenesh.gene.57,wgd,teM,ChrUn.fgenesh.gene.53,0.0198526,0.158237,0.125462,3.21777e-09
14,ChrSy.fgenesh.gene.64,wgd,NA,ChrSy.fgenesh.gene.10,0.799364,4.33649,0.184334,5.082e-23
15,ChrSy.fgenesh.gene.72,wgd,NA,ChrSy.fgenesh.gene.12,0.100241,0.385153,0.260262,2.0976e-20
16,ChrSy.fgenesh.gene.73,wgd,teM,ChrSy.fgenesh.gene.13,0.205039,1.24938,0.164113,1.06112e-27
17,ChrSy.fgenesh.gene.77,wgd,teM,ChrSy.fgenesh.gene.10,0.752379,4.43931,0.169481,1.70688e-40
