,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Bo00285s010,wgd,teM,Bo8g028640,0.270083,1.39053,0.19423,1.63103e-18
2,Bo00285s050,wgd,teM,Bo7g027960,0.437399,3.67817,0.118918,1.74933e-18
3,Bo00285s060,wgd,teM,Bo9g097120,0.256532,1.59471,0.160865,4.12893e-15
4,Bo00285s080,wgd,teM,Bo9g097130,0.468713,2.57196,0.182239,1.04755e-06
5,Bo00285s190,wgd,teM,Bo7g029100,0.32804,1.57538,0.208229,1.17279e-17
6,Bo00285s200,wgd,gbM,Bo9g084510,0.46266,1.03482,0.447092,0.00790896
7,Bo00285s210,wgd,teM,Bo8g028920,0.415749,3.28244,0.126658,3.8282e-05
8,Bo00285s220,wgd,Unmethylated,Bo7g082640,0.10294,0.333149,0.308993,2.37089e-07
9,Bo00285s240,wgd,gbM,Bo7g082650,0.028763,0.27657,0.103999,5.48463e-15
10,Bo00285s250,wgd,teM,Bo7g030450,0.289607,1.34543,0.215252,2.80022e-06
11,Bo00285s300,wgd,teM,Bo9g097560,0.143364,0.194235,0.738097,0.192812
12,Bo00285s310,wgd,Unmethylated,Bo7g082690,0.0453447,0.577508,0.0785178,2.36614e-17
13,Bo00285s340,wgd,Unmethylated,Bo7g082700,0.0334783,0.245762,0.136222,8.73504e-13
14,Bo00285s350,wgd,teM,Bo9g084320,0.376836,0.943514,0.399397,0.00881994
15,Bo00285s360,wgd,Unmethylated,Bo7g083780,0.0711531,0.35151,0.202421,0.000108177
16,Bo00285s380,wgd,Unclassified,Bo7g083810,0.0255814,0.246294,0.103865,4.98788e-26
17,Bo00285s390,wgd,Unmethylated,Bo7g083830,0.0871353,0.358336,0.243166,6.05122e-08
18,Bo00285s400,wgd,Unclassified,Bo7g083840,0.036105,0.253516,0.142417,2.06882e-18
19,Bo00285s410,wgd,Unmethylated,Bo7g083850,0.0428074,0.358266,0.119485,8.23713e-18
20,Bo00285s440,wgd,Unclassified,Bo7g083870,0.0309739,0.465722,0.0665072,3.96959e-38
21,Bo00285s450,wgd,Unmethylated,Bo7g083890,0.0694995,0.248925,0.279199,5.69611e-09
22,Bo00285s480,wgd,teM,Bo7g030620,0.272319,3.78706,0.0719078,2.30825e-38
23,Bo00285s490,wgd,teM,Bo7g030630,0.422083,3.27336,0.128945,2.69016e-13
24,Bo00285s500,wgd,NA,Bo9g084300,0.277428,0.617918,0.448973,3.99907e-05
25,Bo00285s520,wgd,teM,Bo9g083230,0.0790658,0.0568575,1.3906,0.312998
26,Bo00285s530,wgd,Unmethylated,Bo7g083910,0.114644,0.266508,0.43017,3.46354e-05
27,Bo00285s570,wgd,Unmethylated,Bo7g083930,0.0850306,0.402662,0.211171,2.76654e-32
28,Bo00285s630,wgd,Unclassified,Bo7g084010,0.0872995,0.350089,0.249364,4.95765e-21
29,Bo00285s650,wgd,Unclassified,Bo7g084050,0.0388554,0.414361,0.0937717,9.30695e-34
30,Bo00452s040,wgd,teM,Bo2g102210,0.0925377,0.19926,0.464406,0.104134
31,Bo00452s050,wgd,teM,Bo2g102230,0.62986,1.58991,0.39616,1.66983e-08
32,Bo00452s090,wgd,teM,Bo2g104430,0.251978,1.13799,0.221423,1.24019e-25
33,Bo00452s170,wgd,teM,Bo2g104670,0.579369,4.04551,0.143213,2.96018e-25
34,Bo00452s180,wgd,teM,Bo2g104700,0.872113,4.11199,0.21209,4.04572e-12
35,Bo00452s190,wgd,teM,Bo2g104720,0.363443,0.99381,0.365707,1.15668e-05
36,Bo00534s070,wgd,Unmethylated,Bo6g031600,0.117385,0.384994,0.3049,3.80881e-09
37,Bo00534s150,wgd,Unmethylated,Bo6g031520,0.0487913,0.331511,0.147179,1.93067e-31
38,Bo00534s160,wgd,Unclassified,Bo6g031510,0.016348,0.346021,0.0472457,5.74552e-62
39,Bo00534s170,wgd,Unmethylated,Bo6g031500,0.114706,0.241803,0.474376,0.0017685
40,Bo00534s210,wgd,Unmethylated,Bo6g031470,0.114404,0.237423,0.481855,0.0629532
41,Bo00534s230,wgd,Unmethylated,Bo6g031430,0.0566321,0.424949,0.133268,1.00154e-61
42,Bo00576s010,wgd,Unclassified,Bo8g082850,0.0235808,0.15997,0.147408,8.46635e-08
43,Bo00576s040,wgd,teM,Bo6g067380,0.130654,0.66878,0.195362,7.15999e-13
44,Bo00576s070,wgd,Unclassified,Bo6g067500,0.127938,0.303844,0.421065,0.000301981
45,Bo00576s110,wgd,Unclassified,Bo8g082900,0.00621679,0.281273,0.0221023,7.5885e-22
46,Bo00576s120,wgd,Unclassified,Bo8g082920,0.0962522,0.266278,0.361473,1.17035e-13
47,Bo00576s130,wgd,Unclassified,Bo8g082930,0.213148,0.421661,0.505495,3.20908e-06
48,Bo00576s170,wgd,Unmethylated,Bo6g067580,0.111908,0.267714,0.418013,0.00440299
49,Bo00576s180,wgd,Unclassified,Bo6g067590,0.0179881,0.215244,0.0835707,1.21063e-12
50,Bo00578s040,wgd,Unmethylated,Bo6g062100,0.108573,0.204625,0.530597,0.0197821
51,Bo00578s060,wgd,Unmethylated,Bo6g062110,0.160301,0.353032,0.45407,3.66499e-06
52,Bo00578s080,wgd,teM,Bo6g062150,0.710003,0.813992,0.872248,0.838741
53,Bo00578s090,wgd,Unmethylated,Bo6g062160,0.0913214,0.211362,0.432061,0.00020518
54,Bo00578s140,wgd,Unmethylated,Bo6g062180,0.0618396,0.508661,0.121573,6.99984e-07
55,Bo00578s180,wgd,Unclassified,Bo6g062190,0.0516522,0.417404,0.123746,3.07198e-16
56,Bo00578s190,wgd,gbM,Bo6g062200,0.0322089,0.27514,0.117064,1.74761e-76
57,Bo00615s010,wgd,Unmethylated,Bo3g099170,0.0473245,0.532025,0.0889515,3.58396e-46
58,Bo00615s020,wgd,Unmethylated,Bo3g099220,0.122915,0.148874,0.825632,0.473633
59,Bo00615s030,wgd,Unmethylated,Bo9g018690,0.106625,0.229273,0.465057,0.0074901
60,Bo00615s060,wgd,Unmethylated,Bo9g018660,0.0591863,0.41323,0.143228,1.04012e-31
61,Bo00615s080,wgd,Unmethylated,Bo3g099300,0.112794,0.287928,0.391743,0.00316415
