Feature	Duplication
Eucgr.A00003	dispersed
Eucgr.E00085	dispersed
Eucgr.A00039	dispersed
Eucgr.B03613	dispersed
Eucgr.C02476	dispersed
Eucgr.H00681	dispersed
Eucgr.A00047	dispersed
Eucgr.A00901	dispersed
Eucgr.A00957	dispersed
Eucgr.A01387	dispersed
Eucgr.A01677	dispersed
Eucgr.B01060	dispersed
Eucgr.B01520	dispersed
Eucgr.C02166	dispersed
Eucgr.E01520	dispersed
Eucgr.E03477	dispersed
Eucgr.E03636	dispersed
Eucgr.H00233	dispersed
Eucgr.H02671	dispersed
Eucgr.J01886	dispersed
Eucgr.K02370	dispersed
Eucgr.L00016	dispersed
Eucgr.L01799	dispersed
Eucgr.L02007	dispersed
Eucgr.L02287	dispersed
Eucgr.L02571	dispersed
Eucgr.A00084	dispersed
Eucgr.G02917	dispersed
Eucgr.A00092	dispersed
Eucgr.A00283	dispersed
Eucgr.H01866	dispersed
Eucgr.L00050	dispersed
Eucgr.A00096	dispersed
Eucgr.H00367	dispersed
Eucgr.A00097	dispersed
Eucgr.H00366	dispersed
Eucgr.A00119	dispersed
Eucgr.L00935	dispersed
Eucgr.A00144	dispersed
Eucgr.L02762	dispersed
Eucgr.A00169	dispersed
Eucgr.J01309	dispersed
Eucgr.A00191	dispersed
Eucgr.K03130	dispersed
Eucgr.A00197	dispersed
Eucgr.A02611	dispersed
Eucgr.A00199	dispersed
Eucgr.B01664	dispersed
Eucgr.L02809	dispersed
Eucgr.A00215	dispersed
Eucgr.H00498	dispersed
Eucgr.H00732	dispersed
Eucgr.A00241	dispersed
Eucgr.H02812	dispersed
Eucgr.H02993	dispersed
Eucgr.A00254	dispersed
Eucgr.H00419	dispersed
Eucgr.A00264	dispersed
Eucgr.F01309	dispersed
Eucgr.A00286	dispersed
Eucgr.B02749	dispersed
Eucgr.A00291	dispersed
Eucgr.E01044	dispersed
Eucgr.A00308	dispersed
Eucgr.C01071	dispersed
Eucgr.A00312	dispersed
Eucgr.C01081	dispersed
Eucgr.A00321	dispersed
Eucgr.A00412	dispersed
Eucgr.A00378	dispersed
Eucgr.J00465	dispersed
Eucgr.A00380	dispersed
Eucgr.D00342	dispersed
Eucgr.A00393	dispersed
Eucgr.G00035	dispersed
Eucgr.A00410	dispersed
Eucgr.C03232	dispersed
Eucgr.A00414	dispersed
Eucgr.G00289	dispersed
Eucgr.K03067	dispersed
Eucgr.A00429	dispersed
Eucgr.L02782	dispersed
Eucgr.A00431	dispersed
Eucgr.B01444	dispersed
Eucgr.A00434	dispersed
Eucgr.L02500	dispersed
Eucgr.A00457	dispersed
Eucgr.E03495	dispersed
Eucgr.A00463	dispersed
Eucgr.E03482	dispersed
Eucgr.A00489	dispersed
Eucgr.I00671	dispersed
Eucgr.A00497	dispersed
Eucgr.G01894	dispersed
Eucgr.A00502	dispersed
Eucgr.B02256	dispersed
Eucgr.J01913	dispersed
Eucgr.A00505	dispersed
Eucgr.D00636	dispersed
Eucgr.J01918	dispersed
Eucgr.A00506	dispersed
Eucgr.J02535	dispersed
Eucgr.A00508	dispersed
Eucgr.D00643	dispersed
Eucgr.A00509	dispersed
Eucgr.E03349	dispersed
Eucgr.J00233	dispersed
Eucgr.A00510	dispersed
Eucgr.E03354	dispersed
Eucgr.K02989	dispersed
Eucgr.A00514	dispersed
Eucgr.F03758	dispersed
Eucgr.G01769	dispersed
Eucgr.A00520	dispersed
Eucgr.E01205	dispersed
Eucgr.A00522	dispersed
Eucgr.B02248	dispersed
Eucgr.A00526	dispersed
Eucgr.J00200	dispersed
Eucgr.A00527	dispersed
Eucgr.J00199	dispersed
Eucgr.A00550	dispersed
Eucgr.I00627	dispersed
Eucgr.A00557	dispersed
Eucgr.B03194	dispersed
Eucgr.A00596	dispersed
Eucgr.I00038	dispersed
Eucgr.A00599	dispersed
Eucgr.J01905	dispersed
Eucgr.A00600	dispersed
Eucgr.D01707	dispersed
Eucgr.A00623	dispersed
Eucgr.G03101	dispersed
Eucgr.A00633	dispersed
Eucgr.J02070	dispersed
Eucgr.A00636	dispersed
Eucgr.J00156	dispersed
Eucgr.A00686	dispersed
Eucgr.G03122	dispersed
Eucgr.A00708	dispersed
Eucgr.A00733	dispersed
Eucgr.A00711	dispersed
Eucgr.C00357	dispersed
Eucgr.C01944	dispersed
Eucgr.C02590	dispersed
Eucgr.J03116	dispersed
Eucgr.A00714	dispersed
Eucgr.J01843	dispersed
Eucgr.A00720	dispersed
Eucgr.D00414	dispersed
Eucgr.A00726	dispersed
Eucgr.G03140	dispersed
Eucgr.A00727	dispersed
Eucgr.G03139	dispersed
Eucgr.A00728	dispersed
Eucgr.A02490	dispersed
Eucgr.A02772	dispersed
Eucgr.C00734	dispersed
Eucgr.L02010	dispersed
Eucgr.A00781	dispersed
Eucgr.C00361	dispersed
Eucgr.A00783	dispersed
Eucgr.K01294	dispersed
Eucgr.A00801	dispersed
Eucgr.C01242	dispersed
Eucgr.L01285	dispersed
Eucgr.A00807	dispersed
Eucgr.I02779	dispersed
Eucgr.A00808	dispersed
Eucgr.K01300	dispersed
Eucgr.A00860	dispersed
Eucgr.G03173	dispersed
Eucgr.A00861	dispersed
Eucgr.E03533	dispersed
Eucgr.A00866	dispersed
Eucgr.H03071	dispersed
Eucgr.A00872	dispersed
Eucgr.K00166	dispersed
Eucgr.K00991	dispersed
Eucgr.A00875	dispersed
Eucgr.K00136	dispersed
Eucgr.L00808	dispersed
Eucgr.D00391	dispersed
Eucgr.H02341	dispersed
Eucgr.H02949	dispersed
Eucgr.A00912	dispersed
Eucgr.B02483	dispersed
Eucgr.E03218	dispersed
Eucgr.E03640	dispersed
Eucgr.F00294	dispersed
Eucgr.F03745	dispersed
Eucgr.G02213	dispersed
Eucgr.H00842	dispersed
Eucgr.H04051	dispersed
Eucgr.I00904	dispersed
Eucgr.K03095	dispersed
