VIT_205s0062g01285	OG0000000
VIT_205s0062g01390	OG0000000
VIT_205s0062g01395	OG0000000
VIT_205s0062g01400	OG0000000
VIT_205s0062g01410	OG0000000
VIT_205s0062g01423	OG0000000
VIT_205s0124g00010	OG0000000
VIT_205s0124g00230	OG0000000
VIT_212s0059g02130	OG0000000
VIT_212s0059g02140	OG0000000
VIT_212s0059g02143	OG0000000
VIT_213s0067g03540	OG0000000
VIT_214s0108g00425	OG0000000
VIT_218s0041g01090	OG0000000
VIT_218s0041g01100	OG0000000
VIT_200s0203g00070	OG0000001
VIT_200s0203g00170	OG0000001
VIT_200s0341g00050	OG0000001
VIT_201s0010g00410	OG0000001
VIT_201s0011g04760	OG0000001
VIT_201s0026g02770	OG0000001
VIT_201s0127g00730	OG0000001
VIT_202s0012g01650	OG0000001
VIT_202s0025g00320	OG0000001
VIT_203s0038g02310	OG0000001
VIT_204s0008g01810	OG0000001
VIT_204s0008g01820	OG0000001
VIT_204s0008g01830	OG0000001
VIT_204s0008g01840	OG0000001
VIT_204s0008g01870	OG0000001
VIT_204s0023g03710	OG0000001
VIT_205s0020g01100	OG0000001
VIT_205s0049g01010	OG0000001
VIT_205s0049g01020	OG0000001
VIT_205s0077g01360	OG0000001
VIT_206s0004g00570	OG0000001
VIT_206s0004g02110	OG0000001
VIT_207s0005g01210	OG0000001
VIT_207s0005g02480	OG0000001
VIT_207s0005g03340	OG0000001
VIT_207s0130g00040	OG0000001
VIT_207s0141g00100	OG0000001
VIT_208s0007g07230	OG0000001
VIT_209s0002g01380	OG0000001
VIT_209s0002g01400	OG0000001
VIT_209s0002g01410	OG0000001
VIT_211s0016g01300	OG0000001
VIT_211s0016g01310	OG0000001
VIT_211s0016g01320	OG0000001
VIT_211s0016g05650	OG0000001
VIT_211s0016g05660	OG0000001
VIT_211s0016g05690	OG0000001
VIT_211s0078g00480	OG0000001
VIT_212s0134g00490	OG0000001
VIT_212s0134g00570	OG0000001
VIT_213s0064g00960	OG0000001
VIT_213s0084g00530	OG0000001
VIT_214s0006g01620	OG0000001
VIT_214s0036g00460	OG0000001
VIT_214s0060g00240	OG0000001
VIT_214s0066g01220	OG0000001
VIT_214s0066g02180	OG0000001
VIT_215s0046g00170	OG0000001
VIT_216s0039g01710	OG0000001
VIT_216s0050g00050	OG0000001
VIT_217s0000g02650	OG0000001
VIT_217s0000g02660	OG0000001
VIT_217s0000g05400	OG0000001
VIT_217s0000g06410	OG0000001
VIT_217s0000g08480	OG0000001
VIT_217s0000g09080	OG0000001
VIT_218s0001g05670	OG0000001
VIT_218s0117g00200	OG0000001
VIT_218s0117g00210	OG0000001
VIT_219s0014g03820	OG0000001
VIT_219s0085g00050	OG0000001
VIT_219s0085g00940	OG0000001
VIT_201s0010g02285	OG0000002
VIT_201s0137g00510	OG0000002
VIT_201s0137g00520	OG0000002
VIT_201s0137g00540	OG0000002
VIT_201s0137g00550	OG0000002
VIT_201s0137g00560	OG0000002
VIT_206s0004g06445	OG0000002
VIT_206s0004g06460	OG0000002
VIT_206s0004g06480	OG0000002
VIT_208s0032g00240	OG0000002
VIT_208s0032g00270	OG0000002
VIT_210s0003g05126	OG0000002
VIT_210s0092g00370	OG0000002
VIT_210s0092g00450	OG0000002
