Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Cmelo,teM-teM,teM,teM,0,0,20,0.00754432289701999,0-0
Cmelo,teM-teM,teM,teM,1,0,0,0,1-0
Cmelo,teM-teM,teM,teM,0,1,177,0.0667672576386269,0-1
Cmelo,teM-teM,teM,teM,1,1,2454,0.925688419464353,1-1
Cmelo,unM-unM,unM,unM,0,0,271,0.141219385096404,0-0
Cmelo,unM-unM,unM,unM,1,0,0,0,1-0
Cmelo,unM-unM,unM,unM,0,1,725,0.377800937988536,0-1
Cmelo,unM-unM,unM,unM,1,1,923,0.48097967691506,1-1
Cmelo,unM-teM,unM,teM,0,0,22,0.0522565320665083,0-0
Cmelo,unM-teM,unM,teM,1,0,28,0.0665083135391924,1-0
Cmelo,unM-teM,unM,teM,0,1,73,0.173396674584323,0-1
Cmelo,unM-teM,unM,teM,1,1,298,0.707838479809976,1-1
Cmelo,gbM-unM,gbM,unM,0,0,55,0.0954861111111111,0-0
Cmelo,gbM-unM,gbM,unM,1,0,116,0.201388888888889,1-0
Cmelo,gbM-unM,gbM,unM,0,1,90,0.15625,0-1
Cmelo,gbM-unM,gbM,unM,1,1,315,0.546875,1-1
Cmelo,gbM-teM,gbM,teM,0,0,6,0.0307692307692308,0-0
Cmelo,gbM-teM,gbM,teM,1,0,6,0.0307692307692308,1-0
Cmelo,gbM-teM,gbM,teM,0,1,25,0.128205128205128,0-1
Cmelo,gbM-teM,gbM,teM,1,1,158,0.81025641025641,1-1
Cmelo,gbM-gbM,gbM,gbM,0,0,29,0.0672853828306264,0-0
Cmelo,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Cmelo,gbM-gbM,gbM,gbM,0,1,136,0.31554524361949,0-1
Cmelo,gbM-gbM,gbM,gbM,1,1,266,0.617169373549884,1-1
