Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Cmelo,gbM,0,gbM-gbM,209,0.227421109902067
Cmelo,gbM,1,gbM-gbM,710,0.772578890097933
Cmelo,gbM,0,gbM-teM,32,0.172972972972973
Cmelo,teM,0,gbM-teM,13,0.0593607305936073
Cmelo,gbM,1,gbM-teM,153,0.827027027027027
Cmelo,teM,1,gbM-teM,206,0.940639269406393
Cmelo,gbM,0,gbM-unM,148,0.248322147651007
Cmelo,unM,0,gbM-unM,181,0.294308943089431
Cmelo,gbM,1,gbM-unM,448,0.751677852348993
Cmelo,unM,1,gbM-unM,434,0.705691056910569
Cmelo,teM,0,teM-teM,167,0.0411938825851011
Cmelo,teM,1,teM-teM,3887,0.958806117414899
Cmelo,unM,0,unM-teM,96,0.228028503562945
Cmelo,teM,0,unM-teM,56,0.124168514412417
Cmelo,unM,1,unM-teM,325,0.771971496437055
Cmelo,teM,1,unM-teM,395,0.875831485587583
Cmelo,unM,0,unM-unM,1221,0.322759714512292
Cmelo,unM,1,unM-unM,2562,0.677240285487708
