Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
MELO3C027418.2,unM,MELO3C000109.2,unM,wgd,Same,unM-unM
MELO3C027967.2,teM,MELO3C000141.2,teM,wgd,Same,teM-teM
MELO3C000141.2,teM,MELO3C000336.2,teM,wgd,Same,teM-teM
MELO3C000722.2,teM,MELO3C000387.2,teM,wgd,Same,teM-teM
MELO3C027564.2,teM,MELO3C000416.2,teM,wgd,Same,teM-teM
MELO3C027383.2,teM,MELO3C000457.2,teM,wgd,Same,teM-teM
MELO3C027205.2,teM,MELO3C000547.2,teM,wgd,Same,teM-teM
MELO3C000134.2,teM,MELO3C000620.2,teM,wgd,Same,teM-teM
MELO3C027625.2,teM,MELO3C000643.2,teM,wgd,Same,teM-teM
MELO3C028466.2,teM,MELO3C000645.2,teM,wgd,Same,teM-teM
MELO3C027517.2,teM,MELO3C000712.2,teM,wgd,Same,teM-teM
MELO3C000457.2,teM,MELO3C000787.2,teM,wgd,Same,teM-teM
MELO3C027725.2,teM,MELO3C000790.2,teM,wgd,Same,teM-teM
MELO3C000409.2,teM,MELO3C000816.2,teM,wgd,Same,teM-teM
MELO3C027663.2,teM,MELO3C000979.2,teM,wgd,Same,teM-teM
MELO3C027471.2,teM,MELO3C000986.2,teM,wgd,Same,teM-teM
MELO3C027625.2,teM,MELO3C001272.2,teM,wgd,Same,teM-teM
MELO3C000643.2,teM,MELO3C001332.2,teM,wgd,Same,teM-teM
MELO3C000722.2,teM,MELO3C001332.2,teM,wgd,Same,teM-teM
MELO3C030144.2,teM,MELO3C001336.2,teM,wgd,Same,teM-teM
MELO3C028173.2,teM,MELO3C001795.2,teM,wgd,Same,teM-teM
MELO3C017168.2,unM,MELO3C001972.2,unM,wgd,Same,unM-unM
MELO3C012092.2,unM,MELO3C001978.2,unM,wgd,Same,unM-unM
MELO3C033612.2,unM,MELO3C001981.2,unM,wgd,Same,unM-unM
MELO3C017171.2,unM,MELO3C001982.2,unM,wgd,Same,unM-unM
MELO3C021987.2,unM,MELO3C001982.2,unM,wgd,Same,unM-unM
MELO3C017172.2,unM,MELO3C001984.2,unM,wgd,Same,unM-unM
MELO3C012095.2,gbM,MELO3C001985.2,gbM,wgd,Same,gbM-gbM
MELO3C017178.2,unM,MELO3C001987.2,unM,wgd,Same,unM-unM
MELO3C012107.2,unM,MELO3C001991.2,unM,wgd,Same,unM-unM
MELO3C017180.2,unM,MELO3C001992.2,unM,wgd,Same,unM-unM
MELO3C021999.2,unM,MELO3C001993.2,unM,wgd,Same,unM-unM
MELO3C017185.2,unM,MELO3C001996.2,unM,wgd,Same,unM-unM
MELO3C022002.2,unM,MELO3C001996.2,unM,wgd,Same,unM-unM
MELO3C012118.2,Unclassified,MELO3C001997.2,Unclassified,wgd,Undetermined,Unclassified-Unclassified
MELO3C017194.2,unM,MELO3C002001.2,unM,wgd,Same,unM-unM
MELO3C012133.2,unM,MELO3C002004.2,unM,wgd,Same,unM-unM
MELO3C012134.2,gbM,MELO3C002006.2,gbM,wgd,Same,gbM-gbM
MELO3C017202.2,Unclassified,MELO3C002012.2,Unclassified,wgd,Undetermined,Unclassified-Unclassified
MELO3C017207.2,unM,MELO3C002013.2,unM,wgd,Same,unM-unM
MELO3C017208.2,gbM,MELO3C002014.2,gbM,wgd,Same,gbM-gbM
MELO3C017210.2,unM,MELO3C002016.2,unM,wgd,Same,unM-unM
MELO3C012144.2,unM,MELO3C002016.2,unM,wgd,Same,unM-unM
MELO3C022032.2,gbM,MELO3C002018.2,gbM,wgd,Same,gbM-gbM
MELO3C017218.2,unM,MELO3C002020.2,unM,wgd,Same,unM-unM
MELO3C012149.2,unM,MELO3C002024.2,unM,wgd,Same,unM-unM
MELO3C017220.2,unM,MELO3C002024.2,unM,wgd,Same,unM-unM
MELO3C017233.2,gbM,MELO3C002040.2,gbM,wgd,Same,gbM-gbM
MELO3C017245.2,gbM,MELO3C002048.2,gbM,wgd,Same,gbM-gbM
MELO3C017246.2,unM,MELO3C002051.2,unM,wgd,Same,unM-unM
MELO3C017257.2,unM,MELO3C002057.2,unM,wgd,Same,unM-unM
MELO3C017269.2,unM,MELO3C002062.2,unM,wgd,Same,unM-unM
MELO3C012203.2,unM,MELO3C002066.2,unM,wgd,Same,unM-unM
MELO3C017283.2,unM,MELO3C002073.2,unM,wgd,Same,unM-unM
MELO3C017286.2,unM,MELO3C002076.2,unM,wgd,Same,unM-unM
MELO3C012224.2,unM,MELO3C002079.2,unM,wgd,Same,unM-unM
MELO3C017301.2,unM,MELO3C002083.2,unM,wgd,Same,unM-unM
MELO3C017311.2,gbM,MELO3C002088.2,gbM,wgd,Same,gbM-gbM
MELO3C017315.2,unM,MELO3C002090.2,unM,wgd,Same,unM-unM
MELO3C017318.2,unM,MELO3C002094.2,unM,wgd,Same,unM-unM
MELO3C017321.2,unM,MELO3C002098.2,unM,wgd,Same,unM-unM
MELO3C012270.2,unM,MELO3C002104.2,unM,wgd,Same,unM-unM
MELO3C012274.2,unM,MELO3C002108.2,unM,wgd,Same,unM-unM
MELO3C017355.2,unM,MELO3C002129.2,unM,wgd,Same,unM-unM
MELO3C017357.2,unM,MELO3C002132.2,unM,wgd,Same,unM-unM
MELO3C017358.2,teM,MELO3C002133.2,teM,wgd,Same,teM-teM
MELO3C017164.2,unM,MELO3C002197.2,unM,wgd,Same,unM-unM
MELO3C012052.2,unM,MELO3C002214.2,unM,wgd,Same,unM-unM
MELO3C017141.2,unM,MELO3C002224.2,unM,wgd,Same,unM-unM
MELO3C012039.2,unM,MELO3C002228.2,unM,wgd,Same,unM-unM
MELO3C017134.2,unM,MELO3C002228.2,unM,wgd,Same,unM-unM
MELO3C017127.2,Unclassified,MELO3C002236.2,Unclassified,wgd,Undetermined,Unclassified-Unclassified
MELO3C017121.2,unM,MELO3C002240.2,unM,wgd,Same,unM-unM
MELO3C033545.2,unM,MELO3C002240.2,unM,wgd,Same,unM-unM
MELO3C017120.2,unM,MELO3C002242.2,unM,wgd,Same,unM-unM
MELO3C017113.2,unM,MELO3C002244.2,unM,wgd,Same,unM-unM
MELO3C012021.2,unM,MELO3C002244.2,unM,wgd,Same,unM-unM
MELO3C017107.2,Unclassified,MELO3C002248.2,Unclassified,wgd,Undetermined,Unclassified-Unclassified
MELO3C017105.2,unM,MELO3C002250.2,unM,wgd,Same,unM-unM
MELO3C017103.2,teM,MELO3C002252.2,teM,wgd,Same,teM-teM
MELO3C012003.2,unM,MELO3C002253.2,unM,wgd,Same,unM-unM
MELO3C026293.2,unM,MELO3C002262.2,unM,wgd,Same,unM-unM
MELO3C011996.2,unM,MELO3C002262.2,unM,wgd,Same,unM-unM
MELO3C010674.2,gbM,MELO3C002272.2,gbM,wgd,Same,gbM-gbM
MELO3C026284.2,gbM,MELO3C002281.2,gbM,wgd,Same,gbM-gbM
MELO3C026281.2,unM,MELO3C002285.2,unM,wgd,Same,unM-unM
MELO3C026278.2,unM,MELO3C002286.2,unM,wgd,Same,unM-unM
MELO3C021576.2,unM,MELO3C002289.2,unM,wgd,Same,unM-unM
MELO3C021578.2,unM,MELO3C002290.2,unM,wgd,Same,unM-unM
MELO3C026269.2,unM,MELO3C002290.2,unM,wgd,Same,unM-unM
MELO3C010689.2,unM,MELO3C002293.2,unM,wgd,Same,unM-unM
MELO3C026260.2,unM,MELO3C002311.2,unM,wgd,Same,unM-unM
MELO3C010706.2,unM,MELO3C002319.2,unM,wgd,Same,unM-unM
MELO3C026236.2,unM,MELO3C002340.2,unM,wgd,Same,unM-unM
MELO3C026207.2,unM,MELO3C002360.2,unM,wgd,Same,unM-unM
MELO3C026194.2,unM,MELO3C002372.2,unM,wgd,Same,unM-unM
MELO3C026173.2,unM,MELO3C002383.2,unM,wgd,Same,unM-unM
MELO3C007411.2,unM,MELO3C002431.2,unM,wgd,Same,unM-unM
MELO3C007403.2,unM,MELO3C002443.2,unM,wgd,Same,unM-unM
MELO3C007398.2,unM,MELO3C002450.2,unM,wgd,Same,unM-unM
MELO3C007393.2,unM,MELO3C002452.2,unM,wgd,Same,unM-unM
MELO3C007391.2,unM,MELO3C002454.2,unM,wgd,Same,unM-unM
MELO3C007390.2,unM,MELO3C002456.2,unM,wgd,Same,unM-unM
MELO3C007387.2,unM,MELO3C002459.2,unM,wgd,Same,unM-unM
MELO3C007385.2,unM,MELO3C002460.2,unM,wgd,Same,unM-unM
MELO3C007377.2,unM,MELO3C002477.2,unM,wgd,Same,unM-unM
MELO3C007376.2,unM,MELO3C002478.2,unM,wgd,Same,unM-unM
MELO3C032917.2,unM,MELO3C002485.2,unM,wgd,Same,unM-unM
MELO3C007350.2,unM,MELO3C002511.2,unM,wgd,Same,unM-unM
MELO3C007337.2,gbM,MELO3C002548.2,gbM,wgd,Same,gbM-gbM
MELO3C007324.2,unM,MELO3C002553.2,unM,wgd,Same,unM-unM
MELO3C007306.2,unM,MELO3C002569.2,unM,wgd,Same,unM-unM
MELO3C007285.2,unM,MELO3C002598.2,unM,wgd,Same,unM-unM
MELO3C007279.2,unM,MELO3C002610.2,unM,wgd,Same,unM-unM
MELO3C007278.2,unM,MELO3C002611.2,unM,wgd,Same,unM-unM
MELO3C007275.2,unM,MELO3C002616.2,unM,wgd,Same,unM-unM
MELO3C007274.2,unM,MELO3C002617.2,unM,wgd,Same,unM-unM
MELO3C007267.2,unM,MELO3C002624.2,unM,wgd,Same,unM-unM
MELO3C007257.2,Unclassified,MELO3C002627.2,Unclassified,wgd,Undetermined,Unclassified-Unclassified
MELO3C007255.2,unM,MELO3C002628.2,unM,wgd,Same,unM-unM
MELO3C007219.2,unM,MELO3C002641.2,unM,wgd,Same,unM-unM
MELO3C018725.2,unM,MELO3C002647.2,unM,wgd,Same,unM-unM
MELO3C018722.2,unM,MELO3C002654.2,unM,wgd,Same,unM-unM
MELO3C018721.2,gbM,MELO3C002658.2,gbM,wgd,Same,gbM-gbM
MELO3C007209.2,unM,MELO3C002660.2,unM,wgd,Same,unM-unM
MELO3C007203.2,unM,MELO3C002671.2,unM,wgd,Same,unM-unM
MELO3C018718.2,unM,MELO3C002674.2,unM,wgd,Same,unM-unM
MELO3C007202.2,unM,MELO3C002674.2,unM,wgd,Same,unM-unM
MELO3C018717.2,unM,MELO3C002675.2,unM,wgd,Same,unM-unM
MELO3C032881.2,unM,MELO3C002727.2,unM,wgd,Same,unM-unM
MELO3C007132.2,unM,MELO3C002735.2,unM,wgd,Same,unM-unM
MELO3C007127.2,unM,MELO3C002744.2,unM,wgd,Same,unM-unM
MELO3C007121.2,unM,MELO3C002754.2,unM,wgd,Same,unM-unM
MELO3C007112.2,unM,MELO3C002763.2,unM,wgd,Same,unM-unM
MELO3C007104.2,gbM,MELO3C002771.2,gbM,wgd,Same,gbM-gbM
MELO3C007075.2,gbM,MELO3C002808.2,gbM,wgd,Same,gbM-gbM
MELO3C007074.2,unM,MELO3C002809.2,unM,wgd,Same,unM-unM
MELO3C007061.2,unM,MELO3C002829.2,unM,wgd,Same,unM-unM
MELO3C007060.2,unM,MELO3C002832.2,unM,wgd,Same,unM-unM
MELO3C007050.2,unM,MELO3C002843.2,unM,wgd,Same,unM-unM
MELO3C023134.2,teM,MELO3C002895.2,teM,wgd,Same,teM-teM
MELO3C019482.2,unM,MELO3C003037.2,unM,wgd,Same,unM-unM
MELO3C033286.2,teM,MELO3C003042.2,teM,wgd,Same,teM-teM
MELO3C009298.2,unM,MELO3C003078.2,unM,wgd,Same,unM-unM
MELO3C009296.2,unM,MELO3C003079.2,unM,wgd,Same,unM-unM
MELO3C009293.2,unM,MELO3C003082.2,unM,wgd,Same,unM-unM
MELO3C009288.2,unM,MELO3C003094.2,unM,wgd,Same,unM-unM
MELO3C009285.2,Unclassified,MELO3C003096.2,Unclassified,wgd,Undetermined,Unclassified-Unclassified
MELO3C009284.2,unM,MELO3C003097.2,unM,wgd,Same,unM-unM
MELO3C009281.2,gbM,MELO3C003106.2,gbM,wgd,Same,gbM-gbM
MELO3C009273.2,gbM,MELO3C003110.2,gbM,wgd,Same,gbM-gbM
MELO3C009268.2,gbM,MELO3C003120.2,gbM,wgd,Same,gbM-gbM
MELO3C009252.2,unM,MELO3C003138.2,unM,wgd,Same,unM-unM
MELO3C009251.2,unM,MELO3C003142.2,unM,wgd,Same,unM-unM
MELO3C009239.2,unM,MELO3C003146.2,unM,wgd,Same,unM-unM
MELO3C009238.2,unM,MELO3C003147.2,unM,wgd,Same,unM-unM
MELO3C008242.2,unM,MELO3C003154.2,unM,wgd,Same,unM-unM
MELO3C009220.2,unM,MELO3C003175.2,unM,wgd,Same,unM-unM
MELO3C009217.2,unM,MELO3C003186.2,unM,wgd,Same,unM-unM
MELO3C009211.2,unM,MELO3C003197.2,unM,wgd,Same,unM-unM
MELO3C008261.2,unM,MELO3C003199.2,unM,wgd,Same,unM-unM
MELO3C008269.2,unM,MELO3C003217.2,unM,wgd,Same,unM-unM
MELO3C011152.2,gbM,MELO3C003457.2,gbM,wgd,Same,gbM-gbM
MELO3C011143.2,unM,MELO3C003463.2,unM,wgd,Same,unM-unM
MELO3C011130.2,unM,MELO3C003466.2,unM,wgd,Same,unM-unM
MELO3C011110.2,unM,MELO3C003492.2,unM,wgd,Same,unM-unM
MELO3C011053.2,unM,MELO3C003544.2,unM,wgd,Same,unM-unM
MELO3C011049.2,unM,MELO3C003547.2,unM,wgd,Same,unM-unM
MELO3C011042.2,unM,MELO3C003561.2,unM,wgd,Same,unM-unM
MELO3C011041.2,unM,MELO3C003562.2,unM,wgd,Same,unM-unM
MELO3C011028.2,unM,MELO3C003572.2,unM,wgd,Same,unM-unM
MELO3C011171.2,unM,MELO3C003602.2,unM,wgd,Same,unM-unM
