Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Aduranensis,unM-unM,unM,unM,0,0,5,0.00207900207900208,0-0
Aduranensis,unM-unM,unM,unM,1,0,0,0,1-0
Aduranensis,unM-unM,unM,unM,0,1,57,0.0237006237006237,0-1
Aduranensis,unM-unM,unM,unM,1,1,2343,0.974220374220374,1-1
Aduranensis,gbM-unM,gbM,unM,0,0,2,0.00197044334975369,0-0
Aduranensis,gbM-unM,gbM,unM,1,0,17,0.0167487684729064,1-0
Aduranensis,gbM-unM,gbM,unM,0,1,24,0.0236453201970443,0-1
Aduranensis,gbM-unM,gbM,unM,1,1,972,0.957635467980296,1-1
Aduranensis,teM-teM,teM,teM,0,0,29,0.00501383125864454,0-0
Aduranensis,teM-teM,teM,teM,1,0,0,0,1-0
Aduranensis,teM-teM,teM,teM,0,1,217,0.0375172890733057,0-1
Aduranensis,teM-teM,teM,teM,1,1,5538,0.95746887966805,1-1
Aduranensis,unM-teM,unM,teM,0,0,2,0.00219298245614035,0-0
Aduranensis,unM-teM,unM,teM,1,0,15,0.0164473684210526,1-0
Aduranensis,unM-teM,unM,teM,0,1,25,0.0274122807017544,0-1
Aduranensis,unM-teM,unM,teM,1,1,870,0.953947368421053,1-1
Aduranensis,gbM-teM,gbM,teM,0,0,0,0,0-0
Aduranensis,gbM-teM,gbM,teM,1,0,11,0.0223123732251521,1-0
Aduranensis,gbM-teM,gbM,teM,0,1,15,0.0304259634888438,0-1
Aduranensis,gbM-teM,gbM,teM,1,1,467,0.947261663286004,1-1
Aduranensis,gbM-gbM,gbM,gbM,0,0,0,0,0-0
Aduranensis,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Aduranensis,gbM-gbM,gbM,gbM,0,1,50,0.045004500450045,0-1
Aduranensis,gbM-gbM,gbM,gbM,1,1,1061,0.954995499549955,1-1
Aipaensis,gbM-unM,gbM,unM,0,0,1,0.000945179584120983,0-0
Aipaensis,gbM-unM,gbM,unM,1,0,25,0.0236294896030246,1-0
Aipaensis,gbM-unM,gbM,unM,0,1,22,0.0207939508506616,0-1
Aipaensis,gbM-unM,gbM,unM,1,1,1010,0.954631379962193,1-1
Aipaensis,teM-teM,teM,teM,0,0,39,0.0042080276219249,0-0
Aipaensis,teM-teM,teM,teM,1,0,0,0,1-0
Aipaensis,teM-teM,teM,teM,0,1,284,0.0306430729391454,0-1
Aipaensis,teM-teM,teM,teM,1,1,8945,0.96514889943893,1-1
Aipaensis,gbM-teM,gbM,teM,0,0,0,0,0-0
Aipaensis,gbM-teM,gbM,teM,1,0,2,0.00343053173241852,1-0
Aipaensis,gbM-teM,gbM,teM,0,1,5,0.00857632933104631,0-1
Aipaensis,gbM-teM,gbM,teM,1,1,576,0.987993138936535,1-1
Aipaensis,unM-unM,unM,unM,0,0,4,0.00139909059111577,0-0
Aipaensis,unM-unM,unM,unM,1,0,0,0,1-0
Aipaensis,unM-unM,unM,unM,0,1,72,0.0251836306400839,0-1
Aipaensis,unM-unM,unM,unM,1,1,2783,0.9734172787688,1-1
Aipaensis,unM-teM,unM,teM,0,0,1,0.000765110941086458,0-0
Aipaensis,unM-teM,unM,teM,1,0,8,0.00612088752869166,1-0
Aipaensis,unM-teM,unM,teM,0,1,22,0.0168324407039021,0-1
Aipaensis,unM-teM,unM,teM,1,1,1276,0.97628156082632,1-1
Aipaensis,gbM-gbM,gbM,gbM,0,0,2,0.00256739409499358,0-0
Aipaensis,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Aipaensis,gbM-gbM,gbM,gbM,0,1,35,0.0449293966623877,0-1
Aipaensis,gbM-gbM,gbM,gbM,1,1,742,0.952503209242619,1-1
Alyrata,gbM-unM,gbM,unM,0,0,69,0.0691382765531062,0-0
Alyrata,gbM-unM,gbM,unM,1,0,149,0.149298597194389,1-0
Alyrata,gbM-unM,gbM,unM,0,1,174,0.17434869739479,0-1
Alyrata,gbM-unM,gbM,unM,1,1,606,0.607214428857715,1-1
Alyrata,unM-teM,unM,teM,0,0,4,0.0089086859688196,0-0
Alyrata,unM-teM,unM,teM,1,0,13,0.0289532293986637,1-0
Alyrata,unM-teM,unM,teM,0,1,61,0.135857461024499,0-1
Alyrata,unM-teM,unM,teM,1,1,371,0.826280623608018,1-1
Alyrata,unM-unM,unM,unM,0,0,206,0.0497104247104247,0-0
Alyrata,unM-unM,unM,unM,1,0,0,0,1-0
Alyrata,unM-unM,unM,unM,0,1,1001,0.241554054054054,0-1
Alyrata,unM-unM,unM,unM,1,1,2937,0.708735521235521,1-1
Alyrata,teM-teM,teM,teM,0,0,13,0.0224913494809689,0-0
Alyrata,teM-teM,teM,teM,1,0,0,0,1-0
Alyrata,teM-teM,teM,teM,0,1,32,0.055363321799308,0-1
Alyrata,teM-teM,teM,teM,1,1,533,0.922145328719723,1-1
Alyrata,gbM-teM,gbM,teM,0,0,3,0.0175438596491228,0-0
Alyrata,gbM-teM,gbM,teM,1,0,7,0.0409356725146199,1-0
Alyrata,gbM-teM,gbM,teM,0,1,26,0.152046783625731,0-1
Alyrata,gbM-teM,gbM,teM,1,1,135,0.789473684210526,1-1
Alyrata,gbM-gbM,gbM,gbM,0,0,111,0.0757162346521146,0-0
Alyrata,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Alyrata,gbM-gbM,gbM,gbM,0,1,526,0.358799454297408,0-1
Alyrata,gbM-gbM,gbM,gbM,1,1,829,0.565484311050477,1-1
Athaliana,unM-unM,unM,unM,0,0,1979,0.409646036017388,0-0
Athaliana,unM-unM,unM,unM,1,0,0,0,1-0
Athaliana,unM-unM,unM,unM,0,1,1819,0.376526599047816,0-1
Athaliana,unM-unM,unM,unM,1,1,1033,0.213827364934796,1-1
Athaliana,gbM-unM,gbM,unM,0,0,275,0.423728813559322,0-0
Athaliana,gbM-unM,gbM,unM,1,0,139,0.214175654853621,1-0
Athaliana,gbM-unM,gbM,unM,0,1,115,0.177195685670262,0-1
Athaliana,gbM-unM,gbM,unM,1,1,120,0.184899845916795,1-1
Athaliana,gbM-gbM,gbM,gbM,0,0,215,0.396678966789668,0-0
Athaliana,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Athaliana,gbM-gbM,gbM,gbM,0,1,227,0.418819188191882,0-1
Athaliana,gbM-gbM,gbM,gbM,1,1,100,0.18450184501845,1-1
Athaliana,teM-teM,teM,teM,0,0,33,0.100917431192661,0-0
Athaliana,teM-teM,teM,teM,1,0,0,0,1-0
Athaliana,teM-teM,teM,teM,0,1,70,0.214067278287462,0-1
Athaliana,teM-teM,teM,teM,1,1,224,0.685015290519878,1-1
Athaliana,unM-teM,unM,teM,0,0,63,0.184210526315789,0-0
Athaliana,unM-teM,unM,teM,1,0,33,0.0964912280701754,1-0
Athaliana,unM-teM,unM,teM,0,1,107,0.312865497076023,0-1
Athaliana,unM-teM,unM,teM,1,1,139,0.406432748538012,1-1
Athaliana,gbM-teM,gbM,teM,0,0,5,0.138888888888889,0-0
Athaliana,gbM-teM,gbM,teM,1,0,3,0.0833333333333333,1-0
Athaliana,gbM-teM,gbM,teM,0,1,9,0.25,0-1
Athaliana,gbM-teM,gbM,teM,1,1,19,0.527777777777778,1-1
Atrichopoda,gbM-gbM,gbM,gbM,0,0,1,0.00526315789473684,0-0
Atrichopoda,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Atrichopoda,gbM-gbM,gbM,gbM,0,1,2,0.0105263157894737,0-1
Atrichopoda,gbM-gbM,gbM,gbM,1,1,187,0.984210526315789,1-1
Atrichopoda,gbM-teM,gbM,teM,0,0,0,0,0-0
Atrichopoda,gbM-teM,gbM,teM,1,0,1,0.00884955752212389,1-0
Atrichopoda,gbM-teM,gbM,teM,0,1,2,0.0176991150442478,0-1
Atrichopoda,gbM-teM,gbM,teM,1,1,110,0.973451327433628,1-1
Atrichopoda,unM-unM,unM,unM,0,0,1,0.00276243093922652,0-0
Atrichopoda,unM-unM,unM,unM,1,0,0,0,1-0
Atrichopoda,unM-unM,unM,unM,0,1,3,0.00828729281767956,0-1
Atrichopoda,unM-unM,unM,unM,1,1,358,0.988950276243094,1-1
Atrichopoda,gbM-unM,gbM,unM,0,0,0,0,0-0
Atrichopoda,gbM-unM,gbM,unM,1,0,2,0.0127388535031847,1-0
Atrichopoda,gbM-unM,gbM,unM,0,1,4,0.0254777070063694,0-1
Atrichopoda,gbM-unM,gbM,unM,1,1,151,0.961783439490446,1-1
Atrichopoda,unM-teM,unM,teM,0,0,4,0.0236686390532544,0-0
Atrichopoda,unM-teM,unM,teM,1,0,0,0,1-0
Atrichopoda,unM-teM,unM,teM,0,1,1,0.00591715976331361,0-1
Atrichopoda,unM-teM,unM,teM,1,1,164,0.970414201183432,1-1
Atrichopoda,teM-teM,teM,teM,0,0,3,0.00182370820668693,0-0
Atrichopoda,teM-teM,teM,teM,1,0,0,0,1-0
Atrichopoda,teM-teM,teM,teM,0,1,57,0.0346504559270517,0-1
Atrichopoda,teM-teM,teM,teM,1,1,1585,0.963525835866261,1-1
Bdistachyon,unM-teM,unM,teM,0,0,2,0.00341880341880342,0-0
Bdistachyon,unM-teM,unM,teM,1,0,13,0.0222222222222222,1-0
Bdistachyon,unM-teM,unM,teM,0,1,14,0.0239316239316239,0-1
Bdistachyon,unM-teM,unM,teM,1,1,556,0.95042735042735,1-1
Bdistachyon,gbM-unM,gbM,unM,0,0,6,0.00597609561752988,0-0
Bdistachyon,gbM-unM,gbM,unM,1,0,35,0.0348605577689243,1-0
Bdistachyon,gbM-unM,gbM,unM,0,1,54,0.0537848605577689,0-1
Bdistachyon,gbM-unM,gbM,unM,1,1,909,0.905378486055777,1-1
Bdistachyon,unM-unM,unM,unM,0,0,12,0.00334541399498188,0-0
Bdistachyon,unM-unM,unM,unM,1,0,0,0,1-0
Bdistachyon,unM-unM,unM,unM,0,1,190,0.0529690549205464,0-1
Bdistachyon,unM-unM,unM,unM,1,1,3385,0.943685531084472,1-1
Bdistachyon,gbM-teM,gbM,teM,0,0,7,0.0232558139534884,0-0
Bdistachyon,gbM-teM,gbM,teM,1,0,7,0.0232558139534884,1-0
Bdistachyon,gbM-teM,gbM,teM,0,1,15,0.0498338870431894,0-1
Bdistachyon,gbM-teM,gbM,teM,1,1,272,0.903654485049834,1-1
Bdistachyon,gbM-gbM,gbM,gbM,0,0,11,0.00734312416555407,0-0
Bdistachyon,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Bdistachyon,gbM-gbM,gbM,gbM,0,1,85,0.0567423230974633,0-1
Bdistachyon,gbM-gbM,gbM,gbM,1,1,1402,0.935914552736983,1-1
Bdistachyon,teM-teM,teM,teM,0,0,6,0.00546448087431694,0-0
Bdistachyon,teM-teM,teM,teM,1,0,0,0,1-0
Bdistachyon,teM-teM,teM,teM,0,1,73,0.0664845173041894,0-1
Bdistachyon,teM-teM,teM,teM,1,1,1019,0.928051001821494,1-1
Boleracea,teM-teM,teM,teM,0,0,21,0.00247875354107649,0-0
Boleracea,teM-teM,teM,teM,1,0,0,0,1-0
Boleracea,teM-teM,teM,teM,0,1,218,0.0257318224740321,0-1
Boleracea,teM-teM,teM,teM,1,1,8233,0.971789423984891,1-1
Boleracea,gbM-teM,gbM,teM,0,0,0,0,0-0
Boleracea,gbM-teM,gbM,teM,1,0,13,0.0296127562642369,1-0
