,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,PGSC0003DMG400000003,wgd,gbM,PGSC0003DMG402022752,0.169958,2.43285,0.0698595,2.87495e-96
2,PGSC0003DMG400000004,wgd,gbM,PGSC0003DMG400010260,0.0685298,1.3077,0.0524047,1.50767e-55
3,PGSC0003DMG400000008,wgd,Unclassified,PGSC0003DMG400010263,0.200699,1.221,0.164372,2.97597e-17
4,PGSC0003DMG400000010,wgd,gbM,PGSC0003DMG400010264,0.0829239,1.01234,0.081913,3.66049e-46
5,PGSC0003DMG400000011,wgd,Unclassified,PGSC0003DMG400024249,0.247243,4.05037,0.0610421,6.98666e-62
6,PGSC0003DMG400000027,wgd,gbM,PGSC0003DMG400021654,0.109557,0.88242,0.124156,2.02463e-27
7,PGSC0003DMG400000028,wgd,TE-like,PGSC0003DMG400021652,0.435715,3.34852,0.130122,2.29483e-13
8,PGSC0003DMG400000030,wgd,Unclassified,PGSC0003DMG400040783,0.299405,1.65475,0.180937,2.15067e-10
9,PGSC0003DMG400000038,wgd,gbM,PGSC0003DMG400015787,0.243233,2.12899,0.114248,4.57707e-57
10,PGSC0003DMG400000043,wgd,gbM,PGSC0003DMG400015790,0.48447,4.70897,0.102882,4.30665e-61
11,PGSC0003DMG400000045,wgd,NA,PGSC0003DMG400012337,0.117302,1.75153,0.066971,1.06248e-45
12,PGSC0003DMG400000053,wgd,Unclassified,PGSC0003DMG400012331,0.228738,2.7459,0.0833018,2.20592e-31
13,PGSC0003DMG400000060,wgd,gbM,PGSC0003DMG400012190,0.261581,3.96846,0.065915,2.49826e-94
14,PGSC0003DMG400000063,wgd,gbM,PGSC0003DMG400021650,0.146381,1.31154,0.11161,6.74243e-13
15,PGSC0003DMG400000064,wgd,Unmethylated,PGSC0003DMG400012318,0.508169,3.68858,0.137768,0
16,PGSC0003DMG400000066,wgd,Unmethylated,PGSC0003DMG400019407,0.239738,1.67983,0.142716,3.18689e-14
17,PGSC0003DMG400000069,wgd,Unmethylated,PGSC0003DMG400012355,0.801446,2.38089,0.336616,4.63976e-07
18,PGSC0003DMG400000070,wgd,Unmethylated,PGSC0003DMG400019406,0.170521,1.0604,0.160808,1.8587e-19
19,PGSC0003DMG400000072,wgd,Unclassified,PGSC0003DMG400019405,0.119207,0.879157,0.135593,2.23987e-24
20,PGSC0003DMG400000073,wgd,Unmethylated,PGSC0003DMG400006591,0.296139,3.89203,0.0760886,6.54089e-77
21,PGSC0003DMG400000075,wgd,Unclassified,PGSC0003DMG400033873,0.205682,0.965572,0.213015,1.17392e-13
22,PGSC0003DMG400000084,wgd,gbM,PGSC0003DMG400012313,0.546893,4.49466,0.121676,2.14536e-51
23,PGSC0003DMG400000085,wgd,gbM,PGSC0003DMG400019403,0.0727642,0.924601,0.078698,4.21085e-61
24,PGSC0003DMG400000086,wgd,Unclassified,PGSC0003DMG400033875,0.0155274,0.722582,0.0214888,2.79003e-25
25,PGSC0003DMG400000088,wgd,gbM,PGSC0003DMG400033876,0.178107,0.822086,0.216652,1.63358e-22
26,PGSC0003DMG400000089,wgd,gbM,PGSC0003DMG400012308,0.175784,1.54121,0.114056,8.8084e-47
27,PGSC0003DMG400000090,wgd,Unclassified,PGSC0003DMG400019398,0.0155004,0.632752,0.0244968,1.78528e-21
28,PGSC0003DMG400000091,wgd,Unmethylated,PGSC0003DMG400036493,0.581727,3.93101,0.147984,1.27241e-24
29,PGSC0003DMG400000092,wgd,gbM,PGSC0003DMG400009071,0.241826,2.74957,0.0879505,3.53873e-60
30,PGSC0003DMG400000093,wgd,gbM,PGSC0003DMG400012304,0.386662,4.54272,0.0851169,4.74624e-85
31,PGSC0003DMG400000108,wgd,gbM,PGSC0003DMG400007038,0.242772,0.518618,0.468114,3.23248e-10
32,PGSC0003DMG400000110,wgd,Unclassified,PGSC0003DMG400009124,0.46289,4.22508,0.109558,2.15036e-39
33,PGSC0003DMG400000114,wgd,gbM,PGSC0003DMG400007037,0.10292,0.928653,0.110827,7.73159e-51
34,PGSC0003DMG400000115,wgd,Unmethylated,PGSC0003DMG400012142,0.354145,1.51005,0.234525,9.32817e-12
35,PGSC0003DMG400000118,wgd,gbM,PGSC0003DMG400012261,0.334661,2.31898,0.144314,1.22453e-64
36,PGSC0003DMG400000119,wgd,Unclassified,PGSC0003DMG400007035,0.47828,1.4734,0.32461,8.19757e-07
37,PGSC0003DMG400000120,wgd,Unmethylated,PGSC0003DMG400018541,0.592315,3.62208,0.163529,3.03639e-23
38,PGSC0003DMG400000122,wgd,gbM,PGSC0003DMG400018885,0.298432,1.2604,0.236776,2.49243e-17
39,PGSC0003DMG400000126,wgd,Unclassified,PGSC0003DMG400005529,0.431559,1.74321,0.247566,8.19857e-09
40,PGSC0003DMG400000127,wgd,Unclassified,PGSC0003DMG400018534,0.30917,3.33874,0.0926009,4.28413e-13
41,PGSC0003DMG400000128,wgd,Unclassified,PGSC0003DMG400012238,NA,1.77168,1.50584e-12,NA
42,PGSC0003DMG400000129,wgd,Unmethylated,PGSC0003DMG400003228,0.339992,3.10206,0.109602,1.70198e-21
43,PGSC0003DMG400000133,wgd,gbM,PGSC0003DMG400010276,0.0798854,0.971936,0.082192,7.23468e-24
44,PGSC0003DMG400000140,wgd,Unclassified,PGSC0003DMG400007560,0.298359,4.58053,0.0651363,5.84199e-114
45,PGSC0003DMG400000145,wgd,NA,PGSC0003DMG400031019,0.260641,1.77606,0.146753,3.61311e-45
46,PGSC0003DMG400000151,wgd,gbM,PGSC0003DMG400010279,0.0987401,1.0132,0.0974537,1.82099e-35
47,PGSC0003DMG400000155,wgd,TE-like,PGSC0003DMG400003062,0.320051,3.35899,0.0952821,1.63074e-30
48,PGSC0003DMG400000157,wgd,Unclassified,PGSC0003DMG400021639,0.168798,1.17079,0.144175,0.000257623
49,PGSC0003DMG400000159,wgd,gbM,PGSC0003DMG400012215,0.370178,4.06584,0.091046,6.27342e-43
50,PGSC0003DMG400000168,wgd,Unclassified,PGSC0003DMG400015795,0.0168411,1.5527,0.0108463,1.87662e-35
51,PGSC0003DMG400000170,wgd,Unclassified,PGSC0003DMG400015796,0.233018,2.71619,0.0857887,1.69624e-47
52,PGSC0003DMG400000172,wgd,gbM,PGSC0003DMG400012204,0.747188,4.63727,0.161127,1.08068e-36
53,PGSC0003DMG400000177,wgd,gbM,PGSC0003DMG400019395,0.0397524,0.445692,0.0891925,1.74116e-16
54,PGSC0003DMG400000178,wgd,Unclassified,PGSC0003DMG400019394,0.274412,0.807797,0.339704,3.46956e-13
55,PGSC0003DMG400000180,wgd,gbM,PGSC0003DMG400012196,0.512467,1.7467,0.293391,7.00583e-10
56,PGSC0003DMG400000184,wgd,gbM,PGSC0003DMG400010125,0.366175,1.86136,0.196724,7.47414e-56
57,PGSC0003DMG400000186,wgd,Unclassified,PGSC0003DMG401009510,0.286674,4.21457,0.0680198,3.07892e-69
58,PGSC0003DMG400000191,wgd,Unclassified,PGSC0003DMG402019388,0.135623,0.767574,0.176691,1.50333e-05
59,PGSC0003DMG400000192,wgd,Unmethylated,PGSC0003DMG400019387,0.130009,2.14918,0.0604925,1.26059e-20
60,PGSC0003DMG400000193,wgd,gbM,PGSC0003DMG400021651,0.199846,1.56283,0.127874,2.62974e-42
61,PGSC0003DMG400000194,wgd,gbM,PGSC0003DMG400033881,0.216097,0.867819,0.249012,1.41334e-20
62,PGSC0003DMG400000204,wgd,Unclassified,PGSC0003DMG400006592,0.453647,2.42741,0.186885,2.55517e-10
