,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,p5.00_sc00001_p0006,wgd,Unmethylated,p5.00_sc00039_p0099,0.120797,0.501713,0.240769,5.71937e-12
2,p5.00_sc00001_p0007,wgd,Unmethylated,p5.00_sc00028_p0028,0.293125,0.867337,0.33796,3.74893e-19
3,p5.00_sc00001_p0009,wgd,Unmethylated,p5.00_sc00028_p0029,0.242284,1.01837,0.237914,4.2184e-13
4,p5.00_sc00001_p0012,wgd,Unclassified,p5.00_sc00018_p0205,0.259462,1.04968,0.247181,1.4556e-12
5,p5.00_sc00001_p0015,wgd,Unclassified,p5.00_sc00028_p0030,0.278653,1.07335,0.25961,5.75623e-10
6,p5.00_sc00001_p0016,wgd,NA,p5.00_sc00039_p0104,0.246299,0.364923,0.674932,0.104833
7,p5.00_sc00001_p0017,wgd,Unmethylated,p5.00_sc00028_p0032,0.365912,2.07325,0.176492,9.34281e-11
8,p5.00_sc00001_p0018,wgd,Unmethylated,p5.00_sc00039_p0106,0.0843117,0.341357,0.24699,1.99539e-15
9,p5.00_sc00001_p0019,wgd,Unclassified,p5.00_sc00039_p0108,0.203266,0.609742,0.333364,5.16167e-05
10,p5.00_sc00001_p0020,wgd,Unclassified,p5.00_sc00028_p0035,0.300702,1.70051,0.176831,2.69145e-21
11,p5.00_sc00001_p0021,wgd,Unmethylated,p5.00_sc00028_p0037,0.0190307,0.469923,0.0404976,2.94851e-39
12,p5.00_sc00001_p0022,wgd,NA,p5.00_sc00039_p0110,0.0695001,2.8487,0.0243971,2.35398e-12
13,p5.00_sc00001_p0025,wgd,Unclassified,p5.00_sc00028_p0041,0.15395,0.905798,0.16996,8.57859e-61
14,p5.00_sc00001_p0027,wgd,Unclassified,p5.00_sc00028_p0043,0.302636,0.642119,0.471309,0.00799296
15,p5.00_sc00001_p0029,wgd,Unclassified,p5.00_sc00039_p0113,0.109991,0.242764,0.453079,5.658e-07
16,p5.00_sc00001_p0033,wgd,Unclassified,p5.00_sc00039_p0114,0.14135,0.236639,0.597324,0.0572128
17,p5.00_sc00001_p0038,wgd,Unclassified,p5.00_sc00039_p0115,0.0423291,0.231212,0.183075,4.62327e-49
18,p5.00_sc00001_p0042,wgd,Unmethylated,p5.00_sc00039_p0118,0.12726,0.265603,0.479138,0.000442875
19,p5.00_sc00001_p0047,wgd,Unclassified,p5.00_sc00039_p0121,0.0484772,0.302684,0.160158,7.36023e-17
20,p5.00_sc00001_p0050,wgd,Unclassified,p5.00_sc00039_p0125,0.0949278,0.365086,0.260015,0.000799828
21,p5.00_sc00001_p0053,wgd,Unmethylated,p5.00_sc00039_p0126,0.0777002,0.389771,0.199348,1.20028e-14
22,p5.00_sc00001_p0058,wgd,Unmethylated,p5.00_sc00028_p0066,0.498803,2.56144,0.194735,7.62641e-17
23,p5.00_sc00001_p0060,wgd,Unclassified,p5.00_sc00018_p0179,0.0154762,1.02562,0.0150896,2.04748e-104
24,p5.00_sc00001_p0062,wgd,Unclassified,p5.00_sc00028_p0071,0.0594862,1.22697,0.0484823,1.65316e-105
25,p5.00_sc00001_p0063,wgd,Unclassified,p5.00_sc00039_p0136,0.00523046,0.259437,0.0201608,4.95984e-34
26,p5.00_sc00001_p0065,wgd,Unmethylated,p5.00_sc00028_p0073,0.606281,1.85374,0.327057,0.00188759
27,p5.00_sc00001_p0066,wgd,Unmethylated,p5.00_sc00039_p0137,0.0920717,0.521923,0.176409,9.30951e-11
28,p5.00_sc00001_p0067,wgd,Unmethylated,p5.00_sc00018_p0173,0.249226,3.31291,0.0752287,1.00494e-40
29,p5.00_sc00001_p0068,wgd,Unclassified,p5.00_sc00039_p0139,0.0421135,0.248528,0.169452,2.18787e-16
30,p5.00_sc00001_p0070,wgd,Unmethylated,p5.00_sc00039_p0141,0.231706,3.73719,0.0620002,2.55794e-53
31,p5.00_sc00001_p0073,wgd,Unmethylated,p5.00_sc00039_p0142,0.0892233,0.255745,0.348876,1.70028e-08
32,p5.00_sc00001_p0074,wgd,TE-like,p5.00_sc00039_p0143,0.14935,2.66316,0.0560798,1.55267e-19
33,p5.00_sc00001_p0075,wgd,Unmethylated,p5.00_sc00028_p0078,0.151353,0.88147,0.171705,1.12423e-35
34,p5.00_sc00001_p0076,wgd,Unclassified,p5.00_sc00039_p0145,0.045752,0.294628,0.155287,2.07138e-57
35,p5.00_sc00001_p0078,wgd,NA,p5.00_sc00039_p0146,0.0547482,0.608494,0.0899733,9.90573e-15
36,p5.00_sc00001_p0079,wgd,Unclassified,p5.00_sc00039_p0148,0.103467,0.255288,0.405297,8.08447e-10
37,p5.00_sc00001_p0080,wgd,Unmethylated,p5.00_sc00028_p0084,0.307107,1.51707,0.202435,3.23703e-17
38,p5.00_sc00001_p0083,wgd,Unclassified,p5.00_sc00028_p0085,0.191871,1.18798,0.161511,5.13854e-23
39,p5.00_sc00001_p0084,wgd,Unmethylated,p5.00_sc00039_p0151,0.235741,1.8761,0.125655,1.35874e-50
40,p5.00_sc00001_p0088,wgd,NA,p5.00_sc00018_p0157,0.225294,2.89023,0.0779501,3.36169e-27
41,p5.00_sc00001_p0089,wgd,Unclassified,p5.00_sc00018_p0155,0.209485,0.991437,0.211295,2.88808e-28
42,p5.00_sc00001_p0091,wgd,NA,p5.00_sc00039_p0155,0.0775661,0.742756,0.10443,7.97452e-17
43,p5.00_sc00001_p0092,wgd,Unclassified,p5.00_sc00018_p0151,0.364348,1.34437,0.271017,7.92777e-25
44,p5.00_sc00001_p0096,wgd,Unmethylated,p5.00_sc00039_p0159,0.0640587,0.258625,0.247689,2.0424e-14
45,p5.00_sc00001_p0097,wgd,Unclassified,p5.00_sc00039_p0161,0.0474875,0.285809,0.166151,4.31064e-22
46,p5.00_sc00001_p0098,wgd,Unclassified,p5.00_sc00039_p0162,0.116224,0.31109,0.373602,6.91916e-07
47,p5.00_sc00001_p0099,wgd,Unclassified,p5.00_sc00166_p0062,0.167735,0.716043,0.234252,6.30263e-17
48,p5.00_sc00001_p0100,wgd,Unmethylated,p5.00_sc00039_p0163,0.0634684,0.457789,0.138641,1.55519e-25
49,p5.00_sc00001_p0101,wgd,Unmethylated,p5.00_sc00166_p0066,0.154396,1.42784,0.108133,1.13331e-38
50,p5.00_sc00001_p0102,wgd,Unclassified,p5.00_sc00039_p0164,0.459783,1.07545,0.427528,0.00477568
51,p5.00_sc00001_p0105,wgd,Unmethylated,p5.00_sc00166_p0070,0.352786,0.995076,0.354531,9.79621e-16
52,p5.00_sc00001_p0107,wgd,Unmethylated,p5.00_sc00116_p0024,0.15397,0.731873,0.210378,6.97684e-25
53,p5.00_sc00001_p0108,wgd,Unmethylated,p5.00_sc00116_p0022,0.228769,0.881466,0.259533,9.89782e-14
54,p5.00_sc00001_p0109,wgd,Unmethylated,p5.00_sc00039_p0168,0.163813,0.230205,0.711597,0.0844136
55,p5.00_sc00001_p0110,wgd,Unmethylated,p5.00_sc00116_p0019,0.186779,3.87235,0.0482341,2.12479e-90
56,p5.00_sc00001_p0113,wgd,NA,p5.00_sc00059_p0005,0.0508908,0.66605,0.0764069,1.53744e-13
57,p5.00_sc00001_p0117,wgd,Unclassified,p5.00_sc00059_p0006,0.0937974,1.19411,0.0785503,1.23711e-60
58,p5.00_sc00001_p0120,wgd,NA,p5.00_sc00059_p0007,0.213078,1.0146,0.210012,1.09821e-14
59,p5.00_sc00001_p0121,wgd,Unclassified,p5.00_sc00116_p0012,0.363446,1.63404,0.222422,9.90455e-11
60,p5.00_sc00001_p0122,wgd,NA,p5.00_sc00039_p0173,0.059807,2.7034,0.0221229,2.03178e-29
61,p5.00_sc00001_p0123,wgd,Unmethylated,p5.00_sc00039_p0174,0.0486816,0.28321,0.171892,4.88545e-18
62,p5.00_sc00001_p0125,wgd,Unmethylated,p5.00_sc00039_p0175,0.426376,3.82418,0.111495,2.45856e-30
63,p5.00_sc00001_p0128,wgd,NA,p5.00_sc00059_p0011,0.267672,0.886266,0.302022,2.46611e-05
64,p5.00_sc00001_p0129,wgd,Unmethylated,p5.00_sc00116_p0010,0.426961,1.66998,0.255668,1.63891e-12
65,p5.00_sc00001_p0130,wgd,Unmethylated,p5.00_sc00116_p0006,0.110738,3.26955,0.0338694,3.87529e-52
66,p5.00_sc00001_p0132,wgd,Unmethylated,p5.00_sc00059_p0026,0.265845,2.15622,0.123292,7.72531e-39
67,p5.00_sc00001_p0133,wgd,Unclassified,p5.00_sc00059_p0027,0.146881,1.53198,0.0958768,1.30692e-64
68,p5.00_sc00001_p0134,wgd,Unclassified,p5.00_sc00116_p0001,0.129064,0.665811,0.193845,1.74797e-33
69,p5.00_sc00001_p0136,wgd,Unmethylated,p5.00_sc00135_p0003,0.0783098,0.269373,0.290711,1.09896e-09
