,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Eucgr.A00051,wgd,NA,Eucgr.A00245,0.0322917,0.0932943,0.346127,0.0152312
2,Eucgr.A00052,wgd,Unclassified,Eucgr.A00246,0.0877187,0.144146,0.608542,0.00949408
3,Eucgr.A00053,wgd,NA,Eucgr.A00250,0.003353,0.0321546,0.104277,0.0421601
4,Eucgr.A00054,wgd,Unclassified,Eucgr.A00256,0.0182288,0.0700709,0.260148,1.07193e-05
5,Eucgr.A00055,wgd,Unclassified,Eucgr.A00257,0.0290923,0.0786109,0.370079,0.0134168
6,Eucgr.A00057,wgd,gbM,Eucgr.A00261,0.0116746,0.0353642,0.330124,0.00395099
7,Eucgr.A00058,wgd,NA,Eucgr.A00262,0.00312587,0.0200445,0.155946,0.00807555
8,Eucgr.A00059,wgd,Unclassified,Eucgr.A00263,0.00256489,NA,NA,NA
9,Eucgr.A00073,wgd,NA,Eucgr.A00269,NA,0.0155657,1.4265e-13,NA
10,Eucgr.A00074,wgd,Unclassified,Eucgr.A00271,0.0038589,0.00981194,0.393287,0.313521
11,Eucgr.A00076,wgd,Unclassified,Eucgr.A00272,0.0384442,0.0367035,1.04742,0.998752
12,Eucgr.A00078,wgd,gbM,Eucgr.A00274,0.00821941,0.0144615,0.568364,0.262219
13,Eucgr.A00079,wgd,NA,Eucgr.A00275,0.0115498,0.0809239,0.142724,2.71706e-07
14,Eucgr.A00081,wgd,gbM,Eucgr.A00277,0.016248,0.0294939,0.550895,0.0570184
15,Eucgr.A00082,wgd,Unclassified,Eucgr.A00278,0.00810275,0.0493488,0.164194,3.29807e-05
16,Eucgr.A00085,wgd,NA,Eucgr.A00280,0.00721279,0.0423141,0.170458,0.00248899
17,Eucgr.A00087,wgd,NA,Eucgr.A00281,0.0500357,0.15797,0.316742,5.58694e-05
18,Eucgr.A00088,wgd,NA,Eucgr.A00282,0.0652448,0.172518,0.37819,0.000154388
19,Eucgr.A00125,wgd,NA,Eucgr.A00175,0.110246,0.369665,0.298231,9.66242e-05
20,Eucgr.A00126,wgd,Unclassified,Eucgr.A00159,0.093325,0.396468,0.235391,8.87237e-06
21,Eucgr.A00133,wgd,NA,Eucgr.A00158,0.105293,0.430676,0.244483,4.05311e-05
22,Eucgr.A00134,wgd,NA,Eucgr.A00142,0.0163341,0.122266,0.133595,0.000677958
23,Eucgr.A00142,wgd,Unclassified,Eucgr.A00134,0.0163341,0.122266,0.133595,0.000677958
24,Eucgr.A00158,wgd,Unmethylated,Eucgr.A00133,0.105293,0.430676,0.244483,4.05311e-05
25,Eucgr.A00159,wgd,NA,Eucgr.A00126,0.093325,0.396468,0.235391,8.87237e-06
26,Eucgr.A00175,wgd,Unmethylated,Eucgr.A00125,0.110246,0.369665,0.298231,9.66242e-05
27,Eucgr.A00205,wgd,NA,Eucgr.A00328,0.00220552,0.051207,0.0430707,0.000479601
28,Eucgr.A00210,wgd,NA,Eucgr.A00338,0.0581274,0.259766,0.223768,5.86973e-05
29,Eucgr.A00245,wgd,gbM,Eucgr.A00051,0.0322917,0.0932943,0.346127,0.0152312
30,Eucgr.A00246,wgd,TE-like,Eucgr.A00052,0.0877187,0.144146,0.608542,0.00949408
31,Eucgr.A00250,wgd,Unclassified,Eucgr.A00053,0.003353,0.0321546,0.104277,0.0421601
32,Eucgr.A00256,wgd,Unmethylated,Eucgr.A00054,0.0182288,0.0700709,0.260148,1.07193e-05
33,Eucgr.A00257,wgd,NA,Eucgr.A00055,0.0290923,0.0786109,0.370079,0.0134168
34,Eucgr.A00261,wgd,Unclassified,Eucgr.A00057,0.0116746,0.0353642,0.330124,0.00395099
35,Eucgr.A00262,wgd,Unclassified,Eucgr.A00058,0.00312587,0.0200445,0.155946,0.00807555
36,Eucgr.A00263,wgd,NA,Eucgr.A00059,0.00256489,NA,NA,NA
37,Eucgr.A00269,wgd,NA,Eucgr.A00073,NA,0.0155657,1.4265e-13,NA
38,Eucgr.A00271,wgd,NA,Eucgr.A00074,0.0038589,0.00981194,0.393287,0.313521
39,Eucgr.A00272,wgd,Unmethylated,Eucgr.A00076,0.0384442,0.0367035,1.04742,0.998752
40,Eucgr.A00274,wgd,Unclassified,Eucgr.A00078,0.00821941,0.0144615,0.568364,0.262219
41,Eucgr.A00275,wgd,gbM,Eucgr.A00079,0.0115498,0.0809239,0.142724,2.71706e-07
42,Eucgr.A00277,wgd,NA,Eucgr.A00081,0.016248,0.0294939,0.550895,0.0570184
43,Eucgr.A00278,wgd,Unclassified,Eucgr.A00082,0.00810275,0.0493488,0.164194,3.29807e-05
44,Eucgr.A00280,wgd,NA,Eucgr.A00085,0.00721279,0.0423141,0.170458,0.00248899
45,Eucgr.A00281,wgd,NA,Eucgr.A00087,0.0500357,0.15797,0.316742,5.58694e-05
46,Eucgr.A00282,wgd,Unclassified,Eucgr.A00088,0.0652448,0.172518,0.37819,0.000154388
47,Eucgr.A00328,wgd,Unclassified,Eucgr.A00205,0.00220552,0.051207,0.0430707,0.000479601
48,Eucgr.A00338,wgd,NA,Eucgr.A00210,0.0581274,0.259766,0.223768,5.86973e-05
49,Eucgr.A00475,wgd,Unclassified,Eucgr.F01527,0.136153,1.49835,0.0908684,3.24231e-64
50,Eucgr.A00483,wgd,gbM,Eucgr.F01528,0.185252,1.96907,0.0940812,1.06727e-51
