,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Gorai.001G000400,wgd,Unclassified,Gorai.009G069100,0.135553,0.415247,0.326439,8.62808e-08
2,Gorai.001G000600,wgd,Unclassified,Gorai.010G124200,0.186677,0.728165,0.256367,1.05211e-10
3,Gorai.001G001400,wgd,gbM,Gorai.010G123200,0.133753,0.483314,0.276741,2.54082e-10
4,Gorai.001G001500,wgd,Unclassified,Gorai.009G068400,0.0824805,0.594927,0.13864,1.0616e-26
5,Gorai.001G001600,wgd,gbM,Gorai.009G068300,0.235374,0.537331,0.438044,1.10663e-09
6,Gorai.001G001700,wgd,Unclassified,Gorai.010G123100,0.24299,0.80163,0.30312,2.67549e-09
7,Gorai.001G001900,wgd,Unclassified,Gorai.009G067900,0.119549,0.330675,0.361531,1.61827e-09
8,Gorai.001G002000,wgd,gbM,Gorai.010G122800,0.140039,0.460524,0.304086,1.56428e-17
9,Gorai.001G002200,wgd,Unclassified,Gorai.010G121800,0.12952,0.638494,0.202853,9.12773e-21
10,Gorai.001G002300,wgd,gbM,Gorai.009G066800,0.161439,0.330135,0.489007,2.7979e-26
11,Gorai.001G002400,wgd,Unclassified,Gorai.013G233100,0.146649,0.852927,0.171936,9.08464e-16
12,Gorai.001G002500,wgd,Unclassified,Gorai.010G065600,0.103313,0.978026,0.105634,5.09485e-48
13,Gorai.001G002600,wgd,TE-like,Gorai.010G065800,0.122295,0.669989,0.182533,4.77435e-32
14,Gorai.001G002700,wgd,Unclassified,Gorai.010G066400,0.101317,1.06572,0.0950688,1.29725e-95
15,Gorai.001G002800,wgd,Unclassified,Gorai.009G022100,0.124361,0.634844,0.195892,1.45801e-26
16,Gorai.001G002900,wgd,Unclassified,Gorai.011G079300,0.647678,4.8774,0.132792,2.30118e-61
17,Gorai.001G003200,wgd,Unclassified,Gorai.010G067400,0.117868,1.29552,0.0909809,3.12128e-61
18,Gorai.001G003300,wgd,gbM,Gorai.010G068500,0.0562255,0.414402,0.135679,4.74744e-29
19,Gorai.001G003600,wgd,Unmethylated,Gorai.009G022800,0.110692,0.490586,0.225633,6.74707e-34
20,Gorai.001G003700,wgd,gbM,Gorai.013G231000,0.0666586,0.490892,0.135791,9.72662e-24
21,Gorai.001G003800,wgd,NA,Gorai.009G023400,0.0637102,0.344718,0.184818,2.50892e-07
22,Gorai.001G003900,wgd,Unclassified,Gorai.009G023600,0.0628787,1.00625,0.062488,6.06048e-53
23,Gorai.001G004000,wgd,Unclassified,Gorai.009G023700,0.0925499,0.685037,0.135102,1.03786e-71
24,Gorai.001G004100,wgd,TE-like,Gorai.009G023800,0.145543,1.1707,0.124322,8.38693e-50
25,Gorai.001G004200,wgd,gbM,Gorai.011G076900,0.371588,3.93805,0.0943584,8.52516e-51
26,Gorai.001G004300,wgd,Unclassified,Gorai.010G069600,0.0718966,0.68475,0.104997,1.24924e-49
27,Gorai.001G004600,wgd,Unmethylated,Gorai.009G133500,0.531551,1.1767,0.451729,0.00382565
28,Gorai.001G004700,wgd,Unmethylated,Gorai.010G069800,0.321768,0.750939,0.428488,0.00839336
29,Gorai.001G004800,wgd,Unclassified,Gorai.010G069900,0.158105,0.508932,0.31066,4.62666e-08
30,Gorai.001G004900,wgd,Unclassified,Gorai.010G070100,0.135034,0.937046,0.144106,1.47132e-06
31,Gorai.001G005000,wgd,Unclassified,Gorai.009G024300,0.0834991,0.662391,0.126057,1.15375e-19
32,Gorai.001G005100,wgd,Unclassified,Gorai.010G070300,0.248723,0.560402,0.44383,0.000236386
33,Gorai.001G005200,wgd,Unclassified,Gorai.009G133700,0.569534,2.08092,0.273693,1.36381e-22
34,Gorai.001G005300,wgd,Unclassified,Gorai.010G071200,0.493364,2.22277,0.221959,1.38909e-05
35,Gorai.001G005400,wgd,Unclassified,Gorai.010G071300,0.24439,0.988497,0.247233,1.07588e-14
36,Gorai.001G005600,wgd,gbM,Gorai.013G230900,0.0627837,0.79249,0.0792234,1.24632e-57
37,Gorai.001G005700,wgd,gbM,Gorai.010G072000,0.11987,0.795622,0.150662,3.07089e-59
38,Gorai.001G005800,wgd,Unclassified,Gorai.009G025700,0.0848008,0.439676,0.192871,2.73908e-15
39,Gorai.001G005900,wgd,gbM,Gorai.010G072700,0.286494,0.682094,0.420022,8.71222e-15
40,Gorai.001G006000,wgd,gbM,Gorai.010G072800,0.175958,1.16202,0.151424,4.9524e-38
41,Gorai.001G006400,wgd,Unclassified,Gorai.004G280500,0.129563,0.475393,0.272538,1.53015e-27
42,Gorai.001G006500,wgd,gbM,Gorai.009G025900,0.179275,0.383135,0.467915,4.4916e-08
43,Gorai.001G006600,wgd,Unclassified,Gorai.009G026100,0.136022,0.505445,0.269114,1.19527e-14
44,Gorai.001G006700,wgd,Unclassified,Gorai.001G027100,0.288918,3.85276,0.0749897,1.47201e-57
45,Gorai.001G007000,wgd,Unclassified,Gorai.010G073600,0.174207,0.564387,0.308666,1.21124e-12
46,Gorai.001G007200,wgd,gbM,Gorai.004G280900,0.0349262,0.646914,0.0539889,2.39764e-27
47,Gorai.001G007300,wgd,TE-like,Gorai.009G026800,0.149831,0.505406,0.296456,4.7284e-07
48,Gorai.001G007400,wgd,Unclassified,Gorai.010G074400,0.0523342,0.481707,0.108643,6.02203e-33
49,Gorai.001G007600,wgd,gbM,Gorai.010G074600,0.0687632,0.336388,0.204416,4.22204e-45
50,Gorai.001G007700,wgd,Unclassified,Gorai.010G074800,0.23011,1.26157,0.1824,5.05222e-36
51,Gorai.001G007800,wgd,Unclassified,Gorai.010G075100,0.102475,2.34345,0.0437281,1.60186e-120
52,Gorai.001G007900,wgd,gbM,Gorai.010G107300,0.41849,4.44812,0.0940823,1.91277e-75
53,Gorai.001G008100,wgd,Unmethylated,Gorai.010G075300,0.118511,0.890081,0.133147,1.58779e-19
54,Gorai.001G008200,wgd,Unclassified,Gorai.009G027200,0.169604,1.43671,0.11805,9.25344e-81
55,Gorai.001G008600,wgd,Unclassified,Gorai.001G026400,0.5142,1.9257,0.267019,1.03036e-09
56,Gorai.001G008700,wgd,Unmethylated,Gorai.003G062600,0.403455,3.64802,0.110595,2.19824e-23
57,Gorai.001G008900,wgd,gbM,Gorai.001G026200,0.0952521,2.10249,0.0453043,1.7519e-126
58,Gorai.001G009200,wgd,Unclassified,Gorai.010G077700,0.108974,0.925864,0.117699,5.53517e-59
59,Gorai.001G009300,wgd,Unclassified,Gorai.003G061500,0.324103,4.22413,0.0767266,1.1267e-54
60,Gorai.001G009400,wgd,Unclassified,Gorai.010G077800,0.0696182,0.740793,0.0939779,4.42964e-38
61,Gorai.001G009500,wgd,Unmethylated,Gorai.010G078100,0.140746,0.549118,0.256313,0.00010934
62,Gorai.001G009600,wgd,Unmethylated,Gorai.010G078200,0.194992,0.975719,0.199844,4.21254e-08
63,Gorai.001G009700,wgd,Unclassified,Gorai.013G229600,0.199588,0.448973,0.444545,1.64984e-06
64,Gorai.001G009800,wgd,Unmethylated,Gorai.009G028600,0.0813521,1.12222,0.0724922,2.1244e-61
65,Gorai.001G009900,wgd,Unclassified,Gorai.009G047600,0.285397,4.14453,0.0688612,2.71372e-63
66,Gorai.001G010000,wgd,Unclassified,Gorai.010G079900,0.232856,0.765232,0.304294,2.65429e-09
67,Gorai.001G010300,wgd,gbM,Gorai.004G283100,0.0520716,0.344183,0.151291,3.92082e-14
68,Gorai.001G010500,wgd,gbM,Gorai.010G081100,0.213351,0.65599,0.325236,4.4491e-25
69,Gorai.001G010600,wgd,gbM,Gorai.010G081200,0.128597,1.45252,0.0885337,1.40684e-15
70,Gorai.001G010700,wgd,Unmethylated,Gorai.009G030500,0.0720501,1.71751,0.0419504,3.83866e-70
71,Gorai.001G010900,wgd,gbM,Gorai.009G045900,0.618447,1.68418,0.36721,3.75514e-19
72,Gorai.001G011000,wgd,gbM,Gorai.009G045800,0.126555,1.52604,0.0829305,1.96558e-63
73,Gorai.001G011200,wgd,Unclassified,Gorai.010G082000,0.0928964,1.41336,0.0657273,3.64091e-40
74,Gorai.001G011400,wgd,gbM,Gorai.010G082600,0.170402,0.34008,0.501064,0.00032526
75,Gorai.001G011500,wgd,gbM,Gorai.011G066100,0.54643,1.47283,0.371008,4.13438e-07
76,Gorai.001G011600,wgd,gbM,Gorai.003G059500,0.158071,2.7848,0.0567619,3.27169e-125
77,Gorai.001G011800,wgd,Unmethylated,Gorai.009G031500,0.12867,1.24105,0.103678,5.9379e-53
78,Gorai.001G011900,wgd,Unclassified,Gorai.010G083000,0.267371,1.07488,0.248744,2.31517e-10
79,Gorai.001G012000,wgd,gbM,Gorai.009G141900,0.334719,2.43911,0.13723,1.72358e-96
80,Gorai.001G012100,wgd,Unmethylated,Gorai.001G022700,0.587794,3.78314,0.155372,5.78445e-21
81,Gorai.001G012300,wgd,Unclassified,Gorai.013G227400,0.121573,0.997205,0.121914,6.75311e-47
82,Gorai.001G012400,wgd,Unclassified,Gorai.010G083900,0.250182,0.852163,0.293584,5.89532e-16
83,Gorai.001G012500,wgd,gbM,Gorai.003G059200,0.283611,1.38772,0.204371,6.16223e-30
84,Gorai.001G012700,wgd,Unmethylated,Gorai.004G284200,0.292448,1.25024,0.233913,5.42961e-10
85,Gorai.001G012800,wgd,Unclassified,Gorai.011G063800,0.252494,1.38471,0.182345,4.75785e-08
86,Gorai.001G012900,wgd,Unclassified,Gorai.009G032900,0.128863,0.537578,0.239711,1.02911e-23
87,Gorai.001G013000,wgd,Unclassified,Gorai.009G143000,0.300526,1.67486,0.179434,2.45189e-25
88,Gorai.001G013200,wgd,Unmethylated,Gorai.011G063500,0.382803,2.6112,0.146601,3.57356e-10
89,Gorai.001G013300,wgd,gbM,Gorai.013G227100,0.129181,0.654565,0.197354,2.79144e-26
90,Gorai.001G013400,wgd,gbM,Gorai.010G084900,0.0902087,0.340491,0.264937,1.18008e-36
91,Gorai.001G013500,wgd,gbM,Gorai.009G143300,0.341396,2.18083,0.156544,5.19375e-47
92,Gorai.001G013600,wgd,Unclassified,Gorai.009G033800,0.0762333,0.714817,0.106647,3.00717e-33
93,Gorai.001G013700,wgd,Unmethylated,Gorai.009G033900,0.101291,1.17881,0.0859265,1.84161e-18
94,Gorai.001G013800,wgd,gbM,Gorai.011G063100,0.324983,3.18826,0.101931,3.71699e-15
95,Gorai.001G014000,wgd,gbM,Gorai.010G085400,0.0441313,0.505744,0.0872601,1.51598e-31
96,Gorai.001G014100,wgd,gbM,Gorai.013G226700,0.0341162,0.362877,0.0940159,1.70702e-103
97,Gorai.001G014200,wgd,Unclassified,Gorai.013G226200,0.227547,0.654608,0.347608,1.31072e-08
98,Gorai.001G014300,wgd,gbM,Gorai.010G086700,0.0316122,0.697163,0.0453441,2.06871e-31
99,Gorai.001G014500,wgd,Unclassified,Gorai.013G225800,0.227615,0.825716,0.275658,3.85493e-08
100,Gorai.001G014700,wgd,Unclassified,Gorai.009G034700,0.0330215,0.866107,0.0381264,5.09022e-39
101,Gorai.001G014800,wgd,NA,Gorai.013G225600,0.122662,0.393721,0.311545,0.000314704
102,Gorai.001G015100,wgd,gbM,Gorai.009G034900,0.151109,0.42389,0.356482,7.73497e-08
103,Gorai.001G015200,wgd,Unmethylated,Gorai.010G087200,0.421522,3.85384,0.109377,7.62282e-28
