,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,FvH4_1g00720,wgd,gbM,FvH4_2g41200,0.249155,3.60142,0.0691823,9.73334e-110
2,FvH4_1g00840,wgd,Unmethylated,FvH4_2g41150,0.589735,3.15015,0.187208,2.07456e-07
3,FvH4_1g00890,wgd,gbM,FvH4_2g41140,0.105315,1.50378,0.0700339,5.23076e-122
4,FvH4_1g01040,wgd,gbM,FvH4_2g41080,0.298994,2.4446,0.122308,4.46469e-104
5,FvH4_1g01070,wgd,Unmethylated,FvH4_2g41050,0.310311,4.09419,0.075793,4.87051e-81
6,FvH4_1g01160,wgd,gbM,FvH4_2g40930,0.168852,3.66642,0.0460535,2.41001e-76
7,FvH4_1g01300,wgd,Unclassified,FvH4_2g40890,0.466077,4.42776,0.105262,1.41868e-55
8,FvH4_1g01330,wgd,Unclassified,FvH4_2g40880,0.569794,4.11017,0.13863,2.22882e-35
9,FvH4_1g01470,wgd,Unmethylated,FvH4_2g40800,0.273902,0.481179,0.56923,0.00113274
10,FvH4_1g02430,wgd,Unclassified,FvH4_2g28800,0.445541,1.54713,0.28798,1.92572e-20
11,FvH4_1g02450,wgd,gbM,FvH4_2g28810,0.232299,1.60065,0.145128,2.13143e-66
12,FvH4_1g02490,wgd,gbM,FvH4_2g28820,0.149613,2.11486,0.0707435,3.41513e-145
13,FvH4_1g02510,wgd,Unclassified,FvH4_2g28830,0.372234,4.32137,0.0861379,6.44825e-63
14,FvH4_1g02630,wgd,gbM,FvH4_2g28960,0.217133,1.86784,0.116248,1.73577e-32
15,FvH4_1g02640,wgd,Unmethylated,FvH4_6g29570,0.48168,3.39691,0.1418,3.54081e-14
16,FvH4_1g02700,wgd,Unmethylated,FvH4_2g28970,0.439341,3.63039,0.121018,2.73742e-28
17,FvH4_1g02760,wgd,Unclassified,FvH4_2g28990,0.215943,2.85437,0.0756536,3.32528e-83
18,FvH4_1g02850,wgd,gbM,FvH4_2g29010,0.459617,2.98638,0.153904,4.4507e-29
19,FvH4_1g02860,wgd,Unmethylated,FvH4_6g29770,0.634354,3.09893,0.204701,2.4071e-08
20,FvH4_1g02990,wgd,gbM,FvH4_6g29810,0.289127,4.15834,0.0695295,2.58282e-65
21,FvH4_1g03020,wgd,gbM,FvH4_6g29820,0.509115,1.60384,0.317435,6.69363e-08
22,FvH4_1g03080,wgd,Unclassified,FvH4_6g29850,0.503644,2.06567,0.243817,6.10313e-20
23,FvH4_1g03100,wgd,Unmethylated,FvH4_6g29870,0.443242,1.69681,0.26122,5.12277e-07
24,FvH4_1g03130,wgd,gbM,FvH4_2g29100,0.256931,2.82063,0.0910899,1.02008e-89
25,FvH4_1g03140,wgd,gbM,FvH4_2g29110,0.382696,1.52723,0.250582,7.15533e-08
26,FvH4_1g03160,wgd,Unmethylated,FvH4_6g29910,0.450537,1.87584,0.240179,6.25851e-09
27,FvH4_1g03170,wgd,Unmethylated,FvH4_6g29920,0.178138,2.80172,0.0635816,5.65361e-138
