,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,AL1G10360,wgd,gbM,AL5G43180,0.160713,1.78113,0.0902313,6.45812e-286
2,AL1G10490,wgd,Unclassified,AL4G44910,0.279468,2.4737,0.112976,8.05265e-76
3,AL1G10510,wgd,Unclassified,AL5G43280,0.103671,3.89594,0.02661,3.60889e-60
4,AL1G10540,wgd,Unclassified,AL5G43490,0.27149,2.86247,0.0948447,1.26351e-39
5,AL1G10550,wgd,gbM,AL6G52810,0.103347,0.648804,0.159288,8.13898e-83
6,AL1G10560,wgd,Unclassified,AL5G43500,0.15612,3.59282,0.0434535,4.12217e-47
7,AL1G10640,wgd,Unmethylated,AL6G52950,0.371899,0.593515,0.626604,0.0644557
8,AL1G10650,wgd,gbM,AL6G52960,0.213866,0.604936,0.353536,8.53995e-13
9,AL1G10670,wgd,Unclassified,AL4G45110,0.618166,4.20468,0.147019,8.66957e-24
10,AL1G10690,wgd,Unmethylated,AL4G45130,0.619763,3.90698,0.15863,5.26414e-23
11,AL1G10740,wgd,Unclassified,AL6G53030,0.405202,1.42363,0.284625,1.55527e-07
12,AL1G10760,wgd,Unclassified,AL6G53040,0.0166679,0.62091,0.0268444,1.49207e-48
13,AL1G10770,wgd,Unclassified,AL6G53050,0.0487419,1.62862,0.0299283,5.23378e-104
14,AL1G10780,wgd,Unmethylated,AL6G53070,0.0587886,1.07637,0.0546173,7.26973e-80
15,AL1G10800,wgd,Unclassified,AL6G53190,0.258726,1.18878,0.21764,1.72941e-41
16,AL1G10820,wgd,Unclassified,AL6G53210,0.341993,1.32992,0.257153,2.01648e-23
17,AL1G10840,wgd,Unclassified,AL6G52040,0.0540705,0.797202,0.0678253,5.33573e-47
18,AL1G10850,wgd,Unclassified,AL6G52050,0.297541,1.0764,0.276422,2.41165e-12
19,AL1G10860,wgd,Unclassified,AL6G52070,0.0649144,1.35115,0.0480439,1.43827e-79
20,AL1G10890,wgd,Unclassified,AL6G52110,0.232609,0.678886,0.342633,2.69645e-08
21,AL1G10930,wgd,Unmethylated,AL5G43870,0.220603,4.30457,0.0512486,3.93558e-94
22,AL1G10940,wgd,Unclassified,AL4G45390,0.244024,2.79836,0.0872025,3.4364e-12
23,AL1G10960,wgd,Unmethylated,AL6G52190,0.189824,1.0807,0.175648,1.03889e-31
24,AL1G10980,wgd,Unclassified,AL6G52250,0.20108,0.800123,0.251311,4.77594e-15
25,AL1G11010,wgd,Unclassified,AL4G45680,0.574718,4.46949,0.128587,1.81874e-51
26,AL1G11020,wgd,Unclassified,AL6G52280,0.218523,1.67509,0.130454,4.90052e-37
27,AL1G11030,wgd,Unmethylated,AL6G52290,0.1703,1.00783,0.168977,4.9532e-31
28,AL1G11070,wgd,Unmethylated,AL6G52310,0.173685,0.488646,0.355441,0.00847979
29,AL1G11084,wgd,TE-like,AL5G44170,0.141848,2.09484,0.0677131,1.28534e-36
30,AL1G11100,wgd,gbM,AL6G52380,0.381598,1.57619,0.242101,0.00020944
31,AL1G11110,wgd,Unclassified,AL4G45730,0.225423,4.6016,0.048988,4.28895e-126
32,AL1G11160,wgd,Unmethylated,AL5G44380,0.203718,4.39841,0.0463163,2.27741e-90
33,AL1G11200,wgd,gbM,AL4G45930,0.374616,2.84984,0.131452,5.69191e-50
