,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Prupe.1G003300,wgd,gbM,Prupe.8G206400,0.132047,1.89608,0.0696418,4.48389e-74
2,Prupe.1G003400,wgd,Unclassified,Prupe.8G204500,0.0976083,1.74672,0.0558809,7.22338e-46
3,Prupe.1G005700,wgd,gbM,Prupe.8G203500,0.164741,1.35349,0.121715,6.63758e-102
4,Prupe.1G006100,wgd,gbM,Prupe.8G203400,0.445339,4.05026,0.109953,3.39659e-49
5,Prupe.1G006300,wgd,Unclassified,Prupe.8G203300,0.396092,1.50815,0.262635,3.85136e-16
6,Prupe.1G006400,wgd,Unclassified,Prupe.8G202900,0.165605,3.19241,0.0518745,2.66654e-28
7,Prupe.1G006700,wgd,Unclassified,Prupe.8G202800,0.0863897,2.09743,0.0411883,2.48667e-43
8,Prupe.1G008000,wgd,gbM,Prupe.8G202200,0.526857,1.62938,0.323347,3.03434e-24
9,Prupe.1G008900,wgd,gbM,Prupe.8G201400,0.158627,1.63947,0.0967548,3.58836e-81
10,Prupe.1G009000,wgd,gbM,Prupe.8G201200,0.0638012,1.38289,0.0461363,7.00321e-41
11,Prupe.1G009800,wgd,Unmethylated,Prupe.8G201100,0.419829,1.57995,0.265722,4.10627e-06
12,Prupe.1G010500,wgd,gbM,Prupe.8G200600,0.249979,1.57974,0.158241,7.09595e-25
13,Prupe.1G011200,wgd,Unclassified,Prupe.8G240200,0.488464,1.80649,0.270394,5.14792e-56
14,Prupe.1G013200,wgd,gbM,Prupe.8G239000,0.576697,4.93892,0.116766,1.69001e-83
15,Prupe.1G013500,wgd,Unclassified,Prupe.8G238900,0.117316,3.61574,0.0324458,3.18063e-47
16,Prupe.1G014600,wgd,Unmethylated,Prupe.8G238800,0.432789,3.55234,0.121832,1.03981e-30
17,Prupe.1G014800,wgd,Unmethylated,Prupe.8G238700,0.305396,2.2289,0.137016,3.82575e-26
18,Prupe.1G016000,wgd,Unclassified,Prupe.8G238300,0.290812,1.49636,0.194345,3.28817e-18
19,Prupe.1G016900,wgd,gbM,Prupe.8G237900,0.363735,1.52018,0.23927,7.57426e-12
20,Prupe.1G017000,wgd,Unclassified,Prupe.8G237800,0.490212,1.01452,0.483198,4.46514e-05
21,Prupe.1G017700,wgd,Unmethylated,Prupe.8G237500,0.588686,3.65284,0.161159,1.96303e-29
22,Prupe.1G018200,wgd,Unclassified,Prupe.8G236900,0.123118,3.51615,0.035015,1.15285e-86
23,Prupe.1G018900,wgd,Unclassified,Prupe.8G236600,0.200875,1.55232,0.129403,5.78179e-44
24,Prupe.1G019000,wgd,gbM,Prupe.8G236500,0.162022,1.73405,0.0934354,6.79083e-54
25,Prupe.1G019100,wgd,gbM,Prupe.6G340600,0.482808,2.8507,0.169365,3.37442e-51
26,Prupe.1G019400,wgd,Unclassified,Prupe.8G236300,0.416149,1.33801,0.311022,2.01392e-50
27,Prupe.1G019500,wgd,Unclassified,Prupe.6G340700,0.0788671,1.80113,0.0437875,7.12954e-59
28,Prupe.1G019900,wgd,Unclassified,Prupe.8G236100,0.132906,1.97245,0.0673813,1.44254e-102
