,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Thhalv10000014m.g,wgd,Unclassified,Thhalv10027006m.g,0.186078,0.886072,0.210003,6.51809e-67
2,Thhalv10000016m.g,wgd,Unclassified,Thhalv10024240m.g,0.0396688,0.877527,0.0452052,2.3532e-178
3,Thhalv10000024m.g,wgd,Unmethylated,Thhalv10024289m.g,0.0842833,0.704883,0.119571,1.98897e-90
4,Thhalv10000025m.g,wgd,Unclassified,Thhalv10003525m.g,0.783534,4.62921,0.169259,4.09989e-59
5,Thhalv10000029m.g,wgd,Unclassified,Thhalv10024301m.g,0.0270848,0.776327,0.0348885,2.19726e-168
6,Thhalv10000036m.g,wgd,Unmethylated,Thhalv10015659m.g,0.409244,1.3811,0.296317,5.50319e-45
7,Thhalv10000041m.g,wgd,Unmethylated,Thhalv10024365m.g,0.081323,1.09216,0.0744608,2.80081e-111
8,Thhalv10000042m.g,wgd,Unclassified,Thhalv10024369m.g,0.074055,0.916718,0.0807827,1.20876e-102
9,Thhalv10000043m.g,wgd,Unclassified,Thhalv10024409m.g,0.12133,0.737914,0.164424,4.97602e-63
10,Thhalv10000046m.g,wgd,Unclassified,Thhalv10024448m.g,0.204517,1.05899,0.193124,7.13697e-54
11,Thhalv10000047m.g,wgd,Unclassified,Thhalv10003745m.g,0.337593,1.78607,0.189014,1.86892e-63
12,Thhalv10000048m.g,wgd,Unmethylated,Thhalv10024425m.g,0.0454761,0.587867,0.0773579,1.31973e-87
13,Thhalv10000049m.g,wgd,Unclassified,Thhalv10024415m.g,0.10925,0.643564,0.169758,1.32462e-56
14,Thhalv10000050m.g,wgd,Unclassified,Thhalv10024482m.g,0.185356,0.81818,0.226547,7.1097e-41
15,Thhalv10000051m.g,wgd,Unmethylated,Thhalv10026931m.g,0.116283,1.01922,0.11409,7.06529e-77
16,Thhalv10000055m.g,wgd,Unclassified,Thhalv10024484m.g,0.156112,0.918909,0.169889,1.61208e-61
17,Thhalv10000057m.g,wgd,Unclassified,Thhalv10024479m.g,0.0998979,0.984351,0.101486,1.14186e-63
18,Thhalv10000059m.g,wgd,Unclassified,Thhalv10024520m.g,0.0815249,0.969877,0.084057,5.3637e-98
19,Thhalv10000061m.g,wgd,Unclassified,Thhalv10027018m.g,0.155507,1.02376,0.151897,2.58411e-46
20,Thhalv10000072m.g,wgd,Unclassified,Thhalv10024837m.g,0.370708,1.22258,0.303218,3.42897e-17
21,Thhalv10000073m.g,wgd,Unclassified,Thhalv10024573m.g,0.0525374,0.933451,0.056283,2.60083e-71
22,Thhalv10000076m.g,wgd,Unclassified,Thhalv10024509m.g,0.174888,2.11707,0.0826085,1.09873e-55
23,Thhalv10000077m.g,wgd,Unmethylated,Thhalv10024669m.g,0.0376333,0.303292,0.124083,1.88596e-36
24,Thhalv10000081m.g,wgd,Unclassified,Thhalv10024678m.g,0.0743175,0.800771,0.0928074,8.17213e-71
25,Thhalv10000082m.g,wgd,Unclassified,Thhalv10024693m.g,0.0640637,1.01668,0.0630124,1.17103e-86
26,Thhalv10000095m.g,wgd,Unclassified,Thhalv10024840m.g,0.109316,0.745676,0.1466,1.43095e-45
27,Thhalv10000098m.g,wgd,Unclassified,Thhalv10024866m.g,0.203455,1.21736,0.167128,1.39824e-39
28,Thhalv10000101m.g,wgd,Unmethylated,Thhalv10024716m.g,0.0711961,1.40031,0.050843,2.68373e-103
29,Thhalv10000102m.g,wgd,Unmethylated,Thhalv10024652m.g,0.13719,0.948101,0.1447,2.19672e-50
30,Thhalv10000105m.g,wgd,Unclassified,Thhalv10024827m.g,0.25022,1.28533,0.194674,3.92905e-34
