,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Potri.001G000500,wgd,Unmethylated,Potri.003G224100,0.053735,1.04715,0.0513153,1.26558e-71
2,Potri.001G000700,wgd,Unclassified,Potri.003G224000,0.0305494,0.241226,0.126643,2.7184e-14
3,Potri.001G000800,wgd,Unclassified,Potri.003G223800,0.0847212,0.202229,0.418937,2.63259e-09
4,Potri.001G000900,wgd,TE-like,Potri.003G223601,0.190758,0.501183,0.380615,1.25469e-06
5,Potri.001G001100,wgd,Unmethylated,Potri.003G223500,0.0924569,0.271693,0.340299,7.47125e-05
6,Potri.001G001201,wgd,Unclassified,Potri.003G223400,0.150363,0.384706,0.390852,1.36412e-06
7,Potri.001G001400,wgd,Unmethylated,Potri.003G223300,0.125146,0.41303,0.302996,6.76334e-07
8,Potri.001G001500,wgd,Unclassified,Potri.003G223200,0.0738224,0.264086,0.279539,3.24562e-08
9,Potri.001G001600,wgd,Unclassified,Potri.003G223100,0.032745,0.229944,0.142404,2.15878e-22
10,Potri.001G001700,wgd,gbM,Potri.003G223000,0.0923664,0.251198,0.367704,3.5069e-10
11,Potri.001G002000,wgd,gbM,Potri.003G222700,0.0477785,0.264016,0.180968,4.2356e-24
12,Potri.001G002300,wgd,Unclassified,Potri.003G222600,0.0515498,0.285175,0.180765,3.61958e-16
13,Potri.001G002400,wgd,Unmethylated,Potri.003G222501,0.195954,0.455309,0.430376,0.00774504
14,Potri.001G002500,wgd,gbM,Potri.003G222400,0.0161849,0.218575,0.0740474,5.56988e-35
15,Potri.001G002600,wgd,Unclassified,Potri.003G222300,0.0693795,0.192196,0.360983,6.64114e-11
16,Potri.001G002700,wgd,Unmethylated,Potri.003G222200,0.130127,0.258278,0.503824,0.001238
17,Potri.001G003200,wgd,Unmethylated,Potri.003G222000,0.128451,0.199939,0.642451,0.287548
18,Potri.001G003300,wgd,Unmethylated,Potri.003G221800,0.0612979,0.257509,0.238042,0.000194608
19,Potri.001G003500,wgd,Unmethylated,Potri.003G221500,0.100071,0.28608,0.3498,0.0057714
20,Potri.001G003632,wgd,Unclassified,Potri.003G221400,0.13959,0.300209,0.464976,0.00536968
21,Potri.001G003800,wgd,Unmethylated,Potri.003G221200,0.0309853,0.346206,0.0894995,2.91677e-24
22,Potri.001G003900,wgd,gbM,Potri.003G221100,0.0228496,0.182095,0.125482,1.71484e-76
23,Potri.001G004000,wgd,Unclassified,Potri.019G035300,0.216354,1.29049,0.167653,8.31281e-17
24,Potri.001G004100,wgd,Unmethylated,Potri.003G220901,0.0696128,0.169686,0.410245,0.090394
25,Potri.001G004200,wgd,gbM,Potri.003G220800,0.0512573,0.188579,0.271809,2.25195e-38
26,Potri.001G004500,wgd,gbM,Potri.003G220400,0.025463,0.255094,0.0998184,4.69253e-17
27,Potri.001G004600,wgd,Unclassified,Potri.003G220300,0.0219449,0.228867,0.095885,6.30381e-24
28,Potri.001G004700,wgd,Unmethylated,Potri.019G036100,0.393938,3.84984,0.102326,4.2072e-27
29,Potri.001G004800,wgd,Unclassified,Potri.019G036200,0.394311,1.4397,0.273884,1.47151e-12
30,Potri.001G004900,wgd,Unmethylated,Potri.003G220000,0.28797,0.251028,1.14716,0.63594
31,Potri.001G005100,wgd,Unmethylated,Potri.019G036300,0.405761,3.92709,0.103324,2.2247e-37
32,Potri.001G005400,wgd,Unmethylated,Potri.003G219300,0.0648233,0.302237,0.214479,4.12097e-08
33,Potri.001G005500,wgd,Unclassified,Potri.003G219200,0.0777986,0.207561,0.374823,1.9363e-06
34,Potri.001G005700,wgd,Unclassified,Potri.003G218900,0.13669,0.359771,0.379937,2.37387e-11
35,Potri.001G006200,wgd,Unclassified,Potri.016G063000,0.328312,1.98437,0.165449,3.95581e-50
36,Potri.001G006300,wgd,Unclassified,Potri.003G218700,0.033343,0.257063,0.129707,4.20052e-11
37,Potri.001G006400,wgd,gbM,Potri.003G218600,0.0545164,0.221348,0.246293,2.95062e-07
38,Potri.001G006500,wgd,Unclassified,Potri.003G218500,0.0612392,0.209291,0.292603,7.89421e-11
39,Potri.001G007000,wgd,Unmethylated,Potri.003G218400,0.0749069,0.362501,0.206639,1.78976e-15
40,Potri.001G007400,wgd,Unmethylated,Potri.003G218200,0.0717596,0.388553,0.184684,1.29534e-18
41,Potri.001G007600,wgd,Unmethylated,Potri.003G218000,0.211069,1.11601,0.189129,0.0186789
42,Potri.001G007800,wgd,gbM,Potri.003G217900,0.00408923,0.221679,0.0184466,4.23399e-22
43,Potri.001G007900,wgd,gbM,Potri.003G217800,0.0433446,0.22467,0.192925,2.07608e-21
44,Potri.001G008000,wgd,NA,Potri.003G217700,0.016067,0.156172,0.10288,3.49137e-17
45,Potri.001G008100,wgd,NA,Potri.003G217500,0.154285,0.215532,0.715833,0.473947
46,Potri.001G008300,wgd,NA,Potri.003G217300,0.0971485,0.219539,0.442512,0.00621918
47,Potri.001G008400,wgd,Unclassified,Potri.003G217200,0.058978,0.465898,0.12659,4.30539e-11
48,Potri.001G008500,wgd,Unmethylated,Potri.001G231400,0.537416,2.29806,0.233857,8.87784e-12
49,Potri.001G008600,wgd,Unmethylated,Potri.003G216900,0.512129,1.13499,0.451217,0.0144872
50,Potri.001G008700,wgd,Unclassified,Potri.003G216800,0.124151,0.293413,0.423126,4.75167e-11
51,Potri.001G008800,wgd,gbM,Potri.003G216650,0.0628497,0.0784349,0.801297,0.650305
52,Potri.001G008900,wgd,Unmethylated,Potri.003G216500,0.218405,0.696557,0.31355,2.19094e-12
53,Potri.001G009100,wgd,Unmethylated,Potri.016G061000,0.292707,1.72708,0.169481,7.3282e-14
54,Potri.001G009200,wgd,Unmethylated,Potri.003G216100,0.137933,0.396266,0.348082,0.000330572
55,Potri.001G009300,wgd,Unmethylated,Potri.003G216000,0.0700908,0.248953,0.281542,0.000494539
56,Potri.001G009400,wgd,Unclassified,Potri.003G215900,0.169641,0.320757,0.528878,0.0227161
57,Potri.001G009600,wgd,Unclassified,Potri.003G215800,0.151664,0.744712,0.203654,2.09493e-23
