,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Ciclev10000038m.g,wgd,gbM,Ciclev10024708m.g,0.594241,1.64078,0.362169,9.03378e-42
2,Ciclev10000039m.g,wgd,gbM,Ciclev10030120m.g,0.141032,2.15073,0.0655739,1.52305e-155
3,Ciclev10000059m.g,wgd,gbM,Ciclev10024732m.g,0.256128,1.85059,0.138404,5.51983e-140
4,Ciclev10000065m.g,wgd,gbM,Ciclev10004186m.g,0.40404,1.60165,0.252265,2.10768e-68
5,Ciclev10000070m.g,wgd,gbM,Ciclev10006926m.g,0.624996,3.80607,0.16421,1.56437e-37
6,Ciclev10000079m.g,wgd,gbM,Ciclev10024864m.g,0.440509,2.01396,0.218728,6.15088e-58
7,Ciclev10000083m.g,wgd,Unclassified,Ciclev10027574m.g,0.213608,4.97028,0.042977,4.83513e-186
8,Ciclev10000084m.g,wgd,gbM,Ciclev10004197m.g,0.129286,2.22484,0.0581101,8.71706e-162
9,Ciclev10000089m.g,wgd,gbM,Ciclev10004210m.g,0.209711,1.89242,0.110816,3.94565e-139
10,Ciclev10000095m.g,wgd,gbM,Ciclev10024733m.g,0.403831,1.7832,0.226464,8.71111e-72
11,Ciclev10000097m.g,wgd,Unclassified,Ciclev10024791m.g,0.432618,3.13593,0.137955,2.38131e-81
12,Ciclev10000125m.g,wgd,gbM,Ciclev10024786m.g,0.127173,2.37423,0.0535638,2.83806e-141
13,Ciclev10000126m.g,wgd,Unclassified,Ciclev10018645m.g,0.254397,2.63781,0.0964423,8.92299e-141
14,Ciclev10000131m.g,wgd,gbM,Ciclev10018670m.g,0.221378,1.54727,0.143076,4.19269e-115
15,Ciclev10000138m.g,wgd,gbM,Ciclev10018690m.g,0.31119,1.45757,0.213499,1.88016e-75
16,Ciclev10000147m.g,wgd,gbM,Ciclev10024772m.g,0.262674,1.3131,0.200041,8.52541e-86
17,Ciclev10000155m.g,wgd,Unclassified,Ciclev10026946m.g,0.584805,4.80723,0.121651,2.85517e-130
18,Ciclev10000188m.g,wgd,gbM,Ciclev10027765m.g,0.361838,1.85882,0.19466,1.03076e-72
19,Ciclev10000190m.g,wgd,gbM,Ciclev10027213m.g,0.398275,2.13428,0.186608,2.69895e-64
20,Ciclev10000195m.g,wgd,gbM,Ciclev10024813m.g,0.25998,3.60247,0.0721673,1.04639e-130
21,Ciclev10000207m.g,wgd,gbM,Ciclev10004258m.g,0.504597,1.70985,0.295111,5.84698e-43
22,Ciclev10000217m.g,wgd,Unclassified,Ciclev10027775m.g,0.294588,3.54884,0.0830097,7.91725e-118
23,Ciclev10000236m.g,wgd,gbM,Ciclev10004281m.g,0.186872,1.88192,0.0992983,2.3083e-128
24,Ciclev10000241m.g,wgd,gbM,Ciclev10024938m.g,0.462145,4.58207,0.100859,1.65411e-58
25,Ciclev10000260m.g,wgd,gbM,Ciclev10024881m.g,0.163177,2.14063,0.0762285,3.09761e-142
26,Ciclev10000269m.g,wgd,Unclassified,Ciclev10024876m.g,0.195899,3.17124,0.0617736,1.64284e-134
27,Ciclev10000281m.g,wgd,Unclassified,Ciclev10024907m.g,0.696341,2.47482,0.28137,2.27214e-31
28,Ciclev10000311m.g,wgd,gbM,Ciclev10000328m.g,0.2359,2.59443,0.0909257,1.11264e-106
29,Ciclev10000316m.g,wgd,Unclassified,Ciclev10023268m.g,0.441463,3.1662,0.13943,2.90764e-62
30,Ciclev10000328m.g,wgd,gbM,Ciclev10000311m.g,0.2359,2.59443,0.0909257,1.11264e-106
31,Ciclev10000335m.g,wgd,gbM,Ciclev10024925m.g,0.086132,1.31519,0.0654903,8.07571e-149
32,Ciclev10000343m.g,wgd,gbM,Ciclev10002136m.g,0.499487,2.01244,0.2482,5.67155e-16
33,Ciclev10000353m.g,wgd,Unclassified,Ciclev10004283m.g,0.221746,2.79571,0.0793165,4.48596e-113
34,Ciclev10000358m.g,wgd,gbM,Ciclev10000480m.g,0.224348,1.84201,0.121795,1.45872e-90
35,Ciclev10000363m.g,wgd,gbM,Ciclev10024951m.g,0.207186,2.9746,0.0696517,1.29418e-131
36,Ciclev10000364m.g,wgd,Unmethylated,Ciclev10024929m.g,0.414493,4.7037,0.0881206,1.15076e-71
37,Ciclev10000365m.g,wgd,Unclassified,Ciclev10023684m.g,0.270228,2.21591,0.121949,2.3031e-26
38,Ciclev10000383m.g,wgd,gbM,Ciclev10027888m.g,0.263396,4.54006,0.0580161,6.68974e-118
39,Ciclev10000387m.g,wgd,gbM,Ciclev10004410m.g,0.227081,3.45568,0.0657123,2.24385e-103
40,Ciclev10000389m.g,wgd,Unclassified,Ciclev10024987m.g,0.476791,1.40211,0.340052,3.42967e-30
41,Ciclev10000396m.g,wgd,gbM,Ciclev10027479m.g,0.700201,4.07913,0.171654,3.61122e-20
42,Ciclev10000400m.g,wgd,gbM,Ciclev10027893m.g,0.153178,2.25004,0.0680779,6.66903e-101
43,Ciclev10000411m.g,wgd,Unclassified,Ciclev10027850m.g,0.506091,4.70293,0.107612,1.1201e-70
44,Ciclev10000420m.g,wgd,Unclassified,Ciclev10004034m.g,0.257791,1.86652,0.138113,3.11929e-81
45,Ciclev10000438m.g,wgd,gbM,Ciclev10000549m.g,0.382307,1.79915,0.212493,3.11773e-49
46,Ciclev10000448m.g,wgd,Unclassified,Ciclev10000495m.g,0.61555,4.45446,0.138187,1.34568e-53
47,Ciclev10000450m.g,wgd,gbM,Ciclev10027936m.g,0.483564,4.42869,0.109189,3.57327e-49
48,Ciclev10000459m.g,wgd,gbM,Ciclev10027894m.g,0.430077,1.78883,0.240424,3.00926e-43
49,Ciclev10000461m.g,wgd,gbM,Ciclev10004460m.g,0.149033,1.69981,0.0876763,9.17507e-113
50,Ciclev10000465m.g,wgd,gbM,Ciclev10024979m.g,0.281474,1.48049,0.190123,3.31749e-61
51,Ciclev10000480m.g,wgd,gbM,Ciclev10000358m.g,0.224348,1.84201,0.121795,1.45872e-90
52,Ciclev10000481m.g,wgd,Unclassified,Ciclev10027882m.g,0.475891,1.7603,0.270347,5.08939e-37
53,Ciclev10000482m.g,wgd,gbM,Ciclev10004485m.g,0.246926,1.753,0.140859,1.40336e-73
54,Ciclev10000495m.g,wgd,gbM,Ciclev10000448m.g,0.61555,4.45446,0.138187,1.34568e-53
