,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,CsaV3_1G000070,wgd,Unclassified,CsaV3_1G009920,0.293293,2.19323,0.133726,5.74025e-56
2,CsaV3_1G000100,wgd,gbM,CsaV3_3G026720,0.478897,4.76395,0.100525,1.91601e-110
3,CsaV3_1G000190,wgd,Unclassified,CsaV3_1G009880,0.656024,2.07943,0.315482,6.64081e-11
4,CsaV3_1G000300,wgd,Unclassified,CsaV3_1G009850,0.322168,2.4983,0.128955,1.04701e-32
5,CsaV3_1G000330,wgd,Unclassified,CsaV3_3G026820,0.18373,2.13741,0.0859595,8.73782e-22
6,CsaV3_1G000430,wgd,Unclassified,CsaV3_1G009780,0.304666,1.60277,0.190087,6.41731e-31
7,CsaV3_1G000450,wgd,gbM,CsaV3_3G026930,0.611294,3.95505,0.154561,1.93474e-45
8,CsaV3_1G000530,wgd,Unmethylated,CsaV3_1G009720,0.0506332,1.20028,0.0421845,7.11049e-14
9,CsaV3_1G000570,wgd,Unmethylated,CsaV3_1G009640,0.244504,2.76705,0.0883629,6.52223e-40
10,CsaV3_1G000630,wgd,Unclassified,CsaV3_3G027050,0.31695,4.3628,0.0726484,6.59884e-85
11,CsaV3_1G000650,wgd,Unmethylated,CsaV3_3G027200,0.353425,3.26562,0.108226,9.76321e-23
12,CsaV3_1G000670,wgd,gbM,CsaV3_1G009540,0.123274,4.24039,0.0290714,3.17979e-100
13,CsaV3_1G000690,wgd,Unclassified,CsaV3_1G009500,0.0815511,1.11496,0.0731426,9.49743e-38
14,CsaV3_1G000730,wgd,gbM,CsaV3_3G027270,0.338961,4.5799,0.0740105,7.52939e-123
15,CsaV3_1G000800,wgd,gbM,CsaV3_3G027390,0.314831,5.3783,0.0585373,2.12856e-35
16,CsaV3_1G000840,wgd,Unclassified,CsaV3_1G009360,0.450248,4.28821,0.104997,3.07113e-49
17,CsaV3_1G000880,wgd,gbM,CsaV3_3G027410,0.12424,4.21291,0.0294903,2.506e-90
18,CsaV3_1G000920,wgd,gbM,CsaV3_3G027580,0.426862,2.55435,0.167112,1.00347e-58
19,CsaV3_1G001080,wgd,Unclassified,CsaV3_3G027700,0.548248,4.5342,0.120914,1.66896e-48
20,CsaV3_1G001120,wgd,Unclassified,CsaV3_1G008940,0.47989,4.35597,0.110168,1.45174e-44
21,CsaV3_1G001180,wgd,Unmethylated,CsaV3_1G008780,0.282208,3.80366,0.0741939,1.217e-63
22,CsaV3_1G001230,wgd,Unmethylated,CsaV3_1G008750,0.231252,3.32033,0.0696473,0
23,CsaV3_1G001250,wgd,gbM,CsaV3_1G008730,0.329714,4.26523,0.0773028,7.58738e-60
24,CsaV3_1G001300,wgd,Unclassified,CsaV3_1G008710,0.267996,1.60723,0.166743,4.24415e-113
25,CsaV3_1G001330,wgd,Unclassified,CsaV3_1G008700,0.167402,1.69654,0.0986724,5.59896e-59
26,CsaV3_1G001490,wgd,Unclassified,CsaV3_1G008460,0.518307,3.99225,0.129828,1.33396e-22
