,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Brara.A00001,wgd,Unmethylated,Brara.F03917,0.0534648,0.157543,0.339366,0.0119294
2,Brara.A00006,wgd,Unclassified,Brara.F03915,0.0473875,0.434082,0.109167,8.36242e-19
3,Brara.A00008,wgd,Unmethylated,Brara.H01862,0.0700688,0.371817,0.188449,3.61363e-27
4,Brara.A00010,wgd,Unclassified,Brara.F03912,0.422776,0.772326,0.547406,0.0539934
5,Brara.A00012,wgd,Unmethylated,Brara.I04666,0.37896,3.66905,0.103286,3.10545e-23
6,Brara.A00013,wgd,Unmethylated,Brara.H01843,0.100361,0.283487,0.354023,1.23273e-08
7,Brara.A00014,wgd,Unmethylated,Brara.I04659,0.0291764,0.855957,0.0340862,4.3298e-08
8,Brara.A00015,wgd,Unmethylated,Brara.F03900,0.0672424,0.250256,0.268695,0.00119771
9,Brara.A00016,wgd,Unmethylated,Brara.I04658,0.0951333,0.925433,0.102799,2.29812e-13
10,Brara.A00019,wgd,Unmethylated,Brara.F03896,0.101927,0.570679,0.178606,3.95853e-15
11,Brara.A00020,wgd,Unclassified,Brara.I04652,0.158706,0.998692,0.158913,9.49062e-62
12,Brara.A00021,wgd,Unmethylated,Brara.I04650,0.0394648,1.07098,0.0368492,9.57119e-74
13,Brara.A00022,wgd,Unmethylated,Brara.F03886,0.0957786,0.414023,0.231337,5.40517e-20
14,Brara.A00024,wgd,Unclassified,Brara.I04649,0.267572,1.99314,0.134246,9.08833e-58
15,Brara.A00025,wgd,Unmethylated,Brara.H01827,0.0624059,0.515505,0.121058,1.49283e-19
16,Brara.A00026,wgd,Unclassified,Brara.H01826,0.0185566,0.288757,0.0642637,1.1175e-54
17,Brara.A00027,wgd,Unmethylated,Brara.H01824,0.0435105,0.61373,0.0708952,6.31428e-41
18,Brara.A00028,wgd,Unmethylated,Brara.H01822,0.0717672,0.254697,0.281775,0.000179831
19,Brara.A00029,wgd,Unclassified,Brara.D01267,0.0965242,2.16685,0.044546,5.35804e-147
20,Brara.A00030,wgd,Unclassified,Brara.H01819,0.0984386,0.388642,0.253288,1.10069e-15
21,Brara.A00031,wgd,Unmethylated,Brara.D01272,0.00389775,0.344122,0.0113267,4.4745e-12
22,Brara.A00032,wgd,Unmethylated,Brara.I04625,0.180358,0.473309,0.381057,0.00216983
23,Brara.A00033,wgd,Unmethylated,Brara.F03869,0.0564916,0.31798,0.177658,4.91698e-06
24,Brara.A00035,wgd,Unmethylated,Brara.I04617,0.148632,1.69927,0.087468,4.50417e-19
25,Brara.A00039,wgd,Unmethylated,Brara.H01808,0.188213,0.539055,0.349153,0.00211654
26,Brara.A00041,wgd,Unmethylated,Brara.H01777,0.0806501,0.223479,0.360885,4.25169e-05
27,Brara.A00042,wgd,Unclassified,Brara.H01778,0.0477435,0.246756,0.193484,1.27482e-12
28,Brara.A00043,wgd,Unmethylated,Brara.H01779,0.322182,0.999474,0.322352,1.0442e-09
29,Brara.A00044,wgd,Unclassified,Brara.H01782,0.105391,0.352088,0.299331,7.5609e-09
30,Brara.A00045,wgd,Unmethylated,Brara.H01785,0.0802061,0.330833,0.242436,1.93774e-10
31,Brara.A00048,wgd,Unclassified,Brara.F03865,0.0875041,0.692197,0.126415,1.21386e-41
32,Brara.A00052,wgd,Unclassified,Brara.F03864,0.0120761,0.300026,0.0402502,1.4431e-50
33,Brara.A00054,wgd,Unmethylated,Brara.F03862,0.479705,1.19673,0.400846,5.64993e-10
34,Brara.A00060,wgd,Unclassified,Brara.D01295,0.127601,1.03067,0.123804,3.55724e-28
35,Brara.A00061,wgd,Unclassified,Brara.F03860,0.00716842,0.382097,0.0187608,7.54817e-38
36,Brara.A00062,wgd,Unclassified,Brara.H01797,0.227145,0.834888,0.272067,6.9722e-24
37,Brara.A00064,wgd,Unmethylated,Brara.F03852,0.105809,0.299128,0.353724,2.61133e-06
38,Brara.A00065,wgd,Unclassified,Brara.F03851,0.058755,0.447894,0.131181,1.32025e-77
39,Brara.A00066,wgd,Unclassified,Brara.H01787,0.131737,0.331949,0.396858,1.80889e-10
40,Brara.A00072,wgd,Unmethylated,Brara.D01306,0.0324936,1.42186,0.0228528,1.40208e-122
41,Brara.A00073,wgd,Unmethylated,Brara.H01776,0.044618,0.323963,0.137726,1.01425e-13
42,Brara.A00074,wgd,Unmethylated,Brara.H01775,0.30775,0.888311,0.346444,4.05619e-12
43,Brara.A00075,wgd,Unclassified,Brara.H01774,0.0642551,0.402012,0.159834,1.59563e-27
44,Brara.A00076,wgd,Unclassified,Brara.D01316,0.302695,1.52796,0.198104,1.43447e-23
45,Brara.A00079,wgd,Unmethylated,Brara.H01768,0.11054,0.457985,0.241362,6.59915e-09
46,Brara.A00080,wgd,Unclassified,Brara.H01767,0.0145702,0.415479,0.0350683,1.21158e-42
