,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Cla97C01G000220,wgd,Unclassified,Cla97C05G091490,0.19916,1.33742,0.148914,2.79865e-64
2,Cla97C01G000240,wgd,Unclassified,Cla97C05G091470,0.112512,1.36437,0.0824642,7.82464e-68
3,Cla97C01G000260,wgd,Unmethylated,Cla97C05G080680,0.316831,4.3319,0.0731391,7.07649e-76
4,Cla97C01G000290,wgd,Unmethylated,Cla97C05G080710,0.403079,3.18407,0.126593,4.59065e-15
5,Cla97C01G000310,wgd,Unmethylated,Cla97C05G080790,0.428368,3.54314,0.1209,1.35623e-18
6,Cla97C01G000420,wgd,gbM,Cla97C05G080840,0.55114,4.1964,0.131336,2.25815e-38
7,Cla97C01G000440,wgd,Unclassified,Cla97C05G091300,0.525334,2.35148,0.223406,5.74417e-12
8,Cla97C01G000450,wgd,Unmethylated,Cla97C05G091270,0.277481,2.46008,0.112793,4.51177e-34
9,Cla97C01G000460,wgd,Unclassified,Cla97C05G091260,0.264197,1.25322,0.210815,1.22623e-33
10,Cla97C01G000480,wgd,TE-like,Cla97C05G091180,0.228033,4.51773,0.0504752,5.48121e-107
11,Cla97C01G000500,wgd,gbM,Cla97C05G091170,0.239558,1.44762,0.165483,2.69927e-29
12,Cla97C01G000540,wgd,Unclassified,Cla97C05G091060,0.115529,1.24269,0.0929671,1.57701e-46
13,Cla97C01G000550,wgd,gbM,Cla97C05G091000,0.374528,3.40614,0.109957,1.2523e-17
14,Cla97C01G000570,wgd,Unmethylated,Cla97C05G081110,0.143264,3.6356,0.039406,6.4471e-52
15,Cla97C01G000670,wgd,Unclassified,Cla97C05G090810,0.456539,2.55349,0.17879,1.94893e-20
16,Cla97C01G000680,wgd,Unclassified,Cla97C05G081360,0.0195562,1.87785,0.0104141,1.79535e-42
17,Cla97C01G000710,wgd,Unclassified,Cla97C05G090780,0.297371,2.22317,0.13376,2.61912e-43
18,Cla97C01G000780,wgd,Unclassified,Cla97C05G081460,0.453965,3.90632,0.116213,3.22069e-40
19,Cla97C01G000790,wgd,Unclassified,Cla97C05G081480,0.281075,3.92992,0.0715217,1.19174e-55
20,Cla97C01G000870,wgd,gbM,Cla97C05G090680,0.35674,3.72132,0.095864,8.77716e-28
21,Cla97C01G000920,wgd,Unmethylated,Cla97C05G090660,0.484366,2.16582,0.223641,7.03647e-18
22,Cla97C01G000960,wgd,Unmethylated,Cla97C05G081570,0.69639,1.9802,0.351676,1.00607e-10
23,Cla97C01G000980,wgd,Unmethylated,Cla97C05G090530,0.346286,2.28033,0.151858,4.09359e-11
24,Cla97C01G000990,wgd,gbM,Cla97C05G081630,0.369004,2.63263,0.140166,1.07764e-30
25,Cla97C01G001000,wgd,Unmethylated,Cla97C05G081690,0.286014,4.38882,0.0651688,8.57456e-89
26,Cla97C01G001030,wgd,Unclassified,Cla97C05G090410,0.227411,1.77823,0.127886,8.54688e-59
27,Cla97C01G001970,wgd,gbM,Cla97C07G141980,0.132923,1.63221,0.0814376,1.55656e-107
28,Cla97C01G001980,wgd,Unmethylated,Cla97C07G141960,0.142907,2.6743,0.053437,1.2446e-124
29,Cla97C01G001990,wgd,Unclassified,Cla97C07G141920,0.338748,5.94093,0.0570194,1.09589e-34
30,Cla97C01G002050,wgd,Unmethylated,Cla97C07G141870,0.365463,3.60394,0.101407,6.42747e-20
31,Cla97C01G002060,wgd,Unclassified,Cla97C07G141860,0.188803,1.95319,0.0966635,3.83409e-52
32,Cla97C01G002090,wgd,Unclassified,Cla97C05G081410,0.314572,4.62795,0.0679723,1.27771e-89
