,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,evm_27.TU.AmTr_v1.0_scaffold00004.108,wgd,gbM,evm_27.TU.AmTr_v1.0_scaffold00078.77,0.285532,4.19872,0.0680046,7.06185e-74
2,evm_27.TU.AmTr_v1.0_scaffold00004.115,wgd,Unmethylated,evm_27.TU.AmTr_v1.0_scaffold00078.73,0.388182,2.72175,0.142623,3.61397e-55
3,evm_27.TU.AmTr_v1.0_scaffold00004.124,wgd,NA,evm_27.TU.AmTr_v1.0_scaffold00078.71,0.170088,1.69765,0.100191,4.09667e-14
4,evm_27.TU.AmTr_v1.0_scaffold00004.85,wgd,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00078.108,0.2751,1.90619,0.14432,1.54104e-33
5,evm_27.TU.AmTr_v1.0_scaffold00004.89,wgd,gbM,evm_27.TU.AmTr_v1.0_scaffold00078.104,0.393415,2.05012,0.191899,6.32343e-65
6,evm_27.TU.AmTr_v1.0_scaffold00004.90,wgd,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00078.103,0.0115741,2.60308,0.00444632,4.96352e-57
7,evm_27.TU.AmTr_v1.0_scaffold00004.99,wgd,gbM,evm_27.TU.AmTr_v1.0_scaffold00078.85,0.0984175,4.67849,0.0210362,1.20183e-203
8,evm_27.TU.AmTr_v1.0_scaffold00006.128,wgd,gbM,evm_27.TU.AmTr_v1.0_scaffold00090.32,0.438038,0.992319,0.441429,0.000650317
9,evm_27.TU.AmTr_v1.0_scaffold00006.129,wgd,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00090.34,0.398348,1.19931,0.332147,4.2184e-08
10,evm_27.TU.AmTr_v1.0_scaffold00006.136,wgd,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00090.51,0.0274405,0.0212291,1.29259,0.790533
11,evm_27.TU.AmTr_v1.0_scaffold00006.137,wgd,TE-like,evm_27.TU.AmTr_v1.0_scaffold00090.52,0.21151,0.233309,0.906567,0.858549
12,evm_27.TU.AmTr_v1.0_scaffold00006.138,wgd,gbM,evm_27.TU.AmTr_v1.0_scaffold00090.53,0.0154902,0.022059,0.702219,0.0103613
13,evm_27.TU.AmTr_v1.0_scaffold00006.152,wgd,gbM,evm_27.TU.AmTr_v1.0_scaffold00090.77,0.73262,3.42489,0.213911,1.003e-08
14,evm_27.TU.AmTr_v1.0_scaffold00009.130,wgd,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00029.302,0.608581,3.89332,0.156314,1.46178e-31
15,evm_27.TU.AmTr_v1.0_scaffold00009.144,wgd,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00029.315,0.575149,2.16908,0.265158,7.48672e-14
16,evm_27.TU.AmTr_v1.0_scaffold00009.169,wgd,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00029.340,0.680158,4.26564,0.159451,4.67458e-32
17,evm_27.TU.AmTr_v1.0_scaffold00009.174,wgd,Unmethylated,evm_27.TU.AmTr_v1.0_scaffold00029.350,0.695972,4.30637,0.161615,4.8239e-26
