Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Esalsugineum,unM-teM,unM,teM,0,0,47,0.0716463414634146,0-0
Esalsugineum,unM-teM,unM,teM,1,0,37,0.0564024390243902,1-0
Esalsugineum,unM-teM,unM,teM,0,1,171,0.260670731707317,0-1
Esalsugineum,unM-teM,unM,teM,1,1,401,0.611280487804878,1-1
Esalsugineum,unM-unM,unM,unM,0,0,2019,0.253166144200627,0-0
Esalsugineum,unM-unM,unM,unM,1,0,0,0,1-0
Esalsugineum,unM-unM,unM,unM,0,1,3402,0.426583072100313,0-1
Esalsugineum,unM-unM,unM,unM,1,1,2554,0.32025078369906,1-1
Esalsugineum,teM-teM,teM,teM,0,0,66,0.0838627700127065,0-0
Esalsugineum,teM-teM,teM,teM,1,0,0,0,1-0
Esalsugineum,teM-teM,teM,teM,0,1,121,0.153748411689962,0-1
Esalsugineum,teM-teM,teM,teM,1,1,600,0.762388818297332,1-1
Esalsugineum,gbM-teM,gbM,teM,0,1,2,0.1,0-1
Esalsugineum,gbM-teM,gbM,teM,1,1,18,0.9,1-1
Esalsugineum,gbM-teM,gbM,teM,0,0,0,0,0-0
Esalsugineum,gbM-teM,gbM,teM,1,0,0,0,1-0
Esalsugineum,gbM-unM,gbM,unM,0,0,1,0.0909090909090909,0-0
Esalsugineum,gbM-unM,gbM,unM,1,0,3,0.272727272727273,1-0
Esalsugineum,gbM-unM,gbM,unM,0,1,0,0,0-1
Esalsugineum,gbM-unM,gbM,unM,1,1,7,0.636363636363636,1-1
Esalsugineum,gbM-gbM,gbM,gbM,1,1,1,1,1-1
Esalsugineum,gbM-gbM,gbM,gbM,0,0,0,0,0-0
Esalsugineum,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Esalsugineum,gbM-gbM,gbM,gbM,0,1,0,0,0-1
