Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
evm_27.TU.AmTr_v1.0_scaffold00041.209,gbM,evm_27.TU.AmTr_v1.0_scaffold00041.239,gbM,wgd,Same,gbM-gbM
evm_27.TU.AmTr_v1.0_scaffold00001.269,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00001.272,Unclassified,proximal,Undetermined,Unclassified-Unclassified
evm_27.TU.AmTr_v1.0_scaffold00001.344,unM,evm_27.TU.AmTr_v1.0_scaffold00001.349,unM,proximal,Same,unM-unM
evm_27.TU.AmTr_v1.0_scaffold00001.428,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00001.430,Unclassified,proximal,Undetermined,Unclassified-Unclassified
evm_27.TU.AmTr_v1.0_scaffold00001.471,unM,evm_27.TU.AmTr_v1.0_scaffold00001.475,unM,proximal,Same,unM-unM
evm_27.TU.AmTr_v1.0_scaffold00001.59,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00001.62,Unclassified,proximal,Undetermined,Unclassified-Unclassified
evm_27.TU.AmTr_v1.0_scaffold00002.262,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00002.265,Unclassified,proximal,Undetermined,Unclassified-Unclassified
evm_27.TU.AmTr_v1.0_scaffold00002.336,teM,evm_27.TU.AmTr_v1.0_scaffold00002.341,teM,proximal,Same,teM-teM
evm_27.TU.AmTr_v1.0_scaffold00002.603,unM,evm_27.TU.AmTr_v1.0_scaffold00002.607,unM,proximal,Same,unM-unM
evm_27.TU.AmTr_v1.0_scaffold00002.667,gbM,evm_27.TU.AmTr_v1.0_scaffold00002.669,gbM,proximal,Same,gbM-gbM
evm_27.TU.AmTr_v1.0_scaffold00003.119,unM,evm_27.TU.AmTr_v1.0_scaffold00003.127,unM,proximal,Same,unM-unM
evm_27.TU.AmTr_v1.0_scaffold00003.124,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00003.131,Unclassified,proximal,Undetermined,Unclassified-Unclassified
evm_27.TU.AmTr_v1.0_scaffold00003.1,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00003.3,Unclassified,proximal,Undetermined,Unclassified-Unclassified
evm_27.TU.AmTr_v1.0_scaffold00004.133,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00004.135,Unclassified,proximal,Undetermined,Unclassified-Unclassified
evm_27.TU.AmTr_v1.0_scaffold00004.148,Unclassified,evm_27.TU.AmTr_v1.0_scaffold00004.151,Unclassified,proximal,Undetermined,Unclassified-Unclassified
evm_27.TU.AmTr_v1.0_scaffold00004.227,teM,evm_27.TU.AmTr_v1.0_scaffold00004.230,teM,proximal,Same,teM-teM
