Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
evm_27.TU.AmTr_v1.0_scaffold00041.209,evm_27.TU.AmTr_v1.0_scaffold00041.239,gbM,gbM,wgd,Same,gbM-gbM,0.358451,0.734568,0.487976,0.0546987
evm_27.TU.AmTr_v1.0_scaffold00001.269,evm_27.TU.AmTr_v1.0_scaffold00001.272,Unclassified,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.157119,1.32817,0.118297,6.445e-66
evm_27.TU.AmTr_v1.0_scaffold00001.277,evm_27.TU.AmTr_v1.0_scaffold00001.284,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.359231,1.75855,0.204276,3.65055e-05
evm_27.TU.AmTr_v1.0_scaffold00001.282,evm_27.TU.AmTr_v1.0_scaffold00001.285,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.0669863,0.319643,0.209566,2.76532e-13
evm_27.TU.AmTr_v1.0_scaffold00001.287,evm_27.TU.AmTr_v1.0_scaffold00001.284,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.12414,0.483095,0.256968,8.82077e-07
evm_27.TU.AmTr_v1.0_scaffold00001.344,evm_27.TU.AmTr_v1.0_scaffold00001.349,unM,unM,proximal,Same,unM-unM,0.20479,0.372307,0.550057,0.054703
evm_27.TU.AmTr_v1.0_scaffold00001.347,evm_27.TU.AmTr_v1.0_scaffold00001.350,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.0969412,0.127747,0.758854,0.307332
evm_27.TU.AmTr_v1.0_scaffold00001.428,evm_27.TU.AmTr_v1.0_scaffold00001.430,Unclassified,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.439876,1.06917,0.411416,0.0277498
evm_27.TU.AmTr_v1.0_scaffold00001.471,evm_27.TU.AmTr_v1.0_scaffold00001.475,unM,unM,proximal,Same,unM-unM,0.152165,0.236076,0.644556,0.0286329
evm_27.TU.AmTr_v1.0_scaffold00001.49,evm_27.TU.AmTr_v1.0_scaffold00001.47,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.191973,0.964409,0.199058,9.60753e-09
evm_27.TU.AmTr_v1.0_scaffold00001.505,evm_27.TU.AmTr_v1.0_scaffold00001.507,unM,teM,proximal,Different,unM-teM,0.0957484,0.533225,0.179565,5.05267e-08
evm_27.TU.AmTr_v1.0_scaffold00001.59,evm_27.TU.AmTr_v1.0_scaffold00001.62,Unclassified,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.039806,0.123927,0.321206,7.66018e-05
evm_27.TU.AmTr_v1.0_scaffold00002.212,evm_27.TU.AmTr_v1.0_scaffold00002.205,gbM,teM,proximal,Different,gbM-teM,0.0365331,0.466371,0.0783349,2.84452e-55
evm_27.TU.AmTr_v1.0_scaffold00002.262,evm_27.TU.AmTr_v1.0_scaffold00002.265,Unclassified,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.00400463,0.0134439,0.297877,0.231398
evm_27.TU.AmTr_v1.0_scaffold00002.276,evm_27.TU.AmTr_v1.0_scaffold00002.274,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.109721,0.542238,0.202348,8.66686e-20
evm_27.TU.AmTr_v1.0_scaffold00002.336,evm_27.TU.AmTr_v1.0_scaffold00002.341,teM,teM,proximal,Same,teM-teM,0.235643,0.29006,0.812393,0.497734
evm_27.TU.AmTr_v1.0_scaffold00002.350,evm_27.TU.AmTr_v1.0_scaffold00002.344,gbM,unM,proximal,Different,gbM-unM,0.450567,3.6871,0.122201,8.49619e-19
evm_27.TU.AmTr_v1.0_scaffold00002.380,evm_27.TU.AmTr_v1.0_scaffold00002.378,gbM,unM,proximal,Different,gbM-unM,0.157449,0.595795,0.264267,7.41874e-18
evm_27.TU.AmTr_v1.0_scaffold00002.402,evm_27.TU.AmTr_v1.0_scaffold00002.404,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.200934,0.360935,0.556705,0.00965883
evm_27.TU.AmTr_v1.0_scaffold00002.403,evm_27.TU.AmTr_v1.0_scaffold00002.400,gbM,unM,proximal,Different,gbM-unM,0.275107,1.28427,0.214213,9.32997e-11
evm_27.TU.AmTr_v1.0_scaffold00002.403,evm_27.TU.AmTr_v1.0_scaffold00002.407,gbM,unM,proximal,Different,gbM-unM,0.494352,1.8153,0.272324,1.01922e-08
evm_27.TU.AmTr_v1.0_scaffold00002.406,evm_27.TU.AmTr_v1.0_scaffold00002.404,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.345359,1.94513,0.17755,5.20574e-13
evm_27.TU.AmTr_v1.0_scaffold00002.603,evm_27.TU.AmTr_v1.0_scaffold00002.607,unM,unM,proximal,Same,unM-unM,0.455601,2.73443,0.166617,2.99806e-15
evm_27.TU.AmTr_v1.0_scaffold00002.655,evm_27.TU.AmTr_v1.0_scaffold00002.657,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.10616,0.207994,0.5104,0.0248463
evm_27.TU.AmTr_v1.0_scaffold00003.1,evm_27.TU.AmTr_v1.0_scaffold00003.3,Unclassified,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.0924583,0.0699563,1.32166,0.647831
evm_27.TU.AmTr_v1.0_scaffold00003.124,evm_27.TU.AmTr_v1.0_scaffold00003.131,Unclassified,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.0279262,0.0378283,0.738236,0.388619
evm_27.TU.AmTr_v1.0_scaffold00003.132,evm_27.TU.AmTr_v1.0_scaffold00003.128,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.132581,2.36767,0.0559966,8.83517e-125
evm_27.TU.AmTr_v1.0_scaffold00003.167,evm_27.TU.AmTr_v1.0_scaffold00003.165,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.270389,1.43297,0.188691,2.22298e-20
evm_27.TU.AmTr_v1.0_scaffold00003.290,evm_27.TU.AmTr_v1.0_scaffold00003.287,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.060614,0.169844,0.356881,0.000204557
evm_27.TU.AmTr_v1.0_scaffold00003.290,evm_27.TU.AmTr_v1.0_scaffold00003.292,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.0269588,0.0511875,0.526667,0.122637
evm_27.TU.AmTr_v1.0_scaffold00003.424,evm_27.TU.AmTr_v1.0_scaffold00003.421,gbM,teM,proximal,Different,gbM-teM,0.120486,0.836311,0.144069,2.53286e-42
evm_27.TU.AmTr_v1.0_scaffold00004.122,evm_27.TU.AmTr_v1.0_scaffold00004.120,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.141926,1.87661,0.0756289,7.68541e-82
evm_27.TU.AmTr_v1.0_scaffold00004.133,evm_27.TU.AmTr_v1.0_scaffold00004.135,Unclassified,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.144342,0.141815,1.01782,0.877721
evm_27.TU.AmTr_v1.0_scaffold00004.148,evm_27.TU.AmTr_v1.0_scaffold00004.151,Unclassified,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.0803143,0.0406506,1.97572,0.200532
evm_27.TU.AmTr_v1.0_scaffold00004.227,evm_27.TU.AmTr_v1.0_scaffold00004.230,teM,teM,proximal,Same,teM-teM,0.217732,0.246025,0.885002,0.597112
evm_27.TU.AmTr_v1.0_scaffold00004.228,evm_27.TU.AmTr_v1.0_scaffold00004.230,teM,teM,proximal,Same,teM-teM,0.239573,0.263162,0.910364,0.714217
evm_27.TU.AmTr_v1.0_scaffold00004.237,evm_27.TU.AmTr_v1.0_scaffold00004.241,gbM,gbM,proximal,Same,gbM-gbM,0.0343673,0.212185,0.161968,1.59373e-21
evm_27.TU.AmTr_v1.0_scaffold00005.137,evm_27.TU.AmTr_v1.0_scaffold00005.129,teM,Unclassified,proximal,Undetermined,teM-Unclassified,0.0893873,0.113544,0.787248,0.409096
evm_27.TU.AmTr_v1.0_scaffold00005.180,evm_27.TU.AmTr_v1.0_scaffold00005.184,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.106804,0.129818,0.82272,0.372612
evm_27.TU.AmTr_v1.0_scaffold00005.212,evm_27.TU.AmTr_v1.0_scaffold00005.214,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.139459,0.41042,0.339796,0.0056882
evm_27.TU.AmTr_v1.0_scaffold00005.85,evm_27.TU.AmTr_v1.0_scaffold00005.87,teM,teM,proximal,Same,teM-teM,0.074138,0.0190397,3.89386,0.066368
evm_27.TU.AmTr_v1.0_scaffold00006.179,evm_27.TU.AmTr_v1.0_scaffold00006.184,gbM,unM,proximal,Different,gbM-unM,0.315993,1.50452,0.210029,1.04061e-13
evm_27.TU.AmTr_v1.0_scaffold00006.184,evm_27.TU.AmTr_v1.0_scaffold00006.189,unM,Unclassified,proximal,Undetermined,unM-Unclassified,0.257279,1.75435,0.146652,1.50242e-15
evm_27.TU.AmTr_v1.0_scaffold00006.193,evm_27.TU.AmTr_v1.0_scaffold00006.195,unM,unM,proximal,Same,unM-unM,0.0542739,0.129497,0.419114,0.000835067
evm_27.TU.AmTr_v1.0_scaffold00006.254,evm_27.TU.AmTr_v1.0_scaffold00006.256,teM,teM,proximal,Same,teM-teM,0.0979363,0.142469,0.68742,0.0635471
evm_27.TU.AmTr_v1.0_scaffold00006.255,evm_27.TU.AmTr_v1.0_scaffold00006.261,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.226829,0.395817,0.573065,0.0653915
evm_27.TU.AmTr_v1.0_scaffold00006.256,evm_27.TU.AmTr_v1.0_scaffold00006.258,teM,Unclassified,proximal,Undetermined,teM-Unclassified,0.283648,0.695733,0.407697,0.00868377
evm_27.TU.AmTr_v1.0_scaffold00006.50,evm_27.TU.AmTr_v1.0_scaffold00006.48,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.0629202,0.233718,0.269214,7.36917e-11
evm_27.TU.AmTr_v1.0_scaffold00006.50,evm_27.TU.AmTr_v1.0_scaffold00006.53,gbM,unM,proximal,Different,gbM-unM,0.0420399,0.203764,0.206317,1.7956e-15
evm_27.TU.AmTr_v1.0_scaffold00006.62,evm_27.TU.AmTr_v1.0_scaffold00006.60,teM,Unclassified,proximal,Undetermined,teM-Unclassified,0.391149,2.76051,0.141694,9.48913e-39
evm_27.TU.AmTr_v1.0_scaffold00006.72,evm_27.TU.AmTr_v1.0_scaffold00006.77,teM,teM,proximal,Same,teM-teM,0.454483,0.503897,0.901937,0.771966
evm_27.TU.AmTr_v1.0_scaffold00007.100,evm_27.TU.AmTr_v1.0_scaffold00007.103,gbM,Unclassified,proximal,Undetermined,gbM-Unclassified,0.298987,1.74439,0.171399,2.16688e-13
