Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Thecc1EG000019,Thecc1EG007605,gbM,gbM,wgd,Same,gbM-gbM,0.424481,3.82614,0.110942,4.01412e-40
Thecc1EG000025,Thecc1EG007601,unM,unM,wgd,Same,unM-unM,0.144234,1.72901,0.0834202,4.23675e-101
Thecc1EG000031,Thecc1EG007578,unM,unM,wgd,Same,unM-unM,0.166708,3.91622,0.0425686,1.15161e-65
Thecc1EG000034,Thecc1EG034434,unM,unM,wgd,Same,unM-unM,0.256343,4.28607,0.0598084,6.07061e-29
Thecc1EG000035,Thecc1EG034430,gbM,unM,wgd,Different,gbM-unM,0.269042,1.35403,0.198697,1.98787e-46
Thecc1EG000045,Thecc1EG007573,unM,unM,wgd,Same,unM-unM,0.29103,4.83966,0.0601344,1.55877e-144
Thecc1EG000054,Thecc1EG007568,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.195046,1.87993,0.103752,4.71091e-52
Thecc1EG000056,Thecc1EG034414,gbM,gbM,wgd,Same,gbM-gbM,0.333452,1.54503,0.215823,1.35379e-76
Thecc1EG000062,Thecc1EG034409,unM,unM,wgd,Same,unM-unM,0.300962,1.65637,0.1817,3.19822e-21
Thecc1EG000068,Thecc1EG034406,unM,unM,wgd,Same,unM-unM,0.245213,0.78899,0.310794,7.14283e-07
Thecc1EG000071,Thecc1EG007560,unM,unM,wgd,Same,unM-unM,0.32235,3.56078,0.0905281,1.19725e-55
Thecc1EG000071,Thecc1EG034395,unM,unM,wgd,Same,unM-unM,0.301964,4.2836,0.0704929,9.52211e-58
Thecc1EG000072,Thecc1EG007551,unM,unM,wgd,Same,unM-unM,0.333588,1.98892,0.167723,2.74016e-28
Thecc1EG000077,Thecc1EG006457,gbM,gbM,wgd,Same,gbM-gbM,0.173514,4.45065,0.0389862,2.95716e-109
Thecc1EG000079,Thecc1EG034388,unM,unM,wgd,Same,unM-unM,0.253799,2.18077,0.11638,4.45999e-57
Thecc1EG000083,Thecc1EG006462,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.055145,1.82106,0.0302818,8.46441e-101
Thecc1EG000085,Thecc1EG034378,unM,unM,wgd,Same,unM-unM,0.203444,1.50866,0.13485,3.55461e-70
Thecc1EG000089,Thecc1EG046712,gbM,gbM,wgd,Same,gbM-gbM,0.296458,1.68507,0.175933,1.50178e-52
Thecc1EG000095,Thecc1EG006498,unM,unM,wgd,Same,unM-unM,0.255092,4.02048,0.0634482,2.47631e-50
Thecc1EG000097,Thecc1EG006499,unM,unM,wgd,Same,unM-unM,0.478234,2.45476,0.194819,1.11543e-20
Thecc1EG000099,Thecc1EG034350,unM,unM,wgd,Same,unM-unM,0.584412,1.49118,0.391911,9.02501e-09
Thecc1EG000112,Thecc1EG034323,unM,unM,wgd,Same,unM-unM,0.169282,1.79292,0.0944168,1.63759e-31
Thecc1EG000125,Thecc1EG034306,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.208855,1.79977,0.116046,5.21136e-114
Thecc1EG000126,Thecc1EG034301,unM,unM,wgd,Same,unM-unM,0.509369,6.10526,0.0834312,9.64078e-12
Thecc1EG000136,Thecc1EG006578,gbM,unM,wgd,Different,gbM-unM,0.286851,1.63949,0.174964,4.30094e-67
