Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Thecc1EG000513,unM,Thecc1EG006281,unM,wgd,Same,unM-unM
Thecc1EG000509,unM,Thecc1EG006295,unM,wgd,Same,unM-unM
Thecc1EG000497,unM,Thecc1EG006305,unM,wgd,Same,unM-unM
Thecc1EG000492,unM,Thecc1EG006313,unM,wgd,Same,unM-unM
Thecc1EG000077,gbM,Thecc1EG006457,gbM,wgd,Same,gbM-gbM
Thecc1EG000095,unM,Thecc1EG006498,unM,wgd,Same,unM-unM
Thecc1EG000097,unM,Thecc1EG006499,unM,wgd,Same,unM-unM
Thecc1EG000148,unM,Thecc1EG006606,unM,wgd,Same,unM-unM
Thecc1EG000157,unM,Thecc1EG006613,unM,wgd,Same,unM-unM
Thecc1EG000161,unM,Thecc1EG006623,unM,wgd,Same,unM-unM
Thecc1EG000164,unM,Thecc1EG006629,unM,wgd,Same,unM-unM
Thecc1EG000172,unM,Thecc1EG006637,unM,wgd,Same,unM-unM
Thecc1EG000174,unM,Thecc1EG006638,unM,wgd,Same,unM-unM
Thecc1EG000191,unM,Thecc1EG006652,unM,wgd,Same,unM-unM
Thecc1EG000193,unM,Thecc1EG006654,unM,wgd,Same,unM-unM
Thecc1EG000200,unM,Thecc1EG006660,unM,wgd,Same,unM-unM
Thecc1EG000201,unM,Thecc1EG006662,unM,wgd,Same,unM-unM
Thecc1EG046673,unM,Thecc1EG006757,unM,wgd,Same,unM-unM
Thecc1EG000237,unM,Thecc1EG006768,unM,wgd,Same,unM-unM
Thecc1EG000238,unM,Thecc1EG006771,unM,wgd,Same,unM-unM
Thecc1EG000241,gbM,Thecc1EG006781,gbM,wgd,Same,gbM-gbM
Thecc1EG000244,unM,Thecc1EG006783,unM,wgd,Same,unM-unM
Thecc1EG000246,unM,Thecc1EG006785,unM,wgd,Same,unM-unM
Thecc1EG000253,gbM,Thecc1EG006789,gbM,wgd,Same,gbM-gbM
Thecc1EG000255,unM,Thecc1EG006791,unM,wgd,Same,unM-unM
Thecc1EG000257,Unclassified,Thecc1EG006792,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Thecc1EG000262,unM,Thecc1EG006795,unM,wgd,Same,unM-unM
Thecc1EG000274,unM,Thecc1EG006816,unM,wgd,Same,unM-unM
Thecc1EG000291,unM,Thecc1EG006825,unM,wgd,Same,unM-unM
Thecc1EG000307,unM,Thecc1EG006842,unM,wgd,Same,unM-unM
Thecc1EG000318,unM,Thecc1EG006845,unM,wgd,Same,unM-unM
Thecc1EG000324,unM,Thecc1EG006850,unM,wgd,Same,unM-unM
Thecc1EG000337,unM,Thecc1EG006851,unM,wgd,Same,unM-unM
Thecc1EG000357,unM,Thecc1EG006868,unM,wgd,Same,unM-unM
Thecc1EG000362,unM,Thecc1EG006871,unM,wgd,Same,unM-unM
Thecc1EG000374,unM,Thecc1EG006876,unM,wgd,Same,unM-unM
Thecc1EG000513,unM,Thecc1EG006967,unM,wgd,Same,unM-unM
Thecc1EG000544,unM,Thecc1EG006988,unM,wgd,Same,unM-unM
Thecc1EG000558,unM,Thecc1EG006998,unM,wgd,Same,unM-unM
Thecc1EG000564,unM,Thecc1EG007001,unM,wgd,Same,unM-unM
Thecc1EG000565,gbM,Thecc1EG007003,gbM,wgd,Same,gbM-gbM
Thecc1EG000595,unM,Thecc1EG007033,unM,wgd,Same,unM-unM
Thecc1EG000597,unM,Thecc1EG007036,unM,wgd,Same,unM-unM
Thecc1EG000598,unM,Thecc1EG007043,unM,wgd,Same,unM-unM
Thecc1EG000600,unM,Thecc1EG007048,unM,wgd,Same,unM-unM
Thecc1EG000606,unM,Thecc1EG007061,unM,wgd,Same,unM-unM
Thecc1EG000612,unM,Thecc1EG007071,unM,wgd,Same,unM-unM
Thecc1EG000642,unM,Thecc1EG007081,unM,wgd,Same,unM-unM
Thecc1EG000661,unM,Thecc1EG007093,unM,wgd,Same,unM-unM
Thecc1EG000667,gbM,Thecc1EG007096,gbM,wgd,Same,gbM-gbM
Thecc1EG000668,Unclassified,Thecc1EG007097,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Thecc1EG000674,unM,Thecc1EG007104,unM,wgd,Same,unM-unM
Thecc1EG000686,gbM,Thecc1EG007114,gbM,wgd,Same,gbM-gbM
Thecc1EG000690,unM,Thecc1EG007118,unM,wgd,Same,unM-unM
Thecc1EG000691,unM,Thecc1EG007128,unM,wgd,Same,unM-unM
Thecc1EG000694,unM,Thecc1EG007133,unM,wgd,Same,unM-unM
Thecc1EG000696,unM,Thecc1EG007138,unM,wgd,Same,unM-unM
Thecc1EG000698,unM,Thecc1EG007140,unM,wgd,Same,unM-unM
Thecc1EG000721,unM,Thecc1EG007169,unM,wgd,Same,unM-unM
Thecc1EG000723,unM,Thecc1EG007172,unM,wgd,Same,unM-unM
Thecc1EG000738,gbM,Thecc1EG007178,gbM,wgd,Same,gbM-gbM
Thecc1EG000745,unM,Thecc1EG007186,unM,wgd,Same,unM-unM
Thecc1EG000756,unM,Thecc1EG007197,unM,wgd,Same,unM-unM
Thecc1EG000763,gbM,Thecc1EG007200,gbM,wgd,Same,gbM-gbM
Thecc1EG000780,unM,Thecc1EG007214,unM,wgd,Same,unM-unM
Thecc1EG000981,unM,Thecc1EG007366,unM,wgd,Same,unM-unM
Thecc1EG000992,unM,Thecc1EG007378,unM,wgd,Same,unM-unM
Thecc1EG000995,unM,Thecc1EG007381,unM,wgd,Same,unM-unM
Thecc1EG001000,unM,Thecc1EG007401,unM,wgd,Same,unM-unM
Thecc1EG001032,unM,Thecc1EG007414,unM,wgd,Same,unM-unM
Thecc1EG001069,unM,Thecc1EG007435,unM,wgd,Same,unM-unM
