Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Pvirgatum,gbM,0,gbM-gbM,29,0.00996563573883161
Pvirgatum,gbM,1,gbM-gbM,2881,0.990034364261168
Pvirgatum,gbM,0,gbM-teM,4,0.0144404332129964
Pvirgatum,teM,0,gbM-teM,1,0.00320512820512821
Pvirgatum,gbM,1,gbM-teM,273,0.985559566787004
Pvirgatum,teM,1,gbM-teM,311,0.996794871794872
Pvirgatum,gbM,0,gbM-unM,16,0.0147329650092081
Pvirgatum,unM,0,gbM-unM,14,0.012400354295837
Pvirgatum,gbM,1,gbM-unM,1070,0.985267034990792
Pvirgatum,unM,1,gbM-unM,1115,0.987599645704163
Pvirgatum,teM,0,teM-teM,46,0.0156782549420586
Pvirgatum,teM,1,teM-teM,2888,0.984321745057941
Pvirgatum,unM,0,unM-teM,7,0.00620017714791851
Pvirgatum,teM,0,unM-teM,9,0.00808625336927224
Pvirgatum,unM,1,unM-teM,1122,0.993799822852081
Pvirgatum,teM,1,unM-teM,1104,0.991913746630728
Pvirgatum,unM,0,unM-unM,371,0.0134094769942531
Pvirgatum,unM,1,unM-unM,27296,0.986590523005747
