Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Pvirgatum,unM-unM,unM,unM,0,0,18,0.00125104253544621,0-0
Pvirgatum,unM-unM,unM,unM,1,0,0,0,1-0
Pvirgatum,unM-unM,unM,unM,0,1,347,0.0241173199888796,0-1
Pvirgatum,unM-unM,unM,unM,1,1,14023,0.974631637475674,1-1
Pvirgatum,unM-teM,unM,teM,0,0,0,0,0-0
Pvirgatum,unM-teM,unM,teM,1,0,9,0.0076271186440678,1-0
Pvirgatum,unM-teM,unM,teM,0,1,7,0.00593220338983051,0-1
Pvirgatum,unM-teM,unM,teM,1,1,1164,0.986440677966102,1-1
Pvirgatum,gbM-teM,gbM,teM,0,0,0,0,0-0
Pvirgatum,gbM-teM,gbM,teM,1,0,1,0.003125,1-0
Pvirgatum,gbM-teM,gbM,teM,0,1,4,0.0125,0-1
Pvirgatum,gbM-teM,gbM,teM,1,1,315,0.984375,1-1
Pvirgatum,gbM-unM,gbM,unM,0,0,3,0.00260642919200695,0-0
Pvirgatum,gbM-unM,gbM,unM,1,0,11,0.00955690703735882,1-0
Pvirgatum,gbM-unM,gbM,unM,0,1,13,0.0112945264986968,0-1
Pvirgatum,gbM-unM,gbM,unM,1,1,1124,0.976542137271937,1-1
Pvirgatum,gbM-gbM,gbM,gbM,0,0,0,0,0-0
Pvirgatum,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Pvirgatum,gbM-gbM,gbM,gbM,0,1,29,0.0194109772423025,0-1
Pvirgatum,gbM-gbM,gbM,gbM,1,1,1465,0.980589022757697,1-1
Pvirgatum,teM-teM,teM,teM,0,0,0,0,0-0
Pvirgatum,teM-teM,teM,teM,1,0,0,0,1-0
Pvirgatum,teM-teM,teM,teM,0,1,56,0.0297713981924508,0-1
Pvirgatum,teM-teM,teM,teM,1,1,1825,0.970228601807549,1-1
