Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
AT1G01030,AT2G46870,unM,unM,wgd,Same,unM-unM,0.348342,2.55853,0.136149,1.52257e-29
AT1G01060,AT2G46830,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.467553,4.4758,0.104462,1.40684e-48
AT1G01100,AT4G00810,unM,unM,wgd,Same,unM-unM,0.0396447,1.34845,0.0294003,1.71865e-23
AT1G01110,AT4G00820,unM,unM,wgd,Same,unM-unM,0.181985,1.02672,0.177248,2.24973e-38
AT1G01160,AT4G00850,unM,unM,wgd,Same,unM-unM,0.166294,2.54333,0.0653841,3.10935e-24
AT1G01170,AT4G00860,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.15703,0.977177,0.160698,3.30274e-08
AT1G01190,AT2G46660,unM,unM,wgd,Same,unM-unM,0.230434,2.2114,0.104203,1.14277e-59
AT1G01225,AT4G00905,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.146926,2.94918,0.0498192,2.13889e-37
AT1G01260,AT2G46510,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.384266,4.39068,0.0875185,6.52683e-54
AT1G01300,AT3G61820,unM,unM,wgd,Same,unM-unM,0.202004,4.40729,0.0458341,5.87608e-93
AT1G01350,AT4G01023,gbM,unM,wgd,Different,gbM-unM,0.444385,1.3676,0.324938,6.09566e-06
AT1G01360,AT4G01026,unM,unM,wgd,Same,unM-unM,0.103322,1.29194,0.0799742,1.43722e-24
AT1G01380,AT2G46410,unM,unM,wgd,Same,unM-unM,0.262336,2.85091,0.0920184,0
AT1G01380,AT4G01060,unM,unM,wgd,Same,unM-unM,0.143665,0.890495,0.161332,3.54925e-07
AT1G01390,AT4G01070,unM,unM,wgd,Same,unM-unM,0.199038,0.974696,0.204205,1.07662e-33
AT1G01430,AT4G01080,unM,unM,wgd,Same,unM-unM,0.209579,1.56002,0.134344,5.81281e-36
AT1G01440,AT4G01090,gbM,gbM,wgd,Same,gbM-gbM,0.197029,1.5041,0.130995,8.1782e-52
AT1G01453,AT4G01110,unM,unM,wgd,Same,unM-unM,0.230558,0.895416,0.257488,4.46364e-14
AT1G01460,AT4G01190,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.178785,1.04548,0.171006,1.64432e-34
AT1G01470,AT2G46140,unM,unM,wgd,Same,unM-unM,0.280317,1.59939,0.175265,8.15609e-16
