Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
AL1G26100,unM,AL1G38770,unM,wgd,Same,unM-unM
AL1G26080,unM,AL1G38880,unM,wgd,Same,unM-unM
AL1G25780,gbM,AL1G39110,gbM,wgd,Same,gbM-gbM
AL1G19400,gbM,AL1G65290,gbM,wgd,Same,gbM-gbM
AL1G19420,unM,AL1G65430,unM,wgd,Same,unM-unM
AL1G19430,gbM,AL1G65470,gbM,wgd,Same,gbM-gbM
AL1G19480,gbM,AL1G65720,gbM,wgd,Same,gbM-gbM
AL1G19600,unM,AL1G65870,unM,wgd,Same,unM-unM
AL1G19680,unM,AL1G66190,unM,wgd,Same,unM-unM
AL1G19860,unM,AL1G66490,unM,wgd,Same,unM-unM
AL1G19900,unM,AL1G66630,unM,wgd,Same,unM-unM
AL1G20060,unM,AL1G67130,unM,wgd,Same,unM-unM
AL1G20110,Unclassified,AL1G67200,Unclassified,wgd,Undetermined,Unclassified-Unclassified
AL1G20120,unM,AL1G67290,unM,wgd,Same,unM-unM
AL1G20130,gbM,AL1G67380,gbM,wgd,Same,gbM-gbM
AL1G20180,gbM,AL1G67420,gbM,wgd,Same,gbM-gbM
AL1G20190,Unclassified,AL1G67510,Unclassified,wgd,Undetermined,Unclassified-Unclassified
AL1G24310,Unclassified,AL2G12450,Unclassified,wgd,Undetermined,Unclassified-Unclassified
AL1G23990,gbM,AL2G12540,gbM,wgd,Same,gbM-gbM
AL1G23960,unM,AL2G12560,unM,wgd,Same,unM-unM
AL1G23910,unM,AL2G12650,unM,wgd,Same,unM-unM
AL1G23890,unM,AL2G12660,unM,wgd,Same,unM-unM
AL1G23810,gbM,AL2G12700,gbM,wgd,Same,gbM-gbM
AL1G23730,unM,AL2G12840,unM,wgd,Same,unM-unM
AL1G23640,unM,AL2G12950,unM,wgd,Same,unM-unM
AL1G23550,unM,AL2G13090,unM,wgd,Same,unM-unM
AL1G23520,unM,AL2G13190,unM,wgd,Same,unM-unM
AL1G23330,unM,AL2G13420,unM,wgd,Same,unM-unM
AL1G23280,unM,AL2G13430,unM,wgd,Same,unM-unM
AL1G23270,unM,AL2G13450,unM,wgd,Same,unM-unM
AL1G23260,unM,AL2G13460,unM,wgd,Same,unM-unM
AL1G23220,unM,AL2G13510,unM,wgd,Same,unM-unM
AL1G23170,gbM,AL2G13600,gbM,wgd,Same,gbM-gbM
AL1G23160,Unclassified,AL2G13620,Unclassified,wgd,Undetermined,Unclassified-Unclassified
AL1G23090,gbM,AL2G13640,gbM,wgd,Same,gbM-gbM
AL1G22910,unM,AL2G13850,unM,wgd,Same,unM-unM
AL1G22840,unM,AL2G14140,unM,wgd,Same,unM-unM
AL1G22810,unM,AL2G14160,unM,wgd,Same,unM-unM
AL1G22720,Unclassified,AL2G14290,Unclassified,wgd,Undetermined,Unclassified-Unclassified
AL1G22670,unM,AL2G14320,unM,wgd,Same,unM-unM
AL1G22620,unM,AL2G14390,unM,wgd,Same,unM-unM
AL1G22580,unM,AL2G14420,unM,wgd,Same,unM-unM
AL1G22330,gbM,AL2G14740,gbM,wgd,Same,gbM-gbM
AL1G22240,unM,AL2G15050,unM,wgd,Same,unM-unM
AL1G22200,gbM,AL2G15080,gbM,wgd,Same,gbM-gbM
AL1G22180,gbM,AL2G15150,gbM,wgd,Same,gbM-gbM
AL1G22120,unM,AL2G15180,unM,wgd,Same,unM-unM
AL1G22080,gbM,AL2G15230,gbM,wgd,Same,gbM-gbM
AL1G22040,gbM,AL2G15410,gbM,wgd,Same,gbM-gbM
AL1G21940,unM,AL2G15540,unM,wgd,Same,unM-unM
AL1G21910,gbM,AL2G15560,gbM,wgd,Same,gbM-gbM
AL1G21880,gbM,AL2G15610,gbM,wgd,Same,gbM-gbM
AL1G21810,gbM,AL2G15660,gbM,wgd,Same,gbM-gbM
AL1G21560,unM,AL2G15780,unM,wgd,Same,unM-unM
AL1G21650,gbM,AL2G15800,gbM,wgd,Same,gbM-gbM
AL1G21700,unM,AL2G15820,unM,wgd,Same,unM-unM
AL1G21490,unM,AL2G16010,unM,wgd,Same,unM-unM
AL1G21390,gbM,AL2G16440,gbM,wgd,Same,gbM-gbM
AL1G21380,unM,AL2G16470,unM,wgd,Same,unM-unM
AL1G37620,gbM,AL2G16520,gbM,wgd,Same,gbM-gbM
AL1G37650,gbM,AL2G16620,gbM,wgd,Same,gbM-gbM
AL1G21350,Unclassified,AL2G16650,Unclassified,wgd,Undetermined,Unclassified-Unclassified
AL1G21340,unM,AL2G16680,unM,wgd,Same,unM-unM
AL1G37950,unM,AL2G16780,unM,wgd,Same,unM-unM
AL1G37980,Unclassified,AL2G16830,Unclassified,wgd,Undetermined,Unclassified-Unclassified
AL1G38390,unM,AL2G17200,unM,wgd,Same,unM-unM
AL1G21020,gbM,AL2G17450,gbM,wgd,Same,gbM-gbM
AL1G20910,gbM,AL2G17490,gbM,wgd,Same,gbM-gbM
AL1G20690,gbM,AL2G17870,gbM,wgd,Same,gbM-gbM
AL1G20580,unM,AL2G17890,unM,wgd,Same,unM-unM
AL1G20260,gbM,AL2G18190,gbM,wgd,Same,gbM-gbM
AL2G20780,teM,AL2G21370,teM,wgd,Same,teM-teM
AL2G20770,teM,AL2G21380,teM,wgd,Same,teM-teM
AL2G20690,unM,AL2G21480,unM,wgd,Same,unM-unM
AL2G19920,teM,AL2G22250,teM,wgd,Same,teM-teM
AL1G40600,gbM,AL2G26080,gbM,wgd,Same,gbM-gbM
AL1G40590,gbM,AL2G26200,gbM,wgd,Same,gbM-gbM
AL1G40540,unM,AL2G26310,unM,wgd,Same,unM-unM
AL1G40350,unM,AL2G26610,unM,wgd,Same,unM-unM
